feature,bin,episodes,clusters,clean_count,clean_rate,clean_rate_cluster_bootstrap_low,clean_rate_cluster_bootstrap_high,relative_risk
shock_to_range_60s,Q5,539,506,29,0.05380333951762523,0.036154354517472384,0.07242682304418895,0.7715627837208384
atr_spread_state,Q1,441,422,5,0.011337868480725623,0.00228310502283105,0.022779043280182234,0.16258985863849085
atr_spread_state,Q2,441,430,10,0.022675736961451247,0.009163290155984298,0.037402515110157894,0.3251797172769817
atr_spread_state,Q3,440,432,20,0.045454545454545456,0.027364495896651794,0.06690793804253917,0.6518375241779497
atr_spread_state,Q4,441,436,35,0.07936507936507936,0.05221049783549783,0.10430839002267574,1.138129010469436
atr_spread_state,Q5,441,429,68,0.15419501133786848,0.12342167957117332,0.1898436302902148,2.2112220774834754
momentum_efficiency_interaction,Q1,601,591,32,0.05324459234608985,0.03666666666666667,0.06994467554076539,0.7635501115162672
momentum_efficiency_interaction,Q2,478,476,60,0.12552301255230125,0.09602379707112971,0.15364831282046798,1.8000534140478943
momentum_efficiency_interaction,Q3,539,536,45,0.08348794063079777,0.05947955390334572,0.10624921829400483,1.197252595428887
momentum_efficiency_interaction,Q4,539,538,23,0.04267161410018553,0.025974025974025976,0.05947955390334572,0.6119291043303201
momentum_efficiency_interaction,Q5,539,490,28,0.05194805194805195,0.03423213599692662,0.07162869333513222,0.7449571704890854
