episode_id,direction,score,long_score,short_score,symbol,market_cluster_id,t0_msc,signal_processing_msc,distance_index,distance_atr,atr14_m5,entry_msc,entry_bid,entry_ask,entry_price,entry_spread,pip_size,tick_size,stops_distance,distance,sl,tp,status,exit_msc,exit_price,gross_pips,gross_r,mfe_60,mae_60,mfe_300,mae_300,mfe_900,mae_900,tp_touch_seconds,sl_touch_seconds,entry_eligible_msc,source_quote_msc,calendar_segment
tstech_discovery_r2_202504_USDCAD_mh_136,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,4879,1744129813000,1744129813783,3,1,0.00075382438,1744129813836,1.41581,1.41606,1.41606,0.00025,0.0001,1e-05,0,0.00076,1.4153,1.41682,TP,1744130089453,1.41682,7.600000000001,1,9e-05,0.00025,0.00106,0.00025,0.00172,0.00025,275.617,,1744129813783,1744129812728,1
tstech_discovery_r2_202504_GBPUSD_mh_161,1,-0.17652697911591,-0.17652697911591,-0.469716604009,GBPUSD,4881,1744130005750,1744130006138,3,1,0.000869287367,1744130006413,1.2789,1.2791,1.2791,0.0002,0.0001,1e-05,0,0.00087,1.27823,1.27997,SL,1744130106553,1.27823,-8.700000000001,-1,0,0.00051,0,0.00166,0,0.00237,,100.14,1744130006138,1744130005607,1
tstech_discovery_r2_202504_USDCHF_mh_131,-1,0.00033540251226757,-0.17652697911591,0.00033540251226757,USDCHF,4885,1744130407000,1744130407416,3,1,0.000773212292,1744130407737,0.85413,0.85436,0.85413,0.00023,0.0001,1e-05,0,0.00078,0.85491,0.85335,SL,1744130617763,0.85491,-7.8,-1,6e-05,0.00039,6e-05,0.00109,6e-05,0.00132,,210.026,1744130407416,1744130406969,1
tstech_discovery_r2_202504_EURUSD_mh_96,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,EURUSD,4886,1744130427500,1744130429275,3,1,0.000896074841,1744130429275,1.09318,1.09336,1.09318,0.00018,0.0001,1e-05,0,0.0009,1.09408,1.09228,SL,1744130969928,1.09408,-8.999999999999,-1,0.00028,0.00039,0.00037,0.00039,0.00037,0.00126,,540.653,1744130429275,1744130427362,1
tstech_discovery_r2_202504_USDJPY_mh_210,-1,-0.14413591156793,-0.3462857962514,-0.14413591156793,USDJPY,4889,1744131601250,1744131601885,3,1,0.142816197458,1744131601885,147.387,147.407,147.387,0.02,0.01,0.001,0,0.143,147.53,147.244,TIME,1744132502150,147.503,-11.599999999999,-0.811188811189,0.038,0.039,0.038,0.096,0.038,0.118,,,1744131601885,1744131601085,1
tstech_discovery_r2_202504_USDCHF_mh_132,-1,0.00033540251226757,-0.39150333213076,0.00033540251226757,USDCHF,4889,1744131601500,1744131601885,3,1,0.000804649009,1744131601925,0.85536,0.85557,0.85536,0.00021,0.0001,1e-05,0,0.00081,0.85617,0.85455,SL,1744131660140,0.85617,-8.1,-1,0,0.00088,0,0.00228,0,0.00252,,58.215,1744131601885,1744131601151,1
tstech_discovery_r2_202504_GBPUSD_mh_162,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,GBPUSD,4890,1744131610250,1744131610631,3,1,0.00092794545,1744131610632,1.27884,1.27904,1.27884,0.0002,0.0001,1e-05,0,0.00093,1.27977,1.27791,TP,1744131766670,1.27791,9.300000000001,1,0,0.00046,0.00108,0.00046,0.00108,0.00046,156.038,,1744131610631,1744131610198,1
tstech_discovery_r2_202504_EURUSD_mh_97,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,EURUSD,4893,1744131845250,1744131846030,3,1,0.000906830319,1744131846030,1.09187,1.09205,1.09187,0.00018,0.0001,1e-05,0,0.00091,1.09278,1.09096,TIME,1744132747025,1.09166,2.099999999998,0.230769230769,6e-05,0.00041,6e-05,0.00089,0.00057,0.00089,,,1744131846030,1744131845126,1
tstech_discovery_r2_202504_AUDUSD_mh_84,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,AUDUSD,4896,1744132017500,1744132017761,3,1,0.000812145993,1744132017855,0.60747,0.60768,0.60747,0.00021,0.0001,1e-05,0,0.00082,0.60829,0.60665,TIME,1744132918462,0.60776,-2.9,-0.353658536585,0.0001,0.00028,0.00029,0.00063,0.00034,0.00063,,,1744132017761,1744132017252,1
tstech_discovery_r2_202504_USDCHF_mh_133,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,USDCHF,4899,1744132698250,1744132698765,3,1,0.000908849807,1744132699103,0.85711,0.85735,0.85711,0.00024,0.0001,1e-05,0,0.00091,0.85802,0.8562,SL,1744132984455,0.85807,-9.6,-1.054945054945,0,0.00032,0,0.00101,0.00028,0.00122,,285.352,1744132698765,1744132698036,1
tstech_discovery_r2_202504_USDCAD_mh_137,-1,0.00033540251226757,-0.39150333213076,0.00033540251226757,USDCAD,4900,1744132751500,1744132751913,3,1,0.00088966271,1744132752144,1.41514,1.41538,1.41514,0.00024,0.0001,1e-05,0,0.00089,1.41603,1.41425,SL,1744133032431,1.41612,-9.8,-1.101123595506,0.00037,0.00025,0.00047,0.00114,0.00047,0.00176,,280.287,1744132751913,1744132751343,1
tstech_discovery_r2_202504_USDJPY_mh_211,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,4901,1744132796750,1744132797252,3,1,0.134845913339,1744132797785,147.492,147.511,147.492,0.019,0.01,0.001,0,0.135,147.627,147.357,SL,1744132965974,147.627,-13.500000000002,-1,0.011,0.034,0.011,0.137,0.047,0.187,,168.189,1744132797252,1744132796596,1
tstech_discovery_r2_202504_EURUSD_mh_98,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,EURUSD,4904,1744133282000,1744133282352,3,1,0.001026317809,1744133282352,1.09051,1.09069,1.09051,0.00018,0.0001,1e-05,0,0.00103,1.09154,1.08948,TP,1744133714958,1.08948,10.300000000001,1,0.00015,0.00046,0.00036,0.00092,0.00154,0.00092,432.606,,1744133282352,1744133281852,1
tstech_discovery_r2_202504_GBPUSD_mh_163,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,GBPUSD,4907,1744133715500,1744133716061,3,1,0.000991452397,1744133716361,1.27668,1.27688,1.27668,0.0002,0.0001,1e-05,0,0.001,1.27768,1.27568,TP,1744134194642,1.27568,9.999999999999,1,0.00011,0.00031,0.00011,0.00087,0.00133,0.00087,478.281,,1744133716061,1744133715500,1
tstech_discovery_r2_202504_USDCAD_mh_138,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,USDCAD,4908,1744133731000,1744133731445,3,1,0.000953208209,1744133731848,1.41714,1.41739,1.41739,0.00025,0.0001,1e-05,0,0.00096,1.41643,1.41835,SL,1744133972340,1.41642,-9.699999999999,-1.010416666667,0,0.00067,0,0.0011,0.00076,0.0011,,240.492,1744133731445,1744133730842,1
tstech_discovery_r2_202504_EURUSD_mh_99,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,EURUSD,4910,1744134431750,1744134432316,3,1,0.001113449942,1744134432316,1.0895,1.08968,1.0895,0.00018,0.0001,1e-05,0,0.00112,1.09062,1.08838,SL,1744134715664,1.09064,-11.400000000001,-1.017857142857,-0,0.00055,-0,0.00114,-0,0.00217,,283.348,1744134432316,1744134431711,1
tstech_discovery_r2_202504_USDJPY_mh_212,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,4911,1744134449500,1744134450002,3,1,0.128399928434,1744134450002,147.423,147.442,147.423,0.019,0.01,0.001,0,0.129,147.552,147.294,TP,1744135015324,147.294,12.899999999999,1,0,0.052,0.053,0.052,0.19,0.052,565.322,,1744134450002,1744134449189,1
tstech_discovery_r2_202504_USDCHF_mh_134,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,USDCHF,4912,1744134630250,1744134631173,3,1,0.000835607364,1744134631301,0.85724,0.85751,0.85751,0.00027,0.0001,1e-05,0,0.00084,0.85667,0.85835,TP,1744135189499,0.85835,8.4,1,0.00014,0.00033,0.00052,0.00033,0.00096,0.00033,558.198,,1744134631173,1744134630148,1
tstech_discovery_r2_202504_GBPUSD_mh_164,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,GBPUSD,4913,1744134953250,1744134954394,3,1,0.001012975113,1744134954514,1.27579,1.27599,1.27579,0.0002,0.0001,1e-05,0,0.00102,1.27681,1.27477,TIME,1744135854585,1.27561,1.800000000001,0.176470588235,0.0003,0.00025,0.00038,0.00025,0.00048,0.0004,,,1744134954394,1744134953209,1
tstech_discovery_r2_202504_USDCAD_mh_139,-1,-0.14413591156793,-0.39150333213076,-0.14413591156793,USDCAD,4915,1744135047000,1744135047452,3,1,0.000991497284,1744135047807,1.41966,1.41991,1.41966,0.00025,0.0001,1e-05,0,0.001,1.42066,1.41866,TP,1744135453064,1.41866,9.999999999999,1,0,0.00068,0.00041,0.00068,0.001,0.00068,405.257,,1744135047452,1744135046903,1
tstech_discovery_r2_202504_AUDUSD_mh_85,-1,-0.14413591156793,-0.17652697911591,-0.14413591156793,AUDUSD,4920,1744135976000,1744135979430,3,1,0.00093402891,1744135979529,0.60131,0.60152,0.60131,0.00021,0.0001,1e-05,0,0.00094,0.60225,0.60037,TIME,1744136879532,0.60159,-2.799999999999,-0.297872340425,0,0.00044,0.00012,0.00066,0.00017,0.00069,,,1744135979430,1744135975911,1
tstech_discovery_r2_202504_EURUSD_mh_100,-1,-0.14413591156793,-0.3462857962514,-0.14413591156793,EURUSD,4921,1744136047500,1744136047779,3,1,0.001003880079,1744136047779,1.08969,1.08987,1.08969,0.00018,0.0001,1e-05,0,0.00101,1.0907,1.08868,SL,1744136459793,1.09071,-10.2,-1.009900990099,1e-05,0.00065,1e-05,0.00065,1e-05,0.00211,,412.014,1744136047779,1744136047272,1
tstech_discovery_r2_202504_USDJPY_mh_213,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,4922,1744136087250,1744136088289,3,1,0.125855078101,1744136089795,147.144,147.162,147.144,0.018,0.01,0.001,0,0.126,147.27,147.018,TP,1744136781230,147.018,12.6,1,0.026,0.036,0.038,0.036,0.191,0.036,691.435,,1744136088289,1744136086880,1
tstech_discovery_r2_202504_GBPUSD_mh_165,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,GBPUSD,4923,1744136101000,1744136101246,3,1,0.000956036084,1744136101372,1.27474,1.27494,1.27474,0.0002,0.0001,1e-05,0,0.00096,1.2757,1.27378,SL,1744136804408,1.27572,-9.8,-1.020833333333,0.00012,0.00043,0.00025,0.00043,0.00025,0.00154,,703.036,1744136101246,1744136100912,1
tstech_discovery_r2_202504_USDCAD_mh_140,-1,-0.14413591156793,-0.17652697911591,-0.14413591156793,USDCAD,4924,1744136405500,1744136406218,3,1,0.00112663048,1744136406342,1.42097,1.42121,1.42097,0.00024,0.0001,1e-05,0,0.00113,1.4221,1.41984,SL,1744136853801,1.4221,-11.299999999999,-1,0.00022,0.00045,0.00022,0.00096,0.00022,0.0015,,447.459,1744136406218,1744136405335,1
tstech_discovery_r2_202504_USDCHF_mh_135,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,4926,1744136668250,1744136669280,3,1,0.000771275712,1744136669525,0.85702,0.85729,0.85729,0.00027,0.0001,1e-05,0,0.00078,0.85651,0.85807,COST_DISTANCE_REJECT,0,0,,,0,0.00038,0,0.00056,0,0.00085,,572.618,1744136669280,1744136667929,1
tstech_discovery_r2_202504_GBPUSD_mh_166,-1,-0.14413591156793,-0.3462857962514,-0.14413591156793,GBPUSD,4930,1744137323750,1744137324062,3,1,0.000938856898,1744137324120,1.27724,1.27744,1.27724,0.0002,0.0001,1e-05,0,0.00094,1.27818,1.2763,TIME,1744138224813,1.27664,5.999999999999,0.63829787234,0.00023,0.00018,0.00023,0.00027,0.0006,0.00033,,,1744137324062,1744137323518,1
tstech_discovery_r2_202504_USDCHF_mh_136,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,4931,1744138109250,1744138110103,3,1,0.000694873718,1744138110671,0.8563,0.85656,0.85656,0.00026,0.0001,1e-05,0,0.0007,0.85586,0.85726,COST_DISTANCE_REJECT,0,0,,,0,0.00045,0,0.00079,0,0.00082,,140.151,1744138110103,1744138109075,1
tstech_discovery_r2_202504_GBPUSD_mh_167,-1,-0.14413591156793,-0.3462857962514,-0.14413591156793,GBPUSD,4932,1744138806000,1744138806391,3,1,0.000927615808,1744138806909,1.27646,1.27666,1.27646,0.0002,0.0001,1e-05,0,0.00093,1.27739,1.27553,TIME,1744139707352,1.2761,3.599999999999,0.387096774193,1e-05,0.00028,0.00032,0.00031,0.0005,0.00031,,,1744138806391,1744138805909,1
tstech_discovery_r2_202504_AUDUSD_mh_86,-1,0.00033540251226757,-0.39150333213076,0.00033540251226757,AUDUSD,4933,1744138907500,1744138908215,3,1,0.000880044754,1744138908465,0.60087,0.60108,0.60087,0.00021,0.0001,1e-05,0,0.00089,0.60176,0.59998,SL,1744138995329,0.60177,-9,-1.011235955056,0,0.00067,0,0.0009,0,0.00099,,86.864,1744138908215,1744138907462,1
tstech_discovery_r2_202504_EURUSD_mh_101,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,EURUSD,4935,1744139316000,1744139316338,3,1,0.000929895433,1744139316338,1.09067,1.09085,1.09067,0.00018,0.0001,1e-05,0,0.00093,1.0916,1.08974,TIME,1744140216565,1.09078,-1.100000000001,-0.118279569893,2e-05,0.00025,0.0001,0.00032,0.0001,0.00041,,,1744139316338,1744139315710,1
tstech_discovery_r2_202504_USDCHF_mh_137,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,4938,1744139583500,1744139583900,3,1,0.000705607257,1744139584044,0.85675,0.857,0.857,0.00025,0.0001,1e-05,0,0.00071,0.85629,0.85771,COST_DISTANCE_REJECT,0,0,,,0,0.00037,0,0.00061,0,0.00109,,365.42,1744139583900,1744139583298,1
tstech_discovery_r2_202504_AUDUSD_mh_87,-1,-0.18011448748955,-0.39150333213076,-0.18011448748955,AUDUSD,4940,1744139948500,1744139948658,3,1,0.000844915571,1744139948854,0.60036,0.60057,0.60036,0.00021,0.0001,1e-05,0,0.00085,0.60121,0.59951,SL,1744140602539,0.60127,-9.1,-1.070588235294,0,0.00035,0.00022,0.00039,0.00022,0.0013,,653.685,1744139948658,1744139948253,1
tstech_discovery_r2_202504_GBPUSD_mh_168,1,-0.15050433079167,-0.15050433079167,-0.469716604009,GBPUSD,4940,1744139948500,1744139948658,3,1,0.0008751319,1744139948753,1.27635,1.27655,1.27655,0.0002,0.0001,1e-05,0,0.00088,1.27567,1.27743,TP,1744140602639,1.27743,8.8,1,0.00012,0.0002,0.00029,0.00022,0.00119,0.00024,653.886,,1744139948658,1744139948351,1
tstech_discovery_r2_202504_USDCAD_mh_141,-1,0.00033540251226757,-0.39150333213076,0.00033540251226757,USDCAD,4940,1744139948750,1744139949157,3,1,0.001035188107,1744139949158,1.41876,1.41901,1.41876,0.00025,0.0001,1e-05,0,0.00104,1.4198,1.41772,SL,1744140150831,1.41982,-10.600000000001,-1.019230769231,0,0.00083,0,0.00108,0.00049,0.00108,,201.673,1744139949157,1744139948459,1
tstech_discovery_r2_202504_EURUSD_mh_102,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,EURUSD,4942,1744140690000,1744140690293,3,1,0.000812730996,1744140690293,1.09092,1.0911,1.09092,0.00018,0.0001,1e-05,0,0.00082,1.09174,1.0901,SL,1744140736537,1.09176,-8.4,-1.024390243902,0,0.00089,0,0.00089,0,0.00196,,46.244,1744140690293,1744140689887,1
tstech_discovery_r2_202504_USDJPY_mh_214,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,4942,1744140690000,1744140690293,3,1,0.125508295925,1744140690891,146.759,146.778,146.759,0.019,0.01,0.001,0,0.126,146.885,146.633,TP,1744141257688,146.633,12.6,1,0.005,0.063,0.005,0.096,0.196,0.096,566.797,,1744140690293,1744140689887,1
tstech_discovery_r2_202504_USDCHF_mh_138,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,4942,1744140690250,1744140690587,3,1,0.000663728365,1744140690787,0.85551,0.85578,0.85578,0.00027,0.0001,1e-05,0,0.00067,0.85511,0.85645,COST_DISTANCE_REJECT,0,0,,,0,0.00053,1e-05,0.00053,1e-05,0.0016,,413.939,1744140690587,1744140690019,1
tstech_discovery_r2_202504_USDCAD_mh_142,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,4945,1744141001750,1744141007111,3,1,0.000986752851,1744141007347,1.41888,1.41913,1.41913,0.00025,0.0001,1e-05,0,0.00099,1.41814,1.42012,TP,1744141379175,1.42012,9.9,1,0.00016,0.00028,0.0007,0.00028,0.00099,0.00075,371.828,,1744141007111,1744141001413,1
tstech_discovery_r2_202504_AUDUSD_mh_88,1,-0.17652697911591,-0.17652697911591,-0.18011448748955,AUDUSD,4948,1744141550000,1744141550254,3,1,0.000851901042,1744141550272,0.59899,0.5992,0.5992,0.00021,0.0001,1e-05,0,0.00086,0.59834,0.60006,TP,1744141697855,0.60006,8.6,1,0.00049,0.00016,0.00107,0.00016,0.00107,0.00112,147.583,685.145,1744141550254,1744141549771,1
tstech_discovery_r2_202504_GBPUSD_mh_169,1,-0.3462857962514,-0.3462857962514,-0.469716604009,GBPUSD,4950,1744141695750,1744141696132,3,1,0.000855565237,1744141696246,1.27762,1.27782,1.27782,0.0002,0.0001,1e-05,0,0.00086,1.27696,1.27868,TIME,1744142597637,1.27733,-4.899999999999,-0.56976744186,0.00036,0.00059,0.00052,0.00059,0.00052,0.00085,,,1744141696132,1744141695636,1
tstech_discovery_r2_202504_EURUSD_mh_103,-1,-0.14413591156793,-0.3462857962514,-0.14413591156793,EURUSD,4951,1744141698000,1744141698744,3,1,0.000795572157,1744141698744,1.09305,1.09323,1.09305,0.00018,0.0001,1e-05,0,0.0008,1.09385,1.09225,TIME,1744142599658,1.09323,-1.799999999998,-0.225,0.00073,0.00016,0.00073,0.00029,0.00073,0.00029,,,1744141698744,1744141697971,1
tstech_discovery_r2_202504_USDCAD_mh_143,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,4954,1744142171000,1744142171232,3,1,0.00103499813,1744142171362,1.4192,1.41945,1.41945,0.00025,0.0001,1e-05,0,0.00104,1.41841,1.42049,TP,1744142457967,1.42049,10.399999999999,1,0.00046,0.00036,0.00105,0.00036,0.00175,0.00036,286.605,,1744142171232,1744142170865,1
tstech_discovery_r2_202504_USDCHF_mh_139,-1,-0.18011448748955,-0.39150333213076,-0.18011448748955,USDCHF,4955,1744142459000,1744142459238,3,1,0.000725775347,1744142459576,0.85282,0.85308,0.85282,0.00026,0.0001,1e-05,0,0.00073,0.85355,0.85209,COST_DISTANCE_REJECT,0,0,,,2e-05,0.00034,0.00013,0.00034,0.00232,0.00034,490.984,,1744142459238,1744142458811,1
tstech_discovery_r2_202504_USDJPY_mh_215,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,4956,1744142565500,1744142566787,3,1,0.128322041059,1744142566787,146.557,146.578,146.557,0.021,0.01,0.001,0,0.129,146.686,146.428,TP,1744143023201,146.428,12.899999999999,1,0.044,0.028,0.051,0.114,0.255,0.114,456.414,,1744142566787,1744142565283,1
tstech_discovery_r2_202504_EURUSD_mh_104,-1,-0.14413591156793,-0.3462857962514,-0.14413591156793,EURUSD,4958,1744142963000,1744142963274,3,1,0.000799003444,1744142963274,1.0941,1.09428,1.0941,0.00018,0.0001,1e-05,0,0.0008,1.0949,1.0933,SL,1744143124424,1.09491,-8.1,-1.0125,2e-05,0.00046,2e-05,0.00086,0.00036,0.00086,,161.15,1744142963274,1744142962770,1
tstech_discovery_r2_202504_GBPUSD_mh_170,1,-0.15050433079167,-0.15050433079167,-0.469716604009,GBPUSD,4959,1744143021250,1744143021892,3,1,0.000846071619,1744143022191,1.27846,1.27866,1.27866,0.0002,0.0001,1e-05,0,0.00085,1.27781,1.27951,SL,1744143385186,1.27778,-8.8,-1.035294117647,0,0.00041,0,0.00063,0,0.00168,,362.995,1744143021892,1744143021189,1
tstech_discovery_r2_202504_AUDUSD_mh_89,1,-0.39150333213076,-0.39150333213076,-0.469716604009,AUDUSD,4965,1744143517000,1744143517206,3,1,0.000864634139,1744143517297,0.59831,0.59852,0.59852,0.00021,0.0001,1e-05,0,0.00087,0.59765,0.59939,TIME,1744144417895,0.59785,-6.700000000001,-0.770114942529,0.00046,0.00017,0.00046,0.00073,0.00046,0.00073,,,1744143517206,1744143516892,1
tstech_discovery_r2_202504_USDCAD_mh_144,-1,-0.14413591156793,-0.3462857962514,-0.14413591156793,USDCAD,4965,1744143517000,1744143517206,3,1,0.001037586722,1744143517233,1.42066,1.42091,1.42066,0.00025,0.0001,1e-05,0,0.00104,1.4217,1.41962,TIME,1744144417452,1.42092,-2.599999999999,-0.25,0.00017,0.00029,0.00017,0.00088,0.00046,0.00088,,,1744143517206,1744143516787,1
tstech_discovery_r2_202504_USDCHF_mh_140,1,-0.17652697911591,-0.17652697911591,-0.18011448748955,USDCHF,4965,1744143517250,1744143517999,3,1,0.000804875523,1744143518168,0.85181,0.85209,0.85209,0.00028,0.0001,1e-05,0,0.00081,0.85128,0.8529,COST_DISTANCE_REJECT,0,0,,,9e-05,0.00029,9e-05,0.00117,9e-05,0.0027,,223.859,1744143517999,1744143517040,1
tstech_discovery_r2_202504_USDJPY_mh_216,-1,-0.14413591156793,-0.14504900184201,-0.14413591156793,USDJPY,4967,1744143975250,1744143975849,3,1,0.144933687221,1744143976049,146.328,146.349,146.328,0.021,0.01,0.001,0,0.145,146.473,146.183,SL,1744144524372,146.477,-14.9,-1.027586206897,0.011,0.033,0.07,0.054,0.07,0.234,,548.323,1744143975849,1744143975142,1
tstech_discovery_r2_202504_AUDUSD_mh_90,-1,-0.18011448748955,-0.39150333213076,-0.18011448748955,AUDUSD,4973,1744144519750,1744144520143,3,1,0.000854947825,1744144520147,0.59778,0.59799,0.59778,0.00021,0.0001,1e-05,0,0.00086,0.59864,0.59692,SL,1744144897331,0.59864,-8.6,-1,0,0.00039,0.00034,0.00066,0.00034,0.0016,,377.184,1744144520143,1744144519744,1
tstech_discovery_r2_202504_USDCHF_mh_141,-1,0.00033540251226757,-0.17652697911591,0.00033540251226757,USDCHF,4975,1744144527750,1744144528190,3,1,0.00087523271,1744144528448,0.85012,0.85041,0.85012,0.00029,0.0001,1e-05,0,0.00088,0.851,0.84924,SL,1744144847370,0.85104,-9.2,-1.045454545455,6e-05,0.00044,0.0001,0.00074,0.00026,0.00139,,318.922,1744144528190,1744144527682,1
tstech_discovery_r2_202504_USDCAD_mh_145,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,4978,1744144671250,1744144671722,3,1,0.00098033591,1744144671821,1.42084,1.42109,1.42109,0.00025,0.0001,1e-05,0,0.00099,1.4201,1.42208,SL,1744144891899,1.4201,-9.9,-1,4e-05,0.0008,0.00024,0.00129,0.00024,0.00151,,220.078,1744144671722,1744144671215,1
tstech_discovery_r2_202504_USDJPY_mh_217,-1,-0.14413591156793,-0.14504900184201,-0.14413591156793,USDJPY,4986,1744145004250,1744145004389,3,1,0.149946906215,1744145004519,146.65,146.671,146.65,0.021,0.01,0.001,0,0.15,146.8,146.5,TP,1744145283502,146.5,15.000000000001,1,0.016,0.028,0.165,0.028,0.237,0.028,278.983,,1744145004389,1744145004019,1
tstech_discovery_r2_202504_AUDUSD_mh_91,-1,0.00033540251226757,-0.39150333213076,0.00033540251226757,AUDUSD,4991,1744145908750,1744145909241,3,1,0.000911900635,1744145909634,0.59785,0.59806,0.59785,0.00021,0.0001,1e-05,0,0.00092,0.59877,0.59693,TP,1744146805164,0.59693,9.2,1,0,0.0005,0,0.00056,0.001,0.00072,895.53,,1744145909241,1744145908728,1
tstech_discovery_r2_202504_USDCHF_mh_142,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,USDCHF,4992,1744146016500,1744146017593,3,1,0.000871599815,1744146018004,0.85035,0.85061,0.85061,0.00026,0.0001,1e-05,0,0.00088,0.84973,0.85149,SL,1744146553483,0.84972,-8.899999999999,-1.011363636364,0,0.00041,0.00027,0.00041,0.00027,0.00229,,535.479,1744146017593,1744146016463,1
tstech_discovery_r2_202504_USDJPY_mh_218,1,0.18433782862125,0.18433782862125,-0.47709429344079,USDJPY,4996,1744146361250,1744146361626,3,1,0.155300361492,1744146361909,146.68,146.697,146.697,0.017,0.01,0.001,0,0.156,146.541,146.853,SL,1744146663188,146.541,-15.600000000001,-1,0,0.06,0,0.152,0,0.224,,301.279,1744146361626,1744146361106,1
tstech_discovery_r2_202504_USDCHF_mh_143,-1,0.00033540251226757,-0.39150333213076,0.00033540251226757,USDCHF,5000,1744147356500,1744147357629,3,1,0.000883718043,1744147357824,0.84825,0.84852,0.84825,0.00027,0.0001,1e-05,0,0.00089,0.84914,0.84736,SL,1744147542334,0.84914,-8.900000000001,-1,0,0.00037,0,0.00117,0,0.00165,,184.51,1744147357629,1744147356377,1
