feature_index,feature,available,missing,unique,source,causal_only
421,m15_roc5_pct,3967,0,3957,formal_feature_csv,True
422,m15_roc10_atr,3967,0,3960,formal_feature_csv,True
423,m15_roc10_pct,3967,0,3960,formal_feature_csv,True
424,m15_roc20_atr,3967,0,3962,formal_feature_csv,True
425,m15_roc20_pct,3967,0,3961,formal_feature_csv,True
426,m15_range5_width_atr,3967,0,3967,formal_feature_csv,True
427,m15_range5_position,3967,0,3859,formal_feature_csv,True
428,m15_range5_high_distance_atr,3967,0,3962,formal_feature_csv,True
429,m15_range5_low_distance_atr,3967,0,3965,formal_feature_csv,True
430,m15_range5_signed_efficiency,3967,0,3492,formal_feature_csv,True
431,m15_realized_vol5,3967,0,3967,formal_feature_csv,True
432,m15_realized_vol5_atr,3967,0,3967,formal_feature_csv,True
433,m15_range20_width_atr,3967,0,3967,formal_feature_csv,True
434,m15_range20_position,3967,0,3909,formal_feature_csv,True
435,m15_range20_high_distance_atr,3967,0,3965,formal_feature_csv,True
436,m15_range20_low_distance_atr,3967,0,3967,formal_feature_csv,True
437,m15_range20_signed_efficiency,3967,0,3921,formal_feature_csv,True
438,m15_realized_vol20,3967,0,3967,formal_feature_csv,True
439,m15_realized_vol20_atr,3967,0,3967,formal_feature_csv,True
440,m15_range60_width_atr,3967,0,3967,formal_feature_csv,True
441,m15_range60_position,3967,0,3939,formal_feature_csv,True
442,m15_range60_high_distance_atr,3967,0,3966,formal_feature_csv,True
443,m15_range60_low_distance_atr,3967,0,3967,formal_feature_csv,True
444,m15_range60_signed_efficiency,3967,0,3951,formal_feature_csv,True
445,m15_realized_vol60,3967,0,3966,formal_feature_csv,True
446,m15_realized_vol60_atr,3967,0,3967,formal_feature_csv,True
447,m15_bb20_width_atr,3967,0,3967,formal_feature_csv,True
448,m15_bb20_price_z,3967,0,3967,formal_feature_csv,True
449,m15_bb20_position,3967,0,3967,formal_feature_csv,True
450,m15_consecutive_signed_bars,3967,0,25,formal_feature_csv,True
451,m15_ema5_20_gap_atr,3967,0,3967,formal_feature_csv,True
452,m15_ema10_20_gap_atr,3967,0,3967,formal_feature_csv,True
453,m15_ema20_50_gap_atr,3967,0,3967,formal_feature_csv,True
454,m15_ema_alignment,3967,0,3,formal_feature_csv,True
455,m15_ema_alignment_x_rsi14,3967,0,2500,formal_feature_csv,True
456,m15_ema20_gap_x_rsi14,3967,0,3967,formal_feature_csv,True
457,m15_rsi14_x_adx14,3967,0,3967,formal_feature_csv,True
458,m15_macd_hist_x_atr_expansion,3967,0,3967,formal_feature_csv,True
459,m15_ema20_slope_x_adx,3967,0,3967,formal_feature_csv,True
460,m15_body_x_tick_activity,3967,0,3937,formal_feature_csv,True
461,m15_shock_x_ema20_price_gap_atr,3967,0,3967,formal_feature_csv,True
462,m15_shock_x_ema20_50_gap_atr,3967,0,3967,formal_feature_csv,True
463,m15_shock_x_rsi14_centered,3967,0,3967,formal_feature_csv,True
464,m15_shock_x_macd_hist_atr,3967,0,3967,formal_feature_csv,True
465,m15_shock_x_di_balance,3967,0,3967,formal_feature_csv,True
466,m15_shock_x_roc5_atr,3967,0,3958,formal_feature_csv,True
467,m15_shock_x_range20_signed_efficiency,3967,0,3927,formal_feature_csv,True
468,m1_m5_alignment_product,3967,0,3,formal_feature_csv,True
469,m1_m5_rsi14_difference,3967,0,3967,formal_feature_csv,True
470,m1_m5_ema20_slope_product,3967,0,3967,formal_feature_csv,True
471,m1_m5_macd_hist_product,3967,0,3967,formal_feature_csv,True
472,m1_m5_atr_ratio,3967,0,3967,formal_feature_csv,True
473,m1_m5_rsi_x_trend,3967,0,2567,formal_feature_csv,True
474,m1_m15_alignment_product,3967,0,3,formal_feature_csv,True
475,m1_m15_rsi14_difference,3967,0,3967,formal_feature_csv,True
476,m1_m15_ema20_slope_product,3967,0,3967,formal_feature_csv,True
477,m1_m15_macd_hist_product,3967,0,3967,formal_feature_csv,True
478,m1_m15_atr_ratio,3967,0,3967,formal_feature_csv,True
479,m1_m15_rsi_x_trend,3967,0,2500,formal_feature_csv,True
480,m5_m15_alignment_product,3967,0,3,formal_feature_csv,True
481,m5_m15_rsi14_difference,3967,0,3967,formal_feature_csv,True
482,m5_m15_ema20_slope_product,3967,0,3967,formal_feature_csv,True
483,m5_m15_macd_hist_product,3967,0,3967,formal_feature_csv,True
484,m5_m15_atr_ratio,3967,0,3967,formal_feature_csv,True
485,m5_m15_rsi_x_trend,3967,0,2500,formal_feature_csv,True
