model_key,fold,status,scope,threshold_name,threshold,train_episodes,valid_episodes,threshold_signals,overlap_skips,entry_rejections,trades,win_rate,expectancy_r,total_r,expectancy_pips,total_pips,pf,maxdd_r,long,short,tp,sl,timeout,gross_expectancy_r,max_day_profit_share,top5_removed_total_r,positive_segments,min_segment_trades
g1_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,2165,583,3,0,2,1,0,-1.0363636363636,-1.0363636363636,-5.699999999998,-5.699999999998,0,1.0363636363636,0,1,0,1,0,-1,,0,0,0
g1_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,2165,583,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,2165,583,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,2165,583,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,2165,583,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,2165,583,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,-0.092888778004156,2165,583,3,0,2,1,0,-1.0363636363636,-1.0363636363636,-5.699999999998,-5.699999999998,0,1.0363636363636,0,1,0,1,0,-1,,0,0,0
g1_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,-0.11914869006143,2165,583,4,0,3,1,0,-1.0363636363636,-1.0363636363636,-5.699999999998,-5.699999999998,0,1.0363636363636,0,1,0,1,0,-1,,0,0,0
g1_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,-0.16139084430596,2165,583,10,0,8,2,0,-1.0419913419913,-2.0839826839827,-6.1499999999985,-12.299999999997,0,2.0839826839827,0,2,0,2,0,-1.0079365079365,,0,0,0
g1_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,-0.20710871132145,2165,583,20,0,16,4,0.25,-0.53579169720577,-2.1431667888231,-2.5249999999997,-10.099999999999,0.31288284273138,2.1431667888231,0,4,1,3,0,-0.50396825396825,,4.4408920985006e-16,0,0
g1_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,-0.23074595702453,2165,583,31,0,23,8,0.375,-0.2878757203052,-2.3030057624416,-1.3999999999998,-11.199999999998,0.55825226534685,4.2374921356072,1,7,3,5,0,-0.25583028083025,1,-3.1455211455209,0,0
g1_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,2749,600,6,0,5,1,0,-1.1666666666665,-1.1666666666665,-9.8,-9.8,0,1.1666666666665,0,1,0,1,0,-1.142857142857,,0,0,0
g1_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,2749,600,1,0,0,1,0,-1.1666666666665,-1.1666666666665,-9.8,-9.8,0,1.1666666666665,0,1,0,1,0,-1.142857142857,,0,0,0
g1_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,2749,600,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,2749,600,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,2749,600,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,2749,600,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,-0.10436505720694,2749,600,8,0,6,2,0,-1.1136363636363,-2.2272727272726,-8.399999999999,-16.799999999998,0,2.2272727272726,0,2,0,2,0,-1.08658008658,,0,0,0
g1_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,-0.13553312517091,2749,600,13,0,9,4,0.25,-0.56880497481268,-2.2752198992507,-4.4249999999992,-17.699999999997,0.30004617083209,3.250528541226,0,4,1,3,0,-0.54329004329,,0,0,0
g1_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,-0.17487242703024,2749,600,24,0,17,7,0.28571428571429,-0.50895696068187,-3.5626987247731,-3.642857142857,-25.499999999999,0.35403122524362,5.5152800940211,1,6,2,5,0,-0.48292261568657,,-2.3988095238098,1,0
g1_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,-0.22068803602049,2749,600,48,4,33,11,0.36363636363636,-0.33269296554953,-3.6596226210448,-1.636363636364,-18.000000000004,0.51547075328009,4.6368953483175,7,4,4,7,0,-0.30277090257936,,-6.5259177040066,0,0
g1_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,-0.24358308630961,2749,600,57,4,40,13,0.38461538461538,-0.29089745092942,-3.7816668620824,-1.5384615384618,-20.000000000003,0.56230207366447,5.6268713554051,9,4,5,8,0,-0.26065007252815,,-8.639901252773,0,0
g1_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,3350,616,4,0,4,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,3350,616,1,0,1,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,3350,616,1,0,1,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,3350,616,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,3350,616,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,3350,616,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,-0.11029401319832,3350,616,6,0,6,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,-0.14809812008085,3350,616,8,0,8,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,-0.19085709688311,3350,616,22,0,20,2,0,-1.0699648711946,-2.1399297423892,-6.249999999999,-12.499999999998,0,2.1399297423892,0,2,0,2,0,-1.0357142857145,,0,0,0
g1_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,-0.24421459082617,3350,616,46,0,44,2,0,-1.0699648711946,-2.1399297423892,-6.249999999999,-12.499999999998,0,2.1399297423892,0,2,0,2,0,-1.0357142857145,,0,0,0
g1_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,-0.26941597617152,3350,616,65,1,58,6,0.16666666666667,-0.72050139589042,-4.3230083753425,-4.2666666666657,-25.599999999994,0.18274594544838,5.2896750420092,0,6,1,5,0,-0.68685922456417,,-1.1071428571433,0,0
g2_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,1571,595,280,70,100,110,0.45454545454545,-0.15483387766851,-17.031726543536,-1.0427272727273,-114.7,0.71965001791088,21.02100368076,32,78,41,57,12,-0.13242977426193,,-21.974865300661,0,0
g2_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,1571,595,177,31,69,77,0.46753246753247,-0.13740254980732,-10.579996335164,-0.86233766233762,-66.399999999997,0.74391256892742,11.897566584129,35,42,29,39,9,-0.11531085775016,,-15.523135092289,0,0
g2_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,1571,595,78,8,28,42,0.47619047619048,-0.10211114602844,-4.2886681331946,-0.59523809523788,-24.999999999991,0.7961965195503,6.48276169259,42,0,16,19,7,-0.080498279801167,1,-9.2233153422466,0,0
g2_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,1571,595,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,1571,595,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,1571,595,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,0.083192671043063,1571,595,78,8,28,42,0.47619047619048,-0.10211114602844,-4.2886681331946,-0.59523809523788,-24.999999999991,0.7961965195503,6.48276169259,42,0,16,19,7,-0.080498279801167,1,-9.2233153422466,0,0
g2_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,0.083192671043063,1571,595,78,8,28,42,0.47619047619048,-0.10211114602844,-4.2886681331946,-0.59523809523788,-24.999999999991,0.7961965195503,6.48276169259,42,0,16,19,7,-0.080498279801167,1,-9.2233153422466,0,0
g2_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,0.083192671043063,1571,595,78,8,28,42,0.47619047619048,-0.10211114602844,-4.2886681331946,-0.59523809523788,-24.999999999991,0.7961965195503,6.48276169259,42,0,16,19,7,-0.080498279801167,1,-9.2233153422466,0,0
g2_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,0.034265277209472,1571,595,177,31,69,77,0.46753246753247,-0.13740254980732,-10.579996335164,-0.86233766233762,-66.399999999997,0.74391256892742,11.897566584129,35,42,29,39,9,-0.11531085775016,,-15.523135092289,0,0
g2_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,0.034265277209472,1571,595,177,31,69,77,0.46753246753247,-0.13740254980732,-10.579996335164,-0.86233766233762,-66.399999999997,0.74391256892742,11.897566584129,35,42,29,39,9,-0.11531085775016,,-15.523135092289,0,0
g2_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,2165,583,108,2,84,22,0.45454545454545,-0.098798212702345,-2.1735606794516,-0.48636363636368,-10.700000000001,0.78396640815353,4.1560837096811,7,15,8,8,6,-0.072589299014455,1,-7.0642264278985,0,0
g2_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,2165,583,108,2,84,22,0.45454545454545,-0.098798212702345,-2.1735606794516,-0.48636363636368,-10.700000000001,0.78396640815353,4.1560837096811,7,15,8,8,6,-0.072589299014455,1,-7.0642264278985,0,0
g2_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,2165,583,53,0,38,15,0.53333333333333,0.022449122905707,0.33673684358561,0.36000000000007,5.400000000001,1.0600318774144,1.8768161605229,8,7,6,4,5,0.0469878197148,0.75347229912178,-4.5513548632593,1,0
g2_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,2165,583,53,0,38,15,0.53333333333333,0.022449122905707,0.33673684358561,0.36000000000007,5.400000000001,1.0600318774144,1.8768161605229,8,7,6,4,5,0.0469878197148,0.75347229912178,-4.5513548632593,1,0
g2_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,2165,583,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,2165,583,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,0.1858354211813,2165,583,39,0,31,8,0.625,0.32075299611881,2.5660239689505,2.6125000000001,20.900000000001,2.8160586946807,0.75973731884038,8,0,4,0,4,0.34460741976713,0.79000815653191,-1.4129631252924,1,0
g2_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,0.1858354211813,2165,583,39,0,31,8,0.625,0.32075299611881,2.5660239689505,2.6125000000001,20.900000000001,2.8160586946807,0.75973731884038,8,0,4,0,4,0.34460741976713,0.79000815653191,-1.4129631252924,1,0
g2_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,0.13246298917276,2165,583,53,0,38,15,0.53333333333333,0.022449122905707,0.33673684358561,0.36000000000007,5.400000000001,1.0600318774144,1.8768161605229,8,7,6,4,5,0.0469878197148,0.75347229912178,-4.5513548632593,1,0
g2_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,0.021256692587685,2165,583,108,2,84,22,0.45454545454545,-0.098798212702345,-2.1735606794516,-0.48636363636368,-10.700000000001,0.78396640815353,4.1560837096811,7,15,8,8,6,-0.072589299014455,1,-7.0642264278985,0,0
g2_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,-0.15110019093411,2165,583,161,6,103,52,0.48076923076923,-0.068394707034814,-3.5565247658103,-0.51730769230775,-26.900000000003,0.85729481468723,6.5557256173155,7,45,21,22,9,-0.042727287920192,1,-8.4568903067681,0,0
g2_SHALLOW_TREE,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,2749,600,134,14,62,58,0.43103448275862,-0.19895236931584,-11.539237420319,-1.4999999999999,-86.999999999994,0.65543697802852,16.021463082212,17,41,20,30,8,-0.17467756170902,1,-16.449415958192,0,0
g2_SHALLOW_TREE,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,2749,600,81,6,22,53,0.47169811320755,-0.11955502903555,-6.3364165388841,-0.97547169811315,-51.699999999997,0.77602678011011,10.818642200777,17,36,20,25,8,-0.095982123535415,1,-11.246595076758,1,0
g2_SHALLOW_TREE,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,2749,600,68,1,22,45,0.48888888888889,-0.088017971468241,-3.9608087160708,-0.48888888888887,-21.999999999999,0.83235694608263,9.3592537912769,8,37,18,21,6,-0.064204406743044,0.94515087628014,-8.8738058268564,1,0
g2_SHALLOW_TREE,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,2749,600,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_SHALLOW_TREE,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,2749,600,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_SHALLOW_TREE,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,2749,600,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_SHALLOW_TREE,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,0.083403213885391,2749,600,9,0,0,9,0.44444444444444,-0.18969562754246,-1.7072606478822,-1.8111111111108,-16.299999999997,0.65646130050977,3.2013674884437,9,0,3,4,2,-0.16896783818822,,-4.2333674884437,1,0
g2_SHALLOW_TREE,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,0.055555876594855,2749,600,68,1,22,45,0.48888888888889,-0.088017971468241,-3.9608087160708,-0.48888888888887,-21.999999999999,0.83235694608263,9.3592537912769,8,37,18,21,6,-0.064204406743044,0.94515087628014,-8.8738058268564,1,0
g2_SHALLOW_TREE,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,0.055555876594855,2749,600,68,1,22,45,0.48888888888889,-0.088017971468241,-3.9608087160708,-0.48888888888887,-21.999999999999,0.83235694608263,9.3592537912769,8,37,18,21,6,-0.064204406743044,0.94515087628014,-8.8738058268564,1,0
g2_SHALLOW_TREE,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,-0.0053499114308701,2749,600,134,14,62,58,0.43103448275862,-0.19895236931584,-11.539237420319,-1.4999999999999,-86.999999999994,0.65543697802852,16.021463082212,17,41,20,30,8,-0.17467756170902,1,-16.449415958192,0,0
g2_SHALLOW_TREE,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,-0.0053499114308701,2749,600,134,14,62,58,0.43103448275862,-0.19895236931584,-11.539237420319,-1.4999999999999,-86.999999999994,0.65543697802852,16.021463082212,17,41,20,30,8,-0.17467756170902,1,-16.449415958192,0,0
g2_SHALLOW_TREE,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,3350,616,164,9,129,26,0.30769230769231,-0.43270859726185,-11.250423528808,-3.1461538461538,-81.799999999998,0.35612299682134,13.178063685262,2,24,6,16,4,-0.4037253802125,1,-16.106410680732,0,0
g2_SHALLOW_TREE,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,3350,616,70,4,46,20,0.35,-0.42769962006773,-8.5539924013546,-3.295,-65.900000000001,0.38061253522467,9.515530862893,2,18,5,13,2,-0.399891552869,,-13.405416319902,0,0
g2_SHALLOW_TREE,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,3350,616,70,4,46,20,0.35,-0.42769962006773,-8.5539924013546,-3.295,-65.900000000001,0.38061253522467,9.515530862893,2,18,5,13,2,-0.399891552869,,-13.405416319902,0,0
g2_SHALLOW_TREE,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,3350,616,70,4,46,20,0.35,-0.42769962006773,-8.5539924013546,-3.295,-65.900000000001,0.38061253522467,9.515530862893,2,18,5,13,2,-0.399891552869,,-13.405416319902,0,0
g2_SHALLOW_TREE,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,3350,616,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_SHALLOW_TREE,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,3350,616,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_SHALLOW_TREE,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,0.18705998464216,3350,616,42,0,40,2,0.5,-0.047008547008658,-0.094017094017316,-1.3000000000015,-2.600000000003,0.91093117408888,1.0555555555558,2,0,1,1,0,-0.013888888889,1,0,0,0
g2_SHALLOW_TREE,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,0.13993772501101,3350,616,70,4,46,20,0.35,-0.42769962006773,-8.5539924013546,-3.295,-65.900000000001,0.38061253522467,9.515530862893,2,18,5,13,2,-0.399891552869,,-13.405416319902,0,0
g2_SHALLOW_TREE,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,-0.023211879841396,3350,616,164,9,129,26,0.30769230769231,-0.43270859726185,-11.250423528808,-3.1461538461538,-81.799999999998,0.35612299682134,13.178063685262,2,24,6,16,4,-0.4037253802125,1,-16.106410680732,0,0
g2_SHALLOW_TREE,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,-0.023211879841396,3350,616,164,9,129,26,0.30769230769231,-0.43270859726185,-11.250423528808,-3.1461538461538,-81.799999999998,0.35612299682134,13.178063685262,2,24,6,16,4,-0.4037253802125,1,-16.106410680732,0,0
g2_SHALLOW_TREE,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,-0.13713195263889,3350,616,213,19,147,47,0.38297872340426,-0.28182914810392,-13.245969960884,-1.9808510638297,-93.099999999997,0.54025623493343,15.862476865561,1,46,15,26,6,-0.25326506654232,,-18.121768417171,0,0
g2_ELASTICNET_LOGISTIC,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,1571,595,192,48,55,89,0.31460674157303,-0.4189665442696,-37.288022439995,-3.7595505617978,-334.60000000001,0.394771718061,38.313727249282,54,35,24,56,9,-0.39788115375788,,-42.23284757225,0,0
g2_ELASTICNET_LOGISTIC,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,1571,595,78,9,23,46,0.32608695652174,-0.37626861715941,-17.308356389333,-3.1260869565218,-143.8,0.43179913678972,18.282382363359,29,17,13,27,6,-0.35506451095746,1,-22.252490599985,0,0
g2_ELASTICNET_LOGISTIC,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,1571,595,55,7,17,31,0.32258064516129,-0.37970199606965,-11.770761878159,-3.6870967741938,-114.30000000001,0.41193024834892,11.770761878159,21,10,8,17,6,-0.35906548466252,,-16.697050527553,0,0
g2_ELASTICNET_LOGISTIC,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,1571,595,35,4,10,21,0.33333333333333,-0.37017063325192,-7.7735832982904,-3.7285714285717,-78.300000000005,0.40568390193995,7.7735832982904,14,7,5,11,5,-0.34929772675614,,-12.676722195445,0,0
g2_ELASTICNET_LOGISTIC,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,1571,595,14,0,6,8,0.375,-0.41350175072886,-3.3080140058309,-3.1625000000006,-25.300000000005,0.29596829150144,3.3080140058309,6,2,1,4,3,-0.3939185482075,,-3.161461793264,0,0
g2_ELASTICNET_LOGISTIC,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,1571,595,5,0,4,1,0,-1.018691588785,-1.018691588785,-10.900000000003,-10.900000000003,0,1.018691588785,0,1,0,1,0,-1,,0,0,0
g2_ELASTICNET_LOGISTIC,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,0.17992680147841,1571,595,18,0,7,11,0.27272727272727,-0.58672982118311,-6.4540280330142,-5.1454545454549,-56.600000000004,0.17727387782567,6.4540280330142,9,2,1,7,3,-0.56655941470845,,-6.3104193777363,0,0
g2_ELASTICNET_LOGISTIC,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,0.13519462913204,1571,595,24,2,9,13,0.38461538461538,-0.34618688832044,-4.5004295481657,-2.8769230769234,-37.400000000004,0.42630851131399,4.5004295481657,11,2,3,7,3,-0.32555027398408,,-7.8446859277511,0,0
g2_ELASTICNET_LOGISTIC,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,0.065043180451192,1571,595,52,5,17,30,0.33333333333333,-0.35745390323381,-10.723617097014,-3.4100000000003,-102.30000000001,0.4346955598773,10.723617097014,20,10,8,16,6,-0.336775074892,,-15.650754231257,0,0
g2_ELASTICNET_LOGISTIC,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,0.0076999339645488,1571,595,76,9,22,45,0.33333333333333,-0.36173958225251,-16.278281201363,-2.8911111111112,-130.1,0.44691164887504,17.252307175389,28,17,13,26,6,-0.34039844244573,1,-21.222415412015,0,0
g2_ELASTICNET_LOGISTIC,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,-0.027872233500357,1571,595,113,19,35,59,0.3728813559322,-0.29857817193933,-17.616112144421,-2.6101694915255,-154.00000000001,0.52357392715661,20.545472557363,35,24,19,33,7,-0.27779891401624,1,-22.560246355072,0,0
g2_ELASTICNET_LOGISTIC,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,2165,583,132,9,83,40,0.425,-0.12961293522,-5.1845174087999,-0.55000000000022,-22.000000000009,0.75497883787801,9.3106990982577,15,25,16,19,5,-0.1027600417571,0.52719670546255,-10.076191736986,0,0
g2_ELASTICNET_LOGISTIC,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,2165,583,76,2,48,26,0.42307692307692,-0.18440787422206,-4.7946047297736,-0.91153846153888,-23.700000000011,0.67875775015894,8.1895284062172,7,19,10,14,2,-0.15804844654869,0.57610300017129,-9.6853754435014,0,0
g2_ELASTICNET_LOGISTIC,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,2165,583,56,0,37,19,0.31578947368421,-0.44903311418577,-8.5316291695297,-2.7842105263164,-52.900000000011,0.38146133092194,9.4442309638706,4,15,5,13,1,-0.42268802837484,1,-13.415844094887,0,0
g2_ELASTICNET_LOGISTIC,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,2165,583,46,0,32,14,0.42857142857143,-0.2292378450405,-3.209329830567,-0.78571428571493,-11.000000000009,0.62113487343903,4.2748439680768,4,10,5,8,1,-0.20281081610021,0.52355081571125,-8.0935447559239,0,0
g2_ELASTICNET_LOGISTIC,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,2165,583,25,0,21,4,0.5,-0.030334047548536,-0.12133619019414,1.1749999999995,4.699999999998,0.94177531996721,1.054945054945,0,4,2,2,0,-0.00824175824175,1,3.3306690738755e-16,1,0
g2_ELASTICNET_LOGISTIC,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,2165,583,20,0,19,1,1,0.98387096774194,0.98387096774194,12.2,12.2,inf,0,0,1,1,0,0,1,1,0,1,0
g2_ELASTICNET_LOGISTIC,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,0.13594732252649,2165,583,36,0,26,10,0.4,-0.24164632433129,-2.4164632433129,-0.9100000000008,-9.100000000008,0.61785413481585,3.3290650376538,2,8,4,6,0,-0.2147342546379,1,-5.2944199341507,0,0
g2_ELASTICNET_LOGISTIC,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,0.088402311207266,2165,583,49,0,33,16,0.375,-0.33481922552151,-5.3571076083442,-1.9062500000006,-30.500000000009,0.4955015979761,6.2697094026851,4,12,5,10,1,-0.30887150112469,1,-10.241322533701,0,0
