event_id,market_cluster_id,response_episode_id,mfe,mae,time_to_mfe_ms,time_to_mae_ms,origin_recross_msc,partition
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039203000_144,99,39,0.0765,0.0015,111616,808,1741039203559.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039204750_145,99,39,0.064,0.0125,109866,51153,1741039205224.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039307250_146,100,39,0.009,0.034,19731,91372,1741039307733.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039313500_147,101,39,0.011,0.032,85122,13481,1741039320919.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039370000_148,102,39,0.002,0.1385,847,113293,1741039372059.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039382250_149,103,39,0.1155,0.025,101043,62828,1741039386914.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039429000_150,104,39,0.0125,0.4545,16078,106561,1741039446191.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039449000_151,105,39,0.387,0.0415,86561,16588,1741039452185.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039449250_152,105,39,0.387,0.0415,86311,16338,1741039452185.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039449750_153,105,39,0.3805,0.048,85811,15838,1741039451296.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039450000_154,105,39,0.3965,0.032,85561,15588,1741039450638.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039450250_155,105,39,0.386,0.0425,85311,15338,1741039450638.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039451750_156,106,39,0.017,0.4385,13838,120476,1741039458892.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039452000_157,106,39,0.0085,0.447,13588,120226,1741039452401.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039462750_158,107,39,0.015,0.475,2838,110931,1741039463382.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039476250_159,108,39,0.437,0.0,97431,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039476500_160,108,39,0.4285,0.0055,97181,3882,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039477500_161,108,39,0.4145,0.0195,96181,2882,1741039480160.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039477750_162,108,39,0.4025,0.0315,95931,2632,1741039479216.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039478500_163,109,39,0.4105,0.0235,95181,1882,1741039478969.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039479750_164,109,39,0.009,0.425,632,93931,1741039481277.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039482250_165,110,39,0.397,0.024,91431,10912,1741039492917.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039482500_166,110,39,0.397,0.024,91181,10662,1741039492258.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039492000_167,111,39,0.0095,0.4115,1162,81681,1741039496883.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039504750_168,112,39,0.373,0.008,68931,1017,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039505000_169,112,39,0.3805,0.0005,68681,767,1741039505320.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039505500_170,112,39,0.0,0.381,0,68181,1741039507452.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741039505750_171,112,39,0.0,0.381,0,67931,1741039507452.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039509000_172,113,39,0.3535,0.0,64681,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039512250_173,114,39,0.303,0.002,61431,2697,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039512500_174,114,39,0.2905,0.0145,61181,2447,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741039512750_175,114,39,0.2895,0.0155,60931,2197,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039513000_176,114,39,0.2895,0.0155,60681,1947,1741039514676.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039513250_177,114,39,0.301,0.004,60431,1697,1741039513556.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039519500_178,115,39,0.2695,0.005,54181,1007,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039519750_179,115,39,0.267,0.0075,53931,757,1741039520068.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741039520000_180,115,39,0.2685,0.006,53681,507,1741039520297.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039522500_181,116,39,0.221,0.0,51181,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039522750_182,116,39,0.193,0.019,50931,5648,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039523000_183,116,39,0.2055,0.0065,50681,5398,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039523250_184,116,39,0.201,0.011,50431,5148,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039523500_185,116,39,0.199,0.013,50181,4898,1741039523856.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039525500_186,117,39,0.1725,0.0395,48181,2898,1741039526056.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039528250_187,118,39,0.006,0.212,119685,45431,1741039530678.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039528500_188,118,39,0.0205,0.1975,119435,45181,1741039528816.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741039528750_189,118,39,0.02,0.2,120323,44931,1741039529054.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039531000_190,119,39,0.135,0.085,42681,118073,1741039647693.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039531250_191,119,39,0.1075,0.1125,42431,117823,1741039538020.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741039531500_192,119,39,0.116,0.104,42181,117573,1741039538020.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741039531750_193,119,39,0.1275,0.0925,41931,117323,1741039538258.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039532000_194,119,39,0.128,0.092,41681,117073,1741039532333.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039532500_195,119,39,0.1165,0.1035,116573,41181,1741039532780.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741039533500_197,120,39,0.081,0.139,40181,115573,1741039537303.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039533250_196,120,39,0.1075,0.1125,40431,115823,1741039537303.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039534250_198,120,39,0.078,0.142,39431,114823,1741039537030.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039534500_199,120,39,0.074,0.146,39181,114573,1741039535089.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039537750_200,121,39,0.0845,0.1355,111323,35931,1741039552649.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741039538000_201,121,39,0.0785,0.1415,111073,35681,1741039552649.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741039538250_202,121,39,0.0725,0.1475,110823,35431,1741039538927.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039546250_203,122,39,0.055,0.165,102823,27431,1741039552119.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039546500_204,122,39,0.084,0.136,102573,27181,1741039546739.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741039546750_205,122,39,0.0645,0.1555,102323,26931,1741039547190.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039549250_206,123,39,0.155,0.065,24431,99823,1741039549786.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741039549500_207,123,39,0.162,0.058,24181,99573,1741039549998.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039553000_209,124,39,0.109,0.111,20681,96073,1741039553372.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039552750_208,124,39,0.108,0.112,20931,96323,1741039559747.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741039553250_210,124,39,0.115,0.105,20431,95823,1741039553608.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039560250_211,125,39,0.0795,0.1405,88823,13431,1741039564711.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741039560500_212,125,39,0.079,0.141,88573,13181,1741039564711.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039565000_213,126,39,0.124,0.096,8681,84073,1741039607933.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039565250_214,126,39,0.124,0.096,8431,83823,1741039597207.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039569250_215,127,39,0.068,0.152,4431,79823,1741039593765.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039572750_216,128,39,0.0195,0.2005,931,76323,1741039575013.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741039573000_217,128,39,0.0255,0.1945,681,76073,1741039575013.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039574250_218,128,39,0.006,0.212,10412,74823,1741039574548.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039575500_219,129,39,0.1815,0.0365,73573,9162,1741039578772.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039579750_221,130,39,0.0445,0.1965,120226,69323,1741039581137.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039579500_220,130,39,0.044,0.197,120476,69573,1741039581137.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039585000_222,131,39,0.0295,0.2115,114976,64073,1741039586489.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039585250_223,131,39,0.0295,0.2115,114726,63823,1741039585627.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039587000_224,131,39,0.1935,0.0475,62073,112976,1741039587966.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039591000_226,132,39,0.1685,0.0725,58073,108976,1741039673569.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039590750_225,132,39,0.169,0.072,58323,109226,1741039673798.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039597500_227,133,39,0.0865,0.1545,51573,102476,1741039600227.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039597750_228,133,39,0.084,0.157,51323,102226,1741039598138.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039598000_229,133,39,0.096,0.145,51073,101976,1741039598399.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039599000_230,133,39,0.136,0.105,100976,50073,1741039599250.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039621250_231,134,39,0.116,0.1395,27823,111713,1741039621517.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039623250_232,134,39,0.0935,0.162,109713,25823,1741039626971.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039623500_233,135,39,0.0945,0.161,109463,25573,1741039623916.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039623750_234,135,39,0.0915,0.164,109213,25323,1741039624443.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039633500_235,136,39,0.07,0.1855,15573,99463,1741039659715.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039648250_236,137,39,0.0075,0.248,823,84713,1741039648631.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039648500_237,137,39,0.0125,0.243,573,84463,1741039648866.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039658750_238,138,39,0.1805,0.0015,74213,275,1741039659025.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039665000_239,139,39,0.117,0.023,67963,3377,1741039666757.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039665250_240,139,39,0.119,0.021,67713,3127,1741039665523.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039669500_241,140,39,0.095,0.0185,63463,21007,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039669750_242,140,39,0.091,0.0225,63213,20757,1741039690507.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039670000_243,140,39,0.0995,0.014,62963,20507,1741039670362.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039677750_244,141,39,0.0635,0.05,55213,12757,1741039678001.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039693750_245,142,39,0.073,0.0425,39213,108786,1741039694256.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039695250_246,142,39,0.047,0.0685,37713,107286,1741039695682.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039698250_247,143,39,0.029,0.0865,34713,104286,1741039698682.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039714750_248,144,39,0.0695,0.046,87786,18213,1741039718179.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039715000_249,144,39,0.072,0.0435,87536,17963,1741039716158.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039733500_250,145,39,0.003,0.1115,1398,69036,1741039733922.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039762750_251,146,39,0.0235,0.0625,39786,26748,1741039763112.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039787750_252,147,39,0.008,0.078,1748,14786,1741039796557.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039788000_253,147,39,0.007,0.079,1498,14536,1741039788437.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039797250_254,148,39,0.027,0.048,5286,82232,1741039798371.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039840500_255,149,39,0.123,0.058,111480,55579,1741039840872.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741040164000_256,150,40,0.056,0.071,97208,116378,1741040273054.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741040164250_257,150,40,0.065,0.062,96958,116128,1741040205261.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741040164750_258,150,40,0.059,0.0705,96458,120146,1741040273054.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741040475000_259,151,41,0.1465,0.0075,53229,4595,1741040475271.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741040481000_260,152,41,0.1255,0.0,47229,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741040481250_261,152,41,0.1245,0.0005,46979,321,1741040481571.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741040796750_262,153,42,0.002,0.124,62375,94988,1741040799940.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741040878000_263,154,42,0.0625,0.0,76667,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741040878250_264,154,42,0.056,0.0045,76417,8896,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741040878500_265,154,42,0.059,0.0015,76167,8646,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741040878750_266,154,42,0.059,0.0015,75917,8396,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741040879000_267,154,42,0.0595,0.001,75667,8146,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741041256000_268,155,43,0.0725,0.02,97854,27812,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741041256250_269,155,43,0.0715,0.021,97604,27562,1741041259119.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741041256500_270,155,43,0.0725,0.02,97354,27312,1741041259119.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741041257000_272,155,43,0.072,0.0205,96854,26812,1741041259119.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741041256750_271,155,43,0.0725,0.02,97104,27062,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741041601750_273,156,44,0.088,0.0155,120351,7677,1741041602111.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741041602000_274,156,44,0.0925,0.011,120101,7427,1741041602319.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741041602250_275,156,44,0.0975,0.012,120487,7177,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741041602500_276,156,44,0.098,0.0115,120237,6927,1741041602728.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741041965250_277,157,45,0.0605,0.0075,42729,24981,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741042255500_278,158,46,0.031,0.0495,108067,22951,1741042278018.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741042268000_279,159,46,0.035,0.0455,10451,95567,1741042295463.0,DISCOVERY
