event_id,market_cluster_id,response_episode_id,mfe,mae,time_to_mfe_ms,time_to_mae_ms,origin_recross_msc,partition
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741194110000_3033,1395,375,5.5e-05,0.00103,352,120909,1741194111289.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741194110250_3034,1395,375,0.0,0.001085,0,120659,1741194111289.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741194121750_3035,1396,375,0.00033,0.00024,30704,63185,1741194122659.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741194122000_3036,1396,375,0.00041,0.00016,30454,62935,1741194122419.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741194122750_3039,1396,375,6e-05,0.00051,62185,29704,1741194124919.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1741194122500_3038,1396,375,0.000375,5e-06,113265,914,1741194123414.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741194122250_3037,1396,375,0.00037,1e-05,113515,1164,1741194122676.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741194123000_3040,1396,375,0.000585,0.00018,109313,24927,1741194125570.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741194123000_3041,1396,375,7e-05,0.0005,61935,29454,1741194123377.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194125250_3042,1397,375,0.0045,0.15,899,55257,1741194127086.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741194125500_3043,1397,375,0.0025,0.152,649,55007,1741194127086.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741194125750_3044,1397,375,0.0005,0.154,399,54757,1741194132869.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741194126000_3045,1397,375,0.0,0.1545,0,54507,1741194127086.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194148500_3046,1398,375,0.1035,0.092,104518,32007,1741194149095.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741194148750_3047,1398,375,0.1035,0.092,104268,31757,1741194149095.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741194153750_3048,1399,375,0.000855,0.0,94242,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741194154000_3049,1399,375,0.00083,2.5e-05,93992,3498,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194180750_3050,1400,375,0.003,0.191,971,72268,1741194181721.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741194186750_3051,1401,375,0.000235,0.000745,36265,120004,1741194229297.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194205750_3052,1402,375,0.101,0.028,47268,26092,1741194206071.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741194206000_3053,1402,375,0.093,0.036,47018,25842,1741194227268.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194228000_3054,1403,375,0.0115,0.1215,3842,112201,1741194228352.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194234000_3055,1404,375,0.0845,0.043,106201,80178,1741194242168.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194234500_3056,1404,375,0.089,0.0385,105701,79678,1741194238080.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741194234750_3057,1404,375,0.0855,0.042,105451,79428,1741194242168.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741194248250_3059,1405,375,0.00023,0.00031,90159,47793,1741194249041.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741194248500_3063,1405,375,0.00024,0.0003,89909,47543,1741194249041.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194248500_3061,1405,375,0.047,0.0805,91701,65678,1741194267111.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741194248500_3062,1405,375,0.00024,0.000405,70171,102361,1741194248873.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741194248250_3058,1405,375,0.00039,0.00059,69343,112284,1741194249037.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741194248500_3060,1405,375,0.0004,0.00058,69093,112034,1741194248792.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741194249750_3066,1405,375,0.00014,0.000505,101111,68921,1741194264046.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741194249750_3064,1405,375,0.000165,0.000375,46293,88659,1741194266924.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741194250000_3069,1405,375,0.000125,0.00052,100861,68671,1741194264046.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741194250000_3068,1405,375,0.000155,0.000385,46043,88409,1741194255817.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741194249750_3067,1405,375,0.00015,0.00077,5362,69398,1741194268166.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741194249750_3065,1405,375,0.00035,0.00064,119763,67843,1741194267034.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741194262750_3070,1406,375,0.00078,6e-05,56398,1585,1741194263569.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194263750_3071,1406,375,0.079,0.0485,50428,76451,1741194264001.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194314500_3073,1407,375,0.0,0.1865,0,100639,1741194316422.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741194314500_3072,1407,375,1e-05,0.000495,440,98140,1741194317940.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194314750_3074,1407,375,0.001,0.182,405,100389,1741194315155.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741194314750_3075,1407,375,0.0,0.000505,0,97890,1741194315283.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1741194315000_3076,1407,375,0.0,0.00049,0,97640,1741194316047.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194317000_3077,1408,375,0.1365,0.001,98139,6624,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194317250_3078,1408,375,0.135,0.0025,97889,6374,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741194317500_3079,1408,375,0.132,0.0055,97639,6124,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741194317750_3080,1408,375,0.1245,0.013,97389,5874,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741194318000_3081,1408,375,0.123,0.0145,97139,5624,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194325000_3082,1409,375,0.1305,0.0065,120419,26598,1741194325437.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194396000_3083,1410,375,0.12,0.011,67689,31602,1741194427397.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194459250_3084,1411,375,0.044,0.07,4439,107708,1741194532143.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194459500_3085,1411,375,0.044,0.07,4189,107458,1741194503464.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741194460000_3087,1411,375,0.043,0.071,3689,106958,1741194532143.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741194459750_3086,1411,375,0.043,0.071,3939,107208,1741194532844.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194598000_3088,1412,376,0.0195,0.111,8075,65428,1741194598438.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741194734250_3089,1413,377,0.000165,0.000525,118358,91692,1741194737478.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741194734500_3091,1413,377,0.00016,0.00053,118108,91442,1741194735268.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741194734250_3090,1413,377,0.00013,0.00024,73491,97626,1741194735667.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741194734500_3092,1413,377,0.00014,0.00023,73241,97376,1741194735667.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194749750_3093,1414,377,0.057,0.026,23640,102010,1741194798936.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194808500_3094,1415,377,0.0725,0.0305,108888,25082,1741194808957.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194809250_3095,1415,377,0.0335,0.0695,24332,108138,1741194809854.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741194839750_3096,1416,377,0.000165,0.00014,12511,83734,1741194864897.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194853000_3097,1417,377,0.0215,0.1205,15231,112295,1741194875766.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741194853500_3099,1417,377,0.0255,0.1165,14731,111795,1741194893479.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194853250_3098,1417,377,0.0215,0.1205,14981,112045,1741194853948.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741194853750_3100,1417,377,0.0255,0.1165,14481,111545,1741194875766.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741194912500_3103,1418,377,9e-05,0.000555,6898,42699,1741194913159.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741194912750_3107,1418,377,0.00015,0.000495,6648,42449,1741194913159.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741194912750_3105,1418,377,0.001,5e-05,115373,1833,1741194913084.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741194912500_3101,1418,377,0.00059,0.00012,116051,2730,1741194912872.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741194912750_3104,1418,377,0.000175,0.00017,70235,26944,1741194913083.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741194912500_3102,1418,377,0.00018,0.000165,70485,27194,1741194913083.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741194912750_3106,1418,377,0.0006,0.00011,115801,2480,1741194913084.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741194919000_3108,1419,377,0.019,0.1575,5297,120211,1741194931771.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741195022750_3109,1420,377,0.0425,0.0405,41156,69357,1741195023487.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741195077750_3110,1421,377,0.018,0.0615,14357,43419,1741195101146.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741195078000_3111,1421,377,0.018,0.0615,14107,43169,1741195101146.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741195176250_3114,1422,377,0.00021,0.00044,120327,38844,1741195179607.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741195176250_3113,1422,377,7e-05,0.00029,68115,89592,1741195176782.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741195176250_3112,1422,377,0.000285,0.000195,76633,92384,1741195176462.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741195205500_3115,1423,377,0.00011,0.00098,9594,110522,1741195207126.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741195215750_3116,1424,377,0.1225,0.0575,106484,16816,1741195217313.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741195215750_3117,1424,377,0.00034,7.5e-05,72514,21810,1741195218833.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741195239000_3118,1425,377,0.1415,0.0225,97815,20257,1741195258327.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741195239250_3119,1425,377,0.14,0.024,97565,20007,1741195258327.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741195239500_3120,1425,377,0.139,0.025,97315,19757,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741195239750_3121,1425,377,0.137,0.027,97065,19507,1741195258327.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741195259250_3122,1426,377,0.00025,0.000585,9384,88000,1741195280746.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741195265250_3124,1427,377,0.1295,0.001,71565,1025,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741195265000_3123,1427,377,0.131,0.0,71815,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741195353000_3125,1428,377,0.00042,5e-05,76724,3420,1741195353746.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741195369500_3126,1429,377,0.00017,0.00031,63701,118887,1741195371621.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741195388250_3128,1430,377,0.00042,0.00031,100215,41474,1741195388520.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741195388000_3127,1430,377,0.000645,0.000155,104102,51855,1741195388231.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741195457500_3129,1431,377,0.085,0.0125,74101,15576,1741195468086.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741195483500_3130,1432,377,0.001015,8e-05,99043,2712,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741195483750_3131,1432,377,0.001,9.5e-05,98793,2462,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741195487250_3132,1433,377,0.0005,0.000525,95293,24605,1741195493191.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741195487500_3133,1433,377,0.00056,0.000465,95043,24355,1741195490296.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741195487750_3134,1433,377,0.00056,0.000465,94793,24105,1741195490296.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1741195488000_3135,1433,377,0.000455,0.00057,94543,23855,1741195493191.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741195489000_3136,1433,377,0.00037,0.000655,93543,22855,1741195489279.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741195514250_3138,1434,377,0.00019,0.00028,30522,83274,1741195515556.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w1000_1741195514250_3137,1434,377,0.0001,0.000135,65576,20511,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741195514500_3139,1434,377,9.5e-05,0.00014,65326,20261,1741195514796.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741195521000_3140,1435,377,8e-05,0.000155,13761,58826,1741195522304.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741195617000_3141,1436,377,2.5e-05,0.00114,12349,101748,1741195619152.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741195698250_3142,1437,377,0.000315,0.00024,20498,109566,1741195699067.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741195773500_3143,1438,377,0.037,0.055,77805,106441,1741195781493.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741195773750_3144,1438,377,0.0365,0.0555,77555,106191,1741195774841.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741195774000_3145,1438,377,0.0365,0.0555,77305,105941,1741195819332.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w1000_1741195828750_3146,1439,377,0.000135,0.00021,35372,19204,1741195834783.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741195864000_3147,1440,377,0.032,0.055,100919,73408,1741195905059.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741195864250_3148,1440,377,0.0405,0.0465,100669,73158,1741195864626.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741195864500_3150,1440,377,0.045,0.042,100419,72908,1741195905816.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741195864250_3149,1440,377,0.000175,0.000155,105113,72103,1741195864809.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741195864750_3151,1440,377,0.04,0.047,100169,72658,1741195905059.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741195941250_3152,1441,377,0.0945,0.027,75056,43086,1741195953605.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741195941500_3153,1441,377,0.0895,0.032,74806,42836,1741195984336.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741195960500_3154,1442,377,0.001235,3.5e-05,119162,373,1741195960873.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741196001750_3155,1443,377,0.0695,0.0,119957,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741196002000_3156,1443,377,0.0675,0.0015,119707,50124,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741196002250_3157,1443,377,0.0685,0.001,120482,49874,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741196002500_3158,1443,377,0.067,0.0025,120232,49624,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741196122000_3159,1444,378,0.00036,0.00014,121294,72238,1741196139774.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w500_1741196122250_3160,1444,378,0.00035,0.00015,121044,71988,1741196139774.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741196358500_3161,1445,379,0.00017,0.00067,6690,61411,1741196358796.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741196361000_3162,1446,379,0.033,0.082,118049,64094,1741196372812.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741196383750_3163,1447,379,0.0385,0.0765,95299,41344,1741196384070.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741196636500_3164,1448,380,0.0455,0.0525,33002,105618,1741196637070.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741196636750_3165,1448,380,0.0425,0.0555,32752,105368,1741196637070.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741196637000_3166,1448,380,0.051,0.047,32502,105118,1741196718167.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741196749750_3167,1449,380,0.00023,0.00022,6984,56784,1741196784989.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741196934250_3168,1450,381,0.093,0.012,114662,10539,1741196943673.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741196934500_3169,1450,381,0.093,0.012,114412,10289,1741196943673.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741197049250_3170,1451,381,0.025,0.082,115978,75283,1741197051029.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741197056500_3171,1452,381,0.0575,0.0495,68033,108728,1741197060270.0,DISCOVERY
