"scenario","mode","entry_time","exit_time","strategy","symbol","direction","base_currency","quote_currency","base_strength","quote_strength","strength_diff","strength_rank_base","strength_rank_quote","pair_momentum_h1","pair_momentum_h4","strength_alignment","pair_alignment","entry_type","pullback_depth_atr","overextended_flag","room_to_1r","room_to_2r","failure_type","entry","exit","stop_loss","take_profit","risk_price","result_r","profit","commission","swap","net_profit","volume","reward_r","holding_bars","atr","spread_points","score","exit_reason","position_id"
"A","currency_strength_momentum","2025.01.13 06:45:00","2025.01.13 08:09:15","currency_strength_momentum","GBPJPY","SHORT","GBP","JPY","-6.08421","4.59215","-10.67636","5","1","-4.24428","-3.79214","true","true","strength_momentum","1.6712","true","0.0000","0.0000","overextended_entry","191.07900000","191.34200000","191.34200000","190.76400000","0.26300000","-1.0000","-21.72","0.00","0.00","-21.72","0.130","1.200","5","0.26250000","38.00","12.327","DEAL_REASON_SL","442"
"A","currency_strength_momentum","2025.01.13 07:45:00","2025.01.13 08:10:00","currency_strength_momentum","USDJPY","SHORT","USD","JPY","2.69469","4.57012","-1.87542","2","1","-1.17384","-1.25921","true","true","strength_momentum","1.3912","false","0.9649","0.9649","no_follow_through","157.33200000","157.44900000","157.44600000","157.19500000","0.11400000","-1.0263","-23.78","0.00","0.00","-23.78","0.320","1.200","1","0.11400000","16.00","2.465","DEAL_REASON_SL","448"
"A","currency_strength_momentum","2025.01.13 09:00:00","2025.01.13 09:05:28","currency_strength_momentum","GBPUSD","SHORT","GBP","USD","-6.46266","2.75050","-9.21316","5","2","-3.99976","-3.29175","true","true","strength_momentum","0.0774","true","1.6038","1.6038","overextended_entry","1.21420000","1.21529000","1.21526000","1.21293000","0.00106000","-1.0283","-22.89","0.00","0.00","-22.89","0.210","1.200","0","0.00105929","20.00","10.883","DEAL_REASON_SL","452"
"A","currency_strength_momentum","2025.01.13 09:15:00","2025.01.13 09:26:39","currency_strength_momentum","GBPJPY","SHORT","GBP","JPY","-6.46266","4.86221","-11.32486","5","1","-3.85733","-4.40609","true","true","strength_momentum","0.1077","true","1.7864","1.7864","other","191.22200000","190.95800000","191.44200000","190.95800000","0.22000000","1.2000","26.83","0.00","0.00","26.83","0.160","1.200","0","0.22014286","38.00","13.225","DEAL_REASON_TP","455"
"A","currency_strength_momentum","2025.01.13 09:30:00","2025.01.13 09:33:35","currency_strength_momentum","GBPUSD","SHORT","GBP","USD","-6.46266","2.75050","-9.21316","5","2","-3.99976","-3.29175","true","true","strength_momentum","1.5763","true","0.0789","0.0789","overextended_entry","1.21259000","1.21374000","1.21373000","1.21122000","0.00114000","-1.0088","-23.00","0.00","0.00","-23.00","0.200","1.200","0","0.00114000","20.00","10.731","DEAL_REASON_SL","458"
"A","currency_strength_momentum","2025.01.13 09:45:01","2025.01.13 09:48:53","currency_strength_momentum","GBPUSD","SHORT","GBP","USD","-6.46266","2.75050","-9.21316","5","2","-3.99976","-3.29175","true","true","strength_momentum","1.1780","true","0.3333","0.3333","overextended_entry","1.21289000","1.21411000","1.21406000","1.21148000","0.00117000","-1.0427","-23.18","0.00","0.00","-23.18","0.190","1.200","0","0.00117143","20.00","10.756","DEAL_REASON_SL","460"
"A","currency_strength_momentum","2025.01.13 09:30:00","2025.01.13 09:51:13","currency_strength_momentum","GBPJPY","SHORT","GBP","JPY","-6.46266","4.86221","-11.32486","5","1","-3.85733","-4.40609","true","true","strength_momentum","1.2770","true","0.4105","0.4105","overextended_entry","190.92300000","191.16600000","191.15200000","190.64900000","0.22900000","-1.0611","-23.16","0.00","0.00","-23.16","0.150","1.200","1","0.22850000","38.00","13.087","DEAL_REASON_SL","457"
"A","currency_strength_momentum","2025.01.13 09:15:00","2025.01.13 10:00:09","currency_strength_momentum","USDJPY","SHORT","USD","JPY","2.75050","4.86221","-2.11170","2","1","-0.94844","-1.95295","true","true","strength_momentum","0.6655","false","1.3193","1.3193","no_follow_through","157.37900000","157.49800000","157.49800000","157.23600000","0.11900000","-1.0000","-22.67","0.00","0.00","-22.67","0.300","1.200","3","0.11900000","21.00","2.850","DEAL_REASON_SL","454"
"A","currency_strength_momentum","2025.01.13 10:00:00","2025.01.13 10:03:02","currency_strength_momentum","GBPUSD","SHORT","GBP","USD","-6.80347","2.48234","-9.28581","5","2","-4.13799","-3.29175","true","true","strength_momentum","0.4393","true","0.9375","0.9375","overextended_entry","1.21370000","1.21502000","1.21498000","1.21217000","0.00128000","-1.0313","-22.44","0.00","0.00","-22.44","0.170","1.200","0","0.00127714","20.00","10.915","DEAL_REASON_SL","465"
"A","currency_strength_momentum","2025.01.13 10:00:00","2025.01.13 10:06:12","currency_strength_momentum","GBPJPY","SHORT","GBP","JPY","-6.80347","5.61264","-12.41612","5","1","-4.64168","-4.40609","true","true","strength_momentum","0.3081","true","1.1950","1.1950","overextended_entry","191.11700000","191.36100000","191.35800000","190.82800000","0.24100000","-1.0124","-21.69","0.00","0.00","-21.69","0.140","1.200","0","0.24085714","38.00","14.402","DEAL_REASON_SL","464"
"A","currency_strength_momentum","2025.01.13 10:00:00","2025.01.13 10:06:12","currency_strength_momentum","EURJPY","SHORT","EUR","JPY","-5.59986","5.25356","-10.85342","4","1","-3.83889","-4.10359","true","true","strength_momentum","0.1053","true","1.2338","1.2338","overextended_entry","160.84000000","160.99400000","160.99400000","160.65500000","0.15400000","-1.0000","-22.49","0.00","0.00","-22.49","0.230","1.200","0","0.15385714","30.00","12.617","DEAL_REASON_SL","463"
"A","currency_strength_momentum","2025.01.13 11:00:00","2025.01.13 11:21:54","currency_strength_momentum","GBPJPY","SHORT","GBP","JPY","-6.38356","4.90554","-11.28910","5","1","-3.53868","-4.40609","true","true","strength_momentum","0.0259","true","1.6454","1.6454","other","191.25000000","190.91100000","191.53200000","190.91200000","0.28200000","1.2021","25.84","0.00","0.00","25.84","0.120","1.200","1","0.28171429","38.00","13.110","DEAL_REASON_TP","470"
"A","currency_strength_momentum","2025.01.13 11:15:00","2025.01.13 11:24:42","currency_strength_momentum","EURJPY","SHORT","EUR","JPY","-4.77839","4.75209","-9.53048","4","1","-2.34466","-4.10359","true","true","strength_momentum","0.3037","false","1.1350","1.1350","other","160.86200000","160.60800000","161.06200000","160.62200000","0.20000000","1.2700","27.42","0.00","0.00","27.42","0.170","1.200","0","0.19985714","31.00","11.001","DEAL_REASON_TP","473"
"A","currency_strength_momentum","2025.01.13 11:00:00","2025.01.13 11:25:01","currency_strength_momentum","GBPUSD","SHORT","GBP","USD","-6.26514","2.51520","-8.78034","5","2","-3.83078","-3.29175","true","true","strength_momentum","0.5646","true","0.8039","0.8039","other","1.21347000","1.21162000","1.21500000","1.21164000","0.00153000","1.2092","25.90","0.00","0.00","25.90","0.140","1.200","1","0.00152857","20.00","10.337","DEAL_REASON_TP","471"
"A","currency_strength_momentum","2025.01.13 11:15:00","2025.01.13 11:32:19","currency_strength_momentum","USDJPY","SHORT","USD","JPY","2.51520","4.75209","-2.23689","2","1","-1.03591","-1.95295","true","true","strength_momentum","0.5862","false","1.0903","1.0903","other","157.39100000","157.20500000","157.54600000","157.20500000","0.15500000","1.2000","27.21","0.00","0.00","27.21","0.230","1.200","1","0.15471429","19.00","2.967","DEAL_REASON_TP","472"
"A","currency_strength_momentum","2025.01.13 11:30:00","2025.01.13 11:45:18","currency_strength_momentum","EURUSD","SHORT","EUR","USD","-4.77839","2.51520","-7.29359","4","2","-2.16595","-2.73003","true","true","strength_momentum","2.5235","true","0.0000","0.0000","overextended_entry","1.01863000","1.01977000","1.01977000","1.01726000","0.00114000","-1.0000","-22.80","0.00","0.00","-22.80","0.200","1.200","1","0.00114286","18.00","8.326","DEAL_REASON_SL","478"
"A","currency_strength_momentum","2025.01.13 12:00:00","2025.01.13 12:13:03","currency_strength_momentum","EURUSD","SHORT","EUR","USD","-5.84534","3.22392","-9.06927","4","2","-3.76165","-3.82974","true","true","strength_momentum","1.4911","true","0.0000","0.0000","overextended_entry","1.01926000","1.02052000","1.02050000","1.01777000","0.00124000","-1.0161","-22.68","0.00","0.00","-22.68","0.180","1.200","0","0.00124071","18.00","10.635","DEAL_REASON_SL","484"
"A","currency_strength_momentum","2025.01.13 11:30:00","2025.01.13 12:19:52","currency_strength_momentum","EURJPY","SHORT","EUR","JPY","-4.77839","4.75209","-9.53048","4","1","-2.34466","-4.10359","true","true","strength_momentum","2.5553","true","0.0000","0.0000","overextended_entry","160.23400000","160.47800000","160.47700000","159.94300000","0.24300000","-1.0041","-21.72","0.00","0.00","-21.72","0.140","1.200","3","0.24278571","30.00","10.888","DEAL_REASON_SL","477"
"A","currency_strength_momentum","2025.01.13 11:30:00","2025.01.13 12:19:58","currency_strength_momentum","GBPUSD","SHORT","GBP","USD","-6.26514","2.51520","-8.78034","5","2","-3.83078","-3.29175","true","true","strength_momentum","1.7037","true","0.0000","0.0000","overextended_entry","1.21098000","1.21275000","1.21273000","1.20889000","0.00175000","-1.0114","-23.01","0.00","0.00","-23.01","0.130","1.200","3","0.00174500","20.00","10.256","DEAL_REASON_SL","480"
"A","currency_strength_momentum","2025.01.13 11:45:00","2025.01.13 12:20:17","currency_strength_momentum","USDJPY","SHORT","USD","JPY","2.51520","4.75209","-2.23689","2","1","-1.03591","-1.95295","true","true","strength_momentum","1.8778","false","0.0000","0.0000","no_follow_through","157.13600000","157.29700000","157.29500000","156.94500000","0.15900000","-1.0126","-22.52","0.00","0.00","-22.52","0.220","1.200","2","0.15928571","20.00","2.858","DEAL_REASON_SL","482"
"A","currency_strength_momentum","2025.01.13 11:30:00","2025.01.13 12:20:29","currency_strength_momentum","GBPJPY","SHORT","GBP","JPY","-6.26514","4.75209","-11.01723","5","1","-3.53868","-4.40609","true","true","strength_momentum","2.0683","true","0.0000","0.0000","overextended_entry","190.48500000","190.81300000","190.80900000","190.09700000","0.32400000","-1.0123","-22.94","0.00","0.00","-22.94","0.110","1.200","3","0.32350000","38.00","12.674","DEAL_REASON_SL","479"
"A","currency_strength_momentum","2025.01.13 12:30:00","2025.01.13 13:00:08","currency_strength_momentum","USDJPY","SHORT","USD","JPY","3.67857","5.35327","-1.67470","2","1","-1.47845","-1.57199","true","true","strength_momentum","0.3149","false","0.4682","0.4682","no_follow_through","157.30300000","157.47800000","157.47600000","157.09500000","0.17300000","-1.0116","-22.23","0.00","0.00","-22.23","0.200","1.200","2","0.17307143","16.00","2.345","DEAL_REASON_SL","491"
"A","currency_strength_momentum","2025.01.13 12:30:00","2025.01.13 13:00:09","currency_strength_momentum","GBPJPY","SHORT","GBP","JPY","-7.37277","5.35327","-12.72605","5","1","-4.03272","-4.97352","true","true","strength_momentum","0.5221","true","0.0000","0.0000","overextended_entry","190.72700000","191.11200000","191.09600000","190.28500000","0.36900000","-1.0434","-22.00","0.00","0.00","-22.00","0.090","1.200","2","0.36871429","38.00","14.596","DEAL_REASON_SL","493"
"A","currency_strength_momentum","2025.01.13 12:15:00","2025.01.13 13:20:03","currency_strength_momentum","EURUSD","SHORT","EUR","USD","-6.50732","3.67857","-10.18589","4","2","-3.76165","-3.82974","true","true","strength_momentum","0.4674","true","0.0000","0.0000","other","1.02043000","1.01887000","1.02173000","1.01887000","0.00130000","1.2000","26.52","0.00","0.00","26.52","0.170","1.200","4","0.00129643","18.00","11.751","DEAL_REASON_TP","486"
"A","currency_strength_momentum","2025.01.13 12:30:00","2025.01.13 15:28:41","currency_strength_momentum","GBPUSD","SHORT","GBP","USD","-7.37277","3.67857","-11.05135","5","2","-4.36381","-4.41865","true","true","strength_momentum","0.4033","true","0.1015","0.1015","overextended_entry","1.21244000","1.21441000","1.21441000","1.21007000","0.00197000","-1.0000","-21.67","0.00","0.00","-21.67","0.110","1.200","11","0.00197357","20.00","12.878","DEAL_REASON_SL","494"
"A","currency_strength_momentum","2025.01.13 12:45:00","2025.01.13 16:53:54","currency_strength_momentum","AUDJPY","SHORT","AUD","JPY","-4.68862","5.35327","-10.04189","3","1","-2.33055","-3.27706","true","true","strength_momentum","0.0282","false","1.2244","1.2244","no_follow_through","96.67100000","96.82700000","96.82700000","96.48400000","0.15600000","-1.0000","-21.79","0.00","0.00","-21.79","0.220","1.200","16","0.15578571","28.00","11.336","DEAL_REASON_SL","495"
"A","currency_strength_momentum","2025.01.13 12:30:00","2025.01.13 17:30:00","currency_strength_momentum","EURJPY","SHORT","EUR","JPY","-6.50732","5.35327","-11.86059","4","1","-3.61689","-4.54123","true","true","strength_momentum","0.7386","true","0.0000","0.0000","overextended_entry","160.45200000","160.52900000","160.72300000","160.12700000","0.27100000","-0.2841","-6.36","0.00","0.00","-6.36","0.130","1.200","20","0.27092857","31.00","13.549","DEAL_REASON_EXPERT","492"
"A","currency_strength_momentum","2025.01.14 01:15:00","2025.01.14 01:31:23","currency_strength_momentum","GBPUSD","LONG","GBP","USD","0.94079","-1.12336","2.06416","3","5","2.87108","-0.79877","true","true","strength_momentum","2.3203","true","8.0696","8.0696","other","1.22282000","1.22420000","1.22167000","1.22420000","0.00115000","1.2000","26.22","0.00","0.00","26.22","0.190","1.200","1","0.00115071","20.00","3.197","DEAL_REASON_TP","502"
"A","currency_strength_momentum","2025.01.14 01:30:00","2025.01.14 01:40:08","currency_strength_momentum","GBPJPY","LONG","GBP","JPY","0.94079","-0.57305","1.51384","3","4","2.17146","-1.05574","true","true","strength_momentum","1.7948","false","11.5208","11.5208","no_follow_through","192.54800000","192.35500000","192.35600000","192.77900000","0.19200000","-1.0052","-22.06","0.00","0.00","-22.06","0.180","1.200","0","0.19250000","38.00","2.810","DEAL_REASON_SL","503"
"A","currency_strength_momentum","2025.01.14 01:30:00","2025.01.14 02:00:51","currency_strength_momentum","EURUSD","LONG","EUR","USD","1.01614","-1.12336","2.13950","2","5","2.51951","-0.40201","true","true","strength_momentum","2.4860","true","4.5275","4.5275","overextended_entry","1.02699000","1.02600000","1.02608000","1.02808000","0.00091000","-1.0879","-23.76","0.00","0.00","-23.76","0.240","1.200","2","0.00091071","18.00","2.951","DEAL_REASON_SL","504"
"A","currency_strength_momentum","2025.01.14 01:45:00","2025.01.14 02:00:51","currency_strength_momentum","EURJPY","LONG","EUR","JPY","1.01614","-0.57305","1.58919","2","4","1.85928","-0.80210","true","true","strength_momentum","0.8643","false","11.0197","11.0197","no_follow_through","161.50100000","161.32900000","161.34900000","161.68300000","0.15200000","-1.1316","-25.16","0.00","0.00","-25.16","0.230","1.200","1","0.15157143","30.00","2.840","DEAL_REASON_SL","507"
"A","currency_strength_momentum","2025.01.14 01:45:00","2025.01.14 02:01:43","currency_strength_momentum","GBPUSD","LONG","GBP","USD","0.94079","-1.12336","2.06416","3","5","2.87108","-0.79877","true","true","strength_momentum","1.7380","false","6.7244","6.7244","no_follow_through","1.22356000","1.22223000","1.22229000","1.22509000","0.00127000","-1.0472","-22.61","0.00","0.00","-22.61","0.170","1.200","1","0.00127214","20.00","3.063","DEAL_REASON_SL","509"
"A","currency_strength_momentum","2025.01.14 01:45:00","2025.01.14 02:01:43","currency_strength_momentum","GBPJPY","LONG","GBP","JPY","0.94079","-0.57305","1.51384","3","4","2.17146","-1.05574","true","true","strength_momentum","0.8050","false","11.6256","11.6256","no_follow_through","192.40000000","192.19600000","192.19700000","192.64300000","0.20300000","-1.0049","-22.06","0.00","0.00","-22.06","0.170","1.200","1","0.20285714","38.00","2.821","DEAL_REASON_SL","508"
"A","currency_strength_momentum","2025.01.14 02:00:00","2025.01.14 02:14:41","currency_strength_momentum","USDJPY","SHORT","USD","JPY","-1.57695","-0.63543","-0.94152","5","4","-0.77884","-0.54283","true","true","strength_momentum","0.4164","false","3.0000","3.0000","no_follow_through","157.30000000","157.43500000","157.43200000","157.14200000","0.13200000","-1.0227","-22.29","0.00","0.00","-22.29","0.260","1.200","0","0.13207143","21.00","1.511","DEAL_REASON_SL","510"
"A","currency_strength_momentum","2025.01.14 03:00:00","2025.01.14 03:30:08","currency_strength_momentum","EURJPY","LONG","EUR","JPY","0.96201","-0.70313","1.66515","2","4","2.00756","-0.80210","true","true","strength_momentum","0.0421","false","9.6742","9.6742","no_follow_through","161.45400000","161.24300000","161.27600000","161.66800000","0.17800000","-1.1854","-25.47","0.00","0.00","-25.47","0.190","1.200","2","0.17835714","30.00","2.811","DEAL_REASON_SL","517"
"A","currency_strength_momentum","2025.01.14 02:15:00","2025.01.14 03:30:08","currency_strength_momentum","GBPJPY","LONG","GBP","JPY","0.89577","-0.63543","1.53120","3","4","1.99181","-1.05574","true","true","strength_momentum","0.2012","false","10.7432","10.7432","no_follow_through","192.37500000","192.14900000","192.15300000","192.64200000","0.22200000","-1.0180","-21.54","0.00","0.00","-21.54","0.150","1.200","5","0.22221429","38.00","2.716","DEAL_REASON_SL","516"
"A","currency_strength_momentum","2025.01.14 03:45:00","2025.01.14 03:50:10","currency_strength_momentum","EURJPY","LONG","EUR","JPY","0.96201","-0.70313","1.66515","2","4","2.00756","-0.80210","true","true","strength_momentum","0.9297","false","6.8545","6.8545","no_follow_through","161.66800000","161.44700000","161.44800000","161.93200000","0.22000000","-1.0045","-21.06","0.00","0.00","-21.06","0.150","1.200","0","0.21964286","30.00","2.529","DEAL_REASON_SL","520"
"A","currency_strength_momentum","2025.01.14 03:45:00","2025.01.14 03:50:13","currency_strength_momentum","GBPJPY","LONG","GBP","JPY","0.56638","-0.70313","1.26952","3","4","1.95698","-1.05574","true","true","strength_momentum","0.8448","false","7.3497","7.3497","no_follow_through","192.65800000","192.37200000","192.37200000","193.00100000","0.28600000","-1.0000","-21.80","0.00","0.00","-21.80","0.120","1.200","0","0.28585714","38.00","2.110","DEAL_REASON_SL","521"
"A","currency_strength_momentum","2025.01.14 04:00:00","2025.01.14 05:10:12","currency_strength_momentum","AUDJPY","LONG","AUD","JPY","2.41311","-1.09048","3.50360","1","5","2.40682","0.77009","true","true","strength_momentum","0.0894","false","4.7532","4.7532","other","97.45700000","97.64600000","97.30300000","97.64200000","0.15400000","1.2273","26.41","0.00","0.00","26.41","0.220","1.200","4","0.15435714","28.00","4.582","DEAL_REASON_TP","524"
"A","currency_strength_momentum","2025.01.14 04:45:00","2025.01.14 05:10:23","currency_strength_momentum","EURJPY","LONG","EUR","JPY","1.11448","-1.09048","2.20497","2","5","1.69538","-0.16815","true","true","strength_momentum","0.1838","false","7.9953","7.9953","other","161.48100000","161.73600000","161.26900000","161.73600000","0.21200000","1.2028","25.92","0.00","0.00","25.92","0.160","1.200","1","0.21221429","30.00","3.265","DEAL_REASON_TP","525"
"A","currency_strength_momentum","2025.01.14 05:15:01","2025.01.14 05:29:26","currency_strength_momentum","AUDJPY","LONG","AUD","JPY","2.47224","-1.19046","3.66270","1","5","2.48483","0.77009","true","true","strength_momentum","1.1658","false","3.5959","3.5959","no_follow_through","97.66400000","97.50900000","97.51800000","97.83900000","0.14600000","-1.0616","-22.62","0.00","0.00","-22.62","0.230","1.200","0","0.14600000","28.00","4.640","DEAL_REASON_SL","531"
"A","currency_strength_momentum","2025.01.14 05:15:00","2025.01.14 05:48:43","currency_strength_momentum","EURJPY","LONG","EUR","JPY","1.16905","-1.19046","2.35951","2","5","1.94503","-0.16815","true","true","strength_momentum","0.9326","false","6.6486","6.6486","no_follow_through","161.70000000","161.47000000","161.47800000","161.96600000","0.22200000","-1.0360","-21.90","0.00","0.00","-21.90","0.150","1.200","2","0.22164286","30.00","3.333","DEAL_REASON_SL","530"
"A","currency_strength_momentum","2025.01.14 05:15:00","2025.01.14 06:06:17","currency_strength_momentum","USDJPY","LONG","USD","JPY","-0.41463","-1.19046","0.77583","4","5","0.58787","-0.08928","true","true","strength_momentum","0.5050","false","5.4834","5.4834","strength_reversed","157.71400000","157.50200000","157.50300000","157.96700000","0.21100000","-1.0047","-21.54","0.00","0.00","-21.54","0.160","1.200","3","0.21107143","18.00","1.410","DEAL_REASON_SL","529"
"A","currency_strength_momentum","2025.01.14 05:30:00","2025.01.14 06:06:31","currency_strength_momentum","AUDJPY","LONG","AUD","JPY","2.47224","-1.19046","3.66270","1","5","2.48483","0.77009","true","true","strength_momentum","0.2480","false","4.3423","4.3423","no_follow_through","97.54200000","97.39200000","97.39300000","97.72100000","0.14900000","-1.0067","-21.90","0.00","0.00","-21.90","0.230","1.200","2","0.14921429","28.00","4.715","DEAL_REASON_SL","533"
"A","currency_strength_momentum","2025.01.14 05:00:00","2025.01.14 07:12:22","currency_strength_momentum","GBPJPY","LONG","GBP","JPY","0.80394","-1.12794","1.93188","3","5","1.30977","-0.17361","true","true","strength_momentum","0.3053","false","8.6854","8.6854","no_follow_through","192.44100000","192.16700000","192.17400000","192.76200000","0.26700000","-1.0262","-20.88","0.00","0.00","-20.88","0.120","1.200","8","0.26728571","41.00","2.979","DEAL_REASON_SL","526"
"A","currency_strength_momentum","2025.01.14 06:45:04","2025.01.14 07:12:22","currency_strength_momentum","EURJPY","LONG","EUR","JPY","1.22956","-0.56144","1.79101","2","4","1.21819","-0.16815","true","true","strength_momentum","0.0111","false","8.3535","8.3535","no_follow_through","161.52200000","161.32100000","161.32400000","161.75900000","0.19800000","-1.0152","-21.69","0.00","0.00","-21.69","0.170","1.200","1","0.19764286","30.00","2.801","DEAL_REASON_SL","537"
"A","currency_strength_momentum","2025.01.15 07:15:00","2025.01.15 07:37:33","currency_strength_momentum","USDJPY","SHORT","USD","JPY","-0.58933","0.26213","-0.85146","4","2","-1.81737","0.80969","true","true","strength_momentum","3.7847","true","5.7204","5.7204","other","157.43600000","157.32200000","157.52900000","157.32500000","0.09300000","1.2258","26.09","0.00","0.00","26.09","0.360","1.200","1","0.09271429","16.00","1.591","DEAL_REASON_TP","540"
"A","currency_strength_momentum","2025.01.15 07:45:00","2025.01.15 07:49:15","currency_strength_momentum","USDJPY","SHORT","USD","JPY","-0.58933","0.26213","-0.85146","4","2","-1.81737","0.80969","true","true","strength_momentum","4.1905","true","3.0000","3.0000","overextended_entry","157.21900000","157.32400000","157.32400000","157.09200000","0.10500000","-1.0000","-21.36","0.00","0.00","-21.36","0.320","1.200","0","0.10542857","16.00","1.319","DEAL_REASON_SL","542"
"A","currency_strength_momentum","2025.01.15 08:00:00","2025.01.15 08:20:11","currency_strength_momentum","USDJPY","SHORT","USD","JPY","-0.77672","2.61857","-3.39530","2","1","-3.22131","-0.51097","true","true","strength_momentum","2.6051","true","3.7117","3.7117","overextended_entry","157.31600000","157.42800000","157.42700000","157.18200000","0.11100000","-1.0090","-21.34","0.00","0.00","-21.34","0.300","1.200","1","0.11135714","18.00","4.481","DEAL_REASON_SL","544"
"B","currency_strength_pullback","2025.01.02 02:45:00","2025.01.02 02:51:03","currency_strength_pullback","USDJPY","LONG","USD","JPY","1.98600","-1.02654","3.01254","1","5","2.16711","0.73355","true","true","strength_pullback_recovery","0.0000","false","4.8846","4.8846","pullback_failed","157.55200000","157.44500000","157.44800000","157.67700000","0.10400000","-1.0288","-25.15","0.00","0.00","-25.15","0.370","1.200","0","0.10407143","17.00","4.068","DEAL_REASON_SL","2"
"B","currency_strength_pullback","2025.01.02 03:30:00","2025.01.02 03:51:02","currency_strength_pullback","USDJPY","LONG","USD","JPY","1.39823","-0.15962","1.55784","1","3","0.40226","0.73355","true","true","strength_pullback_recovery","0.6149","false","3.3615","3.3615","pullback_failed","157.62300000","157.49300000","157.49300000","157.78000000","0.13000000","-1.0000","-24.76","0.00","0.00","-24.76","0.300","1.200","1","0.13042857","19.00","2.130","DEAL_REASON_SL","4"
"B","currency_strength_pullback","2025.01.02 07:45:00","2025.01.02 08:12:01","currency_strength_pullback","USDJPY","LONG","USD","JPY","1.06312","-0.85379","1.91691","2","5","-1.00542","2.22296","true","true","strength_pullback_recovery","0.6182","false","9.0722","9.0722","pullback_failed","157.18000000","157.08100000","157.08300000","157.29600000","0.09700000","-1.0206","-25.21","0.00","0.00","-25.21","0.400","1.200","1","0.09657143","19.00","3.119","DEAL_REASON_SL","6"
"B","currency_strength_pullback","2025.01.02 10:15:00","2025.01.02 10:24:50","currency_strength_pullback","GBPJPY","SHORT","GBP","JPY","-0.99869","1.22426","-2.22295","4","1","-3.25479","1.21507","true","true","strength_pullback_breakdown","0.0000","true","1.4925","1.4925","other","196.02400000","195.78200000","196.22500000","195.78200000","0.20100000","1.2040","29.27","0.00","0.00","29.27","0.190","1.200","0","0.20128571","38.00","2.722","DEAL_REASON_TP","9"
"B","currency_strength_pullback","2025.01.02 10:15:00","2025.01.02 10:25:14","currency_strength_pullback","EURJPY","SHORT","EUR","JPY","-1.30132","1.22426","-2.52557","5","1","-2.93598","0.51365","true","true","strength_pullback_breakdown","0.0000","false","0.0000","0.0000","other","162.29700000","162.09300000","162.46200000","162.10000000","0.16500000","1.2364","29.87","0.00","0.00","29.87","0.230","1.200","0","0.16450000","32.00","2.972","DEAL_REASON_TP","8"
"B","currency_strength_pullback","2025.01.02 10:30:00","2025.01.02 10:39:07","currency_strength_pullback","GBPJPY","SHORT","GBP","JPY","-0.99869","1.22426","-2.22295","4","1","-3.25479","1.21507","true","true","strength_pullback_breakdown","0.3438","true","0.0000","0.0000","overextended_entry","195.57300000","195.80800000","195.80400000","195.29600000","0.23100000","-1.0173","-24.01","0.00","0.00","-24.01","0.160","1.200","0","0.23064286","38.00","2.573","DEAL_REASON_SL","13"
"B","currency_strength_pullback","2025.01.02 10:30:00","2025.01.02 10:48:31","currency_strength_pullback","USDJPY","SHORT","USD","JPY","0.07154","1.22426","-1.15272","2","1","-3.84047","1.93609","true","true","strength_pullback_breakdown","0.7342","true","3.3161","3.3161","overextended_entry","156.52900000","156.68500000","156.68400000","156.34300000","0.15500000","-1.0065","-24.89","0.00","0.00","-24.89","0.250","1.200","1","0.15514286","17.00","1.785","DEAL_REASON_SL","12"
"B","currency_strength_pullback","2025.01.02 12:00:00","2025.01.02 12:18:59","currency_strength_pullback","GBPUSD","SHORT","GBP","USD","-4.12478","1.94922","-6.07400","5","2","-3.17400","-2.40576","true","true","strength_pullback_breakdown","0.0000","false","0.0000","0.0000","pullback_failed","1.24815000","1.24918000","1.24918000","1.24692000","0.00103000","-1.0000","-24.72","0.00","0.00","-24.72","0.240","1.200","1","0.00102571","20.00","7.196","DEAL_REASON_SL","17"
"B","currency_strength_pullback","2025.01.02 12:30:00","2025.01.02 12:39:19","currency_strength_pullback","GBPUSD","SHORT","GBP","USD","-4.12478","1.94922","-6.07400","5","2","-3.17400","-2.40576","true","true","strength_pullback_breakdown","0.0000","false","0.0000","0.0000","other","1.24799000","1.24664000","1.24910000","1.24666000","0.00111000","1.2162","29.70","0.00","0.00","29.70","0.220","1.200","0","0.00110786","20.00","7.196","DEAL_REASON_TP","19"
"B","currency_strength_pullback","2025.01.02 11:15:00","2025.01.02 12:42:41","currency_strength_pullback","GBPJPY","SHORT","GBP","JPY","-1.41591","0.31022","-1.72613","5","3","-2.65782","1.21507","true","true","strength_pullback_breakdown","0.0000","false","0.6437","0.6437","other","195.89200000","195.57900000","196.15300000","195.57900000","0.26100000","1.1992","27.97","0.00","0.00","27.97","0.140","1.200","5","0.26100000","38.00","2.030","DEAL_REASON_TP","16"
"B","currency_strength_pullback","2025.01.02 12:45:00","2025.01.02 13:00:04","currency_strength_pullback","GBPUSD","SHORT","GBP","USD","-4.12478","1.94922","-6.07400","5","2","-3.17400","-2.40576","true","true","strength_pullback_breakdown","0.2815","false","0.0000","0.0000","other","1.24613000","1.24467000","1.24735000","1.24467000","0.00122000","1.1967","29.20","0.00","0.00","29.20","0.200","1.200","1","0.00121857","20.00","7.196","DEAL_REASON_TP","22"
