period,scenario,group_field,group,rows
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,fail_reason,dirty_breakout,75
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,fail_reason,no_retest_confirmation_break,1160
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,fail_reason,no_retest_trigger,174
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,fail_reason,retest_invalidated,64
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,fail_reason,router_retest_requires_weak_breakout,1
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,fail_reason,sl_too_tight,4
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,fail_reason,sl_too_wide,379
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,fail_reason,spread_guard,4
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,fail_reason,weak_breakout_waiting_retest,33
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,fail_reason,,12
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,fail_reason,dirty_breakout,75
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,fail_reason,no_retest_confirmation_break,1160
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,fail_reason,no_retest_trigger,174
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,fail_reason,retest_invalidated,64
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,fail_reason,router_retest_requires_weak_breakout,1
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,fail_reason,sl_too_tight,4
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,fail_reason,sl_too_wide,379
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,fail_reason,spread_guard,4
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,fail_reason,weak_breakout_waiting_retest,33
2026-Q1,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,fail_reason,,98
2026-Q1,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,fail_reason,existing_position,44
2026-Q1,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,fail_reason,spread_guard,45
2026-Q1,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,fail_reason,,96
2026-Q1,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,fail_reason,max_positions,45
2026-Q1,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,fail_reason,spread_guard,45
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,fail_reason,,46
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,fail_reason,existing_position,12
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,fail_reason,no_retest_confirmation_break,1281
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,fail_reason,no_retest_detected,56
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,fail_reason,no_retest_trigger,302
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,fail_reason,retest_invalidated,65
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,fail_reason,sl_too_tight,1
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,fail_reason,sl_too_wide,153
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,fail_reason,spread_guard,13
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_best_H4_H1_M15_2R,fail_reason,,44
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_best_H4_H1_M15_2R,fail_reason,max_positions,14
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_best_H4_H1_M15_2R,fail_reason,no_retest_confirmation_break,1281
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_best_H4_H1_M15_2R,fail_reason,no_retest_detected,56
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_best_H4_H1_M15_2R,fail_reason,no_retest_trigger,302
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_best_H4_H1_M15_2R,fail_reason,retest_invalidated,65
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_best_H4_H1_M15_2R,fail_reason,sl_too_tight,1
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_best_H4_H1_M15_2R,fail_reason,sl_too_wide,153
2026-Q1,Nested_NWave_RetestConfirmation_BOTH_best_H4_H1_M15_2R,fail_reason,spread_guard,13
