period,scenario,symbol,direction,time,close_time,entry_price,sl,tp,result_R,net_profit,fx_bucket,session,month,scan_driver_symbol,max_favorable_r,max_adverse_r,reached_0_5R,reached_1R,reached_2R,time_to_1R,time_to_SL,h4_bias_state,h4_ma_state,h4_dow_state,h4_fib_zone,h4_fib_retracement_pct,h1_pullback_type,h1_prev_extreme_break_state,h1_counter_nwave_state,h1_counter_wave_atr,bos_level_type,true_bos_level,m15_trigger_type,room_to_1r,room_to_2r,nearest_obstacle_type,nearest_obstacle_price,sl_atr,label,fail_reason,h4_pivot_sequence,h1_pivot_sequence,h4_impulse_atr,room_to_target_label,cond_h4_bias_ma,cond_h4_fib_382_618,cond_h1_prev_extreme_break,cond_h1_counter_nwave,cond_h1_counter_wave_atr,cond_true_bos_level,cond_m15_prev_extreme_bos,cond_room_to_2r,cond_h4_dow_bias,cond_m15_close_bos,cond_room_to_1r,cond_sl_atr_ok
2026-Q1,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,USDJPY,SHORT,2026.01.30 14:20:00,2026.01.30 15:30:01,153.849,154.151,153.245,-1.007,-49.3,FX,server_08_15,2026-01,USDJPY,0.129,1.715,false,false,false,,70.0,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,4.19,last_higher_low,153.7,m15_prev_extreme_bos,3.28,1.64,h1_counter_low,152.857,1.98,condition_factorial_candidate,,,high_latest@2026.01.30 07:00=154.13000|low_latest@2026.01.30 10:00=153.70000|bos@2026.01.30 10:00=153.70000,0.00,room_to_2r_ok,true,false,true,true,true,true,true,true,false,false,true,true
2026-Q1,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,GBPUSD,LONG,2026.02.02 02:20:00,2026.02.02 03:13:49,1.3703,1.3678,1.3753,-1.004,-47.69,FX,server_00_07,2026-02,USDJPY,0.064,1.076,false,false,false,,40.0,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,4.1,weak_lower_high,1.3787,m15_prev_extreme_bos,3.36,1.68,h1_counter_high,1.3787,2.09,condition_factorial_candidate,,,high_latest@2026.01.30 14:00=1.37870|low_latest@2026.01.30 20:00=1.36798|bos@2026.01.30 14:00=1.37870,0.00,room_to_2r_ok,true,false,true,false,true,true,true,true,false,false,true,true
2026-Q1,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,AUDJPY,LONG,2026.02.06 04:20:00,2026.02.06 11:28:00,108.896,108.629,109.43,2.0,97.01,FX,server_00_07,2026-02,USDJPY,2.307,0.914,true,true,true,220.0,,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,2.92,last_lower_high,109.484,m15_prev_extreme_bos,3.35,1.68,h1_counter_high,109.791,1.43,condition_factorial_candidate,,,high_latest@2026.02.05 19:00=109.48400|low_latest@2026.02.05 17:00=108.65700|bos@2026.02.05 19:00=109.48400,0.00,room_to_2r_ok,true,false,true,true,true,true,true,true,false,false,true,true
2026-Q1,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,EURUSD,SHORT,2026.02.05 17:50:00,2026.02.06 15:52:32,1.17864,1.18098,1.17396,-1.0,-46.18,FX,server_16_23,2026-02,USDJPY,0.923,1.197,true,false,false,,1315.0,none,ma_bias_pass,dow_bias_fail,too_shallow_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,1.9,weak_higher_low,1.17794,m15_prev_extreme_bos,0.3,0.15,h1_counter_low,1.17794,1.84,condition_factorial_candidate,,A_high@2026.01.30 12:00=1.19538|B_low@2026.02.02 20:00=1.17751|C_high@2026.02.04 08:00=1.18371,high_latest@2026.02.05 10:00=1.18080|low_latest@2026.02.05 11:00=1.17794|bos@2026.02.05 11:00=1.17794,6.95,insufficient_room_to_1r,true,false,true,false,true,true,true,false,false,false,false,true
2026-Q1,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,EURJPY,LONG,2026.02.12 07:35:00,2026.02.12 13:58:29,181.594,181.294,182.194,2.0,97.32,FX,server_00_07,2026-02,USDJPY,2.397,0.373,true,true,true,40.0,,none,ma_bias_fail,dow_bias_pass,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,4.92,last_lower_high,182.12,m15_prev_extreme_bos,4.67,2.34,h1_counter_high,182.995,1.79,condition_factorial_candidate,,,high_latest@2026.02.12 02:00=182.12000|low_latest@2026.02.11 20:00=181.32400|bos@2026.02.12 02:00=182.12000,0.00,room_to_2r_ok,false,false,true,true,true,true,true,true,true,false,true,true
2026-Q1,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,USDJPY,SHORT,2026.02.13 13:50:00,2026.02.13 13:57:31,153.259,153.359,153.059,-1.0,-50.21,FX,server_08_15,2026-02,USDJPY,0.35,1.29,false,false,false,,-5.0,none,ma_bias_pass,dow_bias_fail,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.66,last_higher_low,152.836,m15_prev_extreme_bos,6.49,3.24,h1_counter_low,152.61,0.86,condition_factorial_candidate,,A_high@2026.02.11 12:00=154.63900|B_low@2026.02.12 04:00=152.26100|C_high@2026.02.12 12:00=153.75000,high_latest@2026.02.13 03:00=153.33900|low_latest@2026.02.13 06:00=152.83600|bos@2026.02.13 06:00=152.83600,2.79,room_to_2r_ok,true,false,true,true,true,true,true,true,false,false,true,true
2026-Q1,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,EURUSD,SHORT,2026.02.12 19:20:00,2026.02.17 09:31:04,1.18705,1.18889,1.18337,2.005,102.15,FX,server_16_23,2026-02,USDJPY,2.299,0.755,true,true,true,820.0,,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.6,last_higher_low,1.18661,m15_true_bos_close,1.03,0.52,h1_counter_low,1.18515,1.86,condition_factorial_candidate,,A_high@2026.02.10 16:00=1.19278|B_low@2026.02.11 00:00=1.18855|C_high@2026.02.11 12:00=1.19264,high_latest@2026.02.12 11:00=1.18870|low_latest@2026.02.12 14:00=1.18661|bos@2026.02.12 14:00=1.18661,1.42,room_to_1r_only,false,false,true,true,true,true,false,false,true,true,true,true
2026-Q1,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,USDJPY,LONG,2026.02.25 06:20:00,2026.02.25 08:14:23,155.947,155.551,156.739,-1.0,-48.37,FX,server_00_07,2026-02,USDJPY,0.164,1.086,false,false,false,,100.0,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,1.41,weak_lower_high,155.983,m15_true_bos_close,0.09,0.05,h1_counter_high,155.983,2.0,condition_factorial_candidate,,A_low@2026.02.23 00:00=153.98900|B_high@2026.02.23 12:00=155.03600|C_low@2026.02.23 16:00=154.21200,high_latest@2026.02.25 02:00=155.98300|low_latest@2026.02.24 18:00=155.57300|bos@2026.02.25 02:00=155.98300,1.84,insufficient_room_to_1r,true,false,true,false,true,true,false,false,true,true,false,true
2026-Q1,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,EURJPY,LONG,2026.02.25 05:35:00,2026.02.25 11:07:07,183.718,183.367,184.42,2.0,94.77,FX,server_00_07,2026-02,USDJPY,2.701,0.501,true,true,true,265.0,,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,1.05,weak_lower_high,183.662,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,1.9,condition_factorial_candidate,,,high_latest@2026.02.25 02:00=183.66200|low_latest@2026.02.24 18:00=183.39700|bos@2026.02.25 02:00=183.66200,0.00,no_known_obstacle,true,false,true,false,true,true,false,true,false,true,true,true
2026-Q1,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,GBPUSD,SHORT,2026.03.04 15:05:00,2026.03.04 15:07:20,1.33668,1.33774,1.33456,-1.019,-50.76,FX,server_08_15,2026-03,USDJPY,1.547,1.708,true,true,false,-5.0,-5.0,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.48,last_higher_low,1.33046,m15_prev_extreme_bos,6.06,3.03,h1_counter_low,1.33026,0.65,condition_factorial_candidate,,A_high@2026.03.02 20:00=1.34311|B_low@2026.03.03 16:00=1.32522|C_high@2026.03.03 20:00=1.33691,high_latest@2026.03.04 09:00=1.33756|low_latest@2026.03.04 08:00=1.33046|bos@2026.03.04 08:00=1.33046,3.00,room_to_2r_ok,true,false,true,true,true,true,true,true,true,false,true,true
2026-Q1,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,EURUSD,SHORT,2026.03.05 11:50:00,2026.03.05 17:38:07,1.16227,1.16482,1.15717,2.016,97.66,FX,server_08_15,2026-03,USDJPY,2.122,0.329,true,true,true,235.0,,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,1.65,last_higher_low,1.1624,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,1.72,condition_factorial_candidate,,,high_latest@2026.03.05 03:00=1.16468|low_latest@2026.03.05 00:00=1.16240|bos@2026.03.05 00:00=1.16240,0.00,no_known_obstacle,true,false,true,true,true,true,false,true,false,true,true,true
2026-Q1,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,USDJPY,LONG,2026.03.16 19:05:00,2026.03.16 20:13:22,159.293,159.144,159.591,-1.013,-49.34,FX,server_16_23,2026-03,USDJPY,0.389,1.121,false,false,false,,55.0,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,2.36,last_lower_high,159.376,m15_prev_extreme_bos,2.28,1.14,h1_counter_high,159.633,1.19,condition_factorial_candidate,,A_low@2026.03.12 12:00=158.56000|B_high@2026.03.13 04:00=159.67600|C_low@2026.03.13 16:00=158.99300,high_latest@2026.03.16 12:00=159.37600|low_latest@2026.03.16 10:00=159.16400|bos@2026.03.16 12:00=159.37600,2.73,room_to_2r_ok,true,true,true,true,true,true,true,true,true,false,true,true
2026-Q1,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,USDJPY,SHORT,2026.03.24 17:35:00,2026.03.24 17:50:02,158.661,158.806,158.371,-1.0,-50.22,FX,server_16_23,2026-03,USDJPY,0.759,0.883,true,false,false,,,none,ma_bias_pass,dow_bias_fail,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,4.19,last_higher_low,158.391,m15_prev_extreme_bos,4.48,2.24,h1_counter_low,158.011,1.29,condition_factorial_candidate,,A_high@2026.03.18 20:00=159.88900|B_low@2026.03.19 20:00=157.49900|C_high@2026.03.23 08:00=159.64800,high_latest@2026.03.24 07:00=158.78500|low_latest@2026.03.24 10:00=158.39100|bos@2026.03.24 10:00=158.39100,4.87,room_to_2r_ok,true,false,true,true,true,true,true,true,false,false,true,true
2026-Q1,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,AUDJPY,SHORT,2026.03.23 19:05:00,2026.03.26 22:58:30,111.021,111.56,109.943,2.0,89.18,FX,server_16_23,2026-03,USDJPY,2.117,0.553,true,true,true,565.0,,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,0.66,weak_higher_low,110.265,m15_prev_extreme_bos,1.4,0.7,h1_counter_low,110.265,2.19,condition_factorial_candidate,,A_high@2026.03.18 04:00=113.20000|B_low@2026.03.19 16:00=111.14800|C_high@2026.03.20 08:00=112.37000,high_latest@2026.03.23 14:00=111.52800|low_latest@2026.03.23 13:00=110.26500|bos@2026.03.23 13:00=110.26500,3.52,room_to_1r_only,true,true,true,false,false,true,true,false,true,false,true,true
2026-Q1,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,EURUSD,LONG,2026.03.23 14:50:00,2026.03.27 10:58:03,1.1573,1.15185,1.1682,-1.006,-52.97,FX,server_08_15,2026-03,USDJPY,1.217,1.057,true,true,false,145.0,5515.0,none,ma_bias_fail,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,1.68,last_lower_high,1.15456,m15_true_bos_close,0.78,0.39,h4_impulse_high,1.16156,2.08,condition_factorial_candidate,,A_low@2026.03.19 08:00=1.14424|B_high@2026.03.19 20:00=1.16156|C_low@2026.03.20 16:00=1.15240,high_latest@2026.03.23 11:00=1.15456|low_latest@2026.03.23 09:00=1.15199|bos@2026.03.23 11:00=1.15456,4.67,insufficient_room_to_1r,false,true,true,true,true,true,false,false,true,true,false,true
