cohort,router_decision,candidates,wins,losses,win_rate,net,PF,avg_R,avg_MFE_R,avg_MAE_R,reached_1R_pct,reached_2R_pct,false_return_pct,avg_h4_fib,avg_sl_atr,avg_touch_count,avg_close_strength,avg_close_distance_atr,avg_context_score_v0,feature,bucket
2025_10_removed_loser_dirty_weak,dirty_skipped,4,0,4,0.0,-189.59,0.0,-1.0,0.708,1.253,25.0,0.0,100.0,44.38,1.817,5.5,0.375,0.195,4.0,neckline_touch_bucket,5-8_moderate
2025_10_removed_loser_dirty_weak,dirty_skipped,3,0,3,0.0,-141.91,0.0,-1.0,0.896,1.051,33.33,0.0,66.67,45.51,2.007,10.0,0.343,0.12,2.33,neckline_touch_bucket,9-12_tested
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-92.74,0.0,-1.0,0.037,1.061,0.0,0.0,100.0,45.13,1.78,3.0,0.81,0.335,6.0,neckline_touch_bucket,1-4_fresh
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-49.36,0.0,-1.0,1.412,1.932,100.0,0.0,100.0,41.78,1.62,7.0,0.7,0.49,6.0,neckline_touch_bucket,5-8_moderate
2025_10_removed_winner_dirty_weak,dirty_skipped,1,1,0,100.0,96.64,,2.0,2.05,0.925,100.0,100.0,100.0,38.36,1.3,14.0,0.1,0.43,4.0,neckline_touch_bucket,13+_stale
2025_10_removed_winner_dirty_weak,dirty_skipped,3,3,0,100.0,289.91,,2.0,2.119,0.308,100.0,100.0,33.33,57.43,1.59,7.67,0.453,0.583,3.0,neckline_touch_bucket,5-8_moderate
2025_10_removed_winner_dirty_weak,dirty_skipped,3,3,0,100.0,251.85,,2.0,2.137,0.391,100.0,100.0,33.33,60.98,2.02,11.0,0.713,0.093,2.33,neckline_touch_bucket,9-12_tested
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,99.6,,2.0,2.056,0.904,100.0,100.0,100.0,38.36,0.97,14.0,0.61,0.19,3.0,neckline_touch_bucket,13+_stale
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,193.06,,2.0,2.172,0.395,100.0,100.0,50.0,51.73,1.055,7.0,0.605,0.38,5.0,neckline_touch_bucket,5-8_moderate
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,100.9,,2.0,2.107,0.062,100.0,100.0,0.0,47.76,1.54,12.0,0.54,0.14,3.0,neckline_touch_bucket,9-12_tested
2026_q1_avoided_loser_dirty_weak,dirty_skipped,12,0,12,0.0,-529.16,0.0,-1.0,0.687,1.192,33.33,0.0,75.0,48.29,1.713,3.67,0.433,0.535,4.17,neckline_touch_bucket,1-4_fresh
2026_q1_avoided_loser_dirty_weak,dirty_skipped,7,0,7,0.0,-307.04,0.0,-1.0,0.475,1.335,0.0,0.0,71.43,51.7,1.836,14.71,0.399,0.283,2.71,neckline_touch_bucket,13+_stale
2026_q1_avoided_loser_dirty_weak,dirty_skipped,21,0,21,0.0,-990.45,0.0,-1.0,0.974,1.105,52.38,0.0,61.9,51.36,1.776,6.48,0.452,0.469,4.43,neckline_touch_bucket,5-8_moderate
2026_q1_avoided_loser_dirty_weak,dirty_skipped,17,0,17,0.0,-798.33,0.0,-1.0,0.952,1.274,35.29,0.0,70.59,48.13,1.711,10.71,0.373,0.291,2.82,neckline_touch_bucket,9-12_tested
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,6,0,6,0.0,-302.39,0.0,-1.0,1.048,1.405,50.0,0.0,50.0,55.67,1.553,3.0,0.905,0.203,5.33,neckline_touch_bucket,1-4_fresh
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,5,0,5,0.0,-195.29,0.0,-1.0,0.83,1.692,20.0,0.0,60.0,53.76,1.426,14.6,0.696,0.262,4.0,neckline_touch_bucket,13+_stale
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,5,0,5,0.0,-229.67,0.0,-1.0,0.56,1.143,20.0,0.0,80.0,48.2,1.826,6.4,0.854,0.498,5.8,neckline_touch_bucket,5-8_moderate
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,9,0,9,0.0,-420.63,0.0,-1.0,0.763,1.184,44.44,0.0,88.89,47.81,1.604,9.89,0.779,0.399,4.44,neckline_touch_bucket,9-12_tested
2026_q1_removed_winner_dirty_weak,dirty_skipped,2,2,0,100.0,193.52,,2.0,2.036,0.774,100.0,100.0,50.0,54.97,1.85,2.0,0.485,0.15,6.0,neckline_touch_bucket,1-4_fresh
2026_q1_removed_winner_dirty_weak,dirty_skipped,6,6,0,100.0,569.22,,2.0,2.237,0.495,100.0,100.0,33.33,49.99,1.503,13.83,0.275,0.397,2.0,neckline_touch_bucket,13+_stale
2026_q1_removed_winner_dirty_weak,dirty_skipped,6,6,0,100.0,586.95,,2.0,2.072,0.647,100.0,100.0,50.0,53.91,1.875,5.83,0.4,0.458,4.17,neckline_touch_bucket,5-8_moderate
2026_q1_removed_winner_dirty_weak,dirty_skipped,5,5,0,100.0,493.75,,2.0,2.443,0.556,100.0,100.0,60.0,45.22,1.404,9.8,0.426,0.63,3.6,neckline_touch_bucket,9-12_tested
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,98.28,,2.0,2.188,0.239,100.0,100.0,0.0,49.51,1.52,14.0,0.68,0.17,4.0,neckline_touch_bucket,13+_stale
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,6,6,0,100.0,543.13,,2.0,2.141,0.443,100.0,100.0,33.33,53.61,1.627,5.33,0.655,0.458,5.83,neckline_touch_bucket,5-8_moderate
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,3,3,0,100.0,284.53,,2.0,2.189,0.786,100.0,66.67,100.0,53.79,1.513,11.0,0.693,0.447,3.33,neckline_touch_bucket,9-12_tested
2025-02_other_dirty_weak,dirty_skipped,5,1,4,20.0,-86.22,0.533,-0.4,1.461,1.001,40.0,20.0,80.0,51.75,1.504,7.4,0.494,0.152,3.4,close_strength_bucket,0.35-0.60_mixed_close
2025-02_other_dirty_weak,dirty_skipped,3,1,2,33.33,-3.63,0.962,0.0,1.166,1.377,33.33,33.33,33.33,53.54,1.677,8.0,0.817,0.517,4.67,close_strength_bucket,0.60+_strong_close
2025-02_other_dirty_weak,dirty_skipped,19,6,13,31.58,-48.72,0.92,-0.053,1.993,0.819,36.84,31.58,47.37,51.35,1.755,8.16,0.208,0.391,3.42,close_strength_bucket,<0.35_weak_close
2025-02_other_dirty_weak,weak_routed_to_retest,2,2,0,100.0,187.56,,2.0,6.438,0.23,100.0,100.0,0.0,45.73,1.865,6.5,0.54,1.145,4.0,close_strength_bucket,0.35-0.60_mixed_close
2025-02_other_dirty_weak,weak_routed_to_retest,9,3,6,33.33,-1.71,0.994,0.0,1.712,0.893,33.33,33.33,66.67,49.49,1.739,8.56,0.864,0.574,5.22,close_strength_bucket,0.60+_strong_close
2025-08_other_dirty_weak,dirty_skipped,6,4,2,66.67,281.34,4.133,1.0,1.683,0.804,83.33,66.67,66.67,49.17,1.85,7.5,0.43,0.32,3.0,close_strength_bucket,0.35-0.60_mixed_close
2025-08_other_dirty_weak,dirty_skipped,4,2,2,50.0,89.69,1.962,0.5,1.111,1.288,50.0,50.0,50.0,49.58,1.93,8.0,0.885,0.493,4.0,close_strength_bucket,0.60+_strong_close
2025-08_other_dirty_weak,dirty_skipped,4,2,2,50.0,91.36,2.009,0.5,1.252,0.819,50.0,50.0,75.0,51.01,1.837,9.75,0.128,0.155,3.0,close_strength_bucket,<0.35_weak_close
2025-08_other_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-94.54,0.0,-1.0,0.369,2.349,0.0,0.0,100.0,42.74,1.84,9.0,0.54,0.54,2.0,close_strength_bucket,0.35-0.60_mixed_close
2025-08_other_dirty_weak,weak_routed_to_retest,3,2,1,66.67,145.8,4.246,1.0,1.641,0.555,66.67,66.67,66.67,50.99,1.63,9.67,0.83,0.217,5.0,close_strength_bucket,0.60+_strong_close
2025_10_removed_loser_dirty_weak,dirty_skipped,1,0,1,0.0,-47.21,0.0,-1.0,0.157,1.505,0.0,0.0,100.0,51.9,2.17,5.0,0.56,0.19,4.0,close_strength_bucket,0.35-0.60_mixed_close
2025_10_removed_loser_dirty_weak,dirty_skipped,2,0,2,0.0,-98.16,0.0,-1.0,0.694,1.158,0.0,0.0,100.0,40.05,2.17,8.0,0.78,0.285,3.5,close_strength_bucket,0.60+_strong_close
2025_10_removed_loser_dirty_weak,dirty_skipped,6,0,6,0.0,-280.71,0.0,-1.0,0.815,1.151,33.33,0.0,66.67,45.39,1.678,6.33,0.135,0.17,3.5,close_strength_bucket,<0.35_weak_close
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,3,0,3,0.0,-142.1,0.0,-1.0,0.495,1.351,33.33,0.0,100.0,44.01,1.727,4.33,0.773,0.387,6.0,close_strength_bucket,0.60+_strong_close
2025_10_removed_winner_dirty_weak,dirty_skipped,3,3,0,100.0,251.83,,2.0,2.142,0.367,100.0,100.0,33.33,59.23,1.843,9.67,0.947,0.093,3.67,close_strength_bucket,0.60+_strong_close
2025_10_removed_winner_dirty_weak,dirty_skipped,4,4,0,100.0,386.57,,2.0,2.099,0.48,100.0,100.0,50.0,53.98,1.65,10.25,0.19,0.545,2.25,close_strength_bucket,<0.35_weak_close
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,193.66,,2.0,2.167,0.379,100.0,100.0,50.0,44.77,1.27,10.0,0.505,0.22,3.5,close_strength_bucket,0.35-0.60_mixed_close
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,199.9,,2.0,2.087,0.499,100.0,100.0,50.0,50.02,1.04,10.0,0.675,0.325,4.5,close_strength_bucket,0.60+_strong_close
2026_q1_avoided_loser_dirty_weak,dirty_skipped,13,0,13,0.0,-611.74,0.0,-1.0,1.144,1.239,46.15,0.0,38.46,51.91,1.833,8.0,0.465,0.508,3.62,close_strength_bucket,0.35-0.60_mixed_close
2026_q1_avoided_loser_dirty_weak,dirty_skipped,15,0,15,0.0,-695.94,0.0,-1.0,0.66,1.201,33.33,0.0,86.67,51.31,1.793,7.8,0.834,0.306,4.33,close_strength_bucket,0.60+_strong_close
2026_q1_avoided_loser_dirty_weak,dirty_skipped,29,0,29,0.0,-1317.3,0.0,-1.0,0.807,1.186,34.48,0.0,72.41,48.05,1.692,8.41,0.181,0.413,3.38,close_strength_bucket,<0.35_weak_close
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,3,0,3,0.0,-134.5,0.0,-1.0,0.706,1.212,33.33,0.0,100.0,46.99,1.26,12.67,0.497,0.223,4.0,close_strength_bucket,0.35-0.60_mixed_close
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,22,0,22,0.0,-1013.48,0.0,-1.0,0.818,1.347,36.36,0.0,68.18,51.51,1.647,7.91,0.85,0.361,4.95,close_strength_bucket,0.60+_strong_close
2026_q1_removed_winner_dirty_weak,dirty_skipped,5,5,0,100.0,487.92,,2.0,2.097,0.497,100.0,100.0,40.0,46.93,1.968,9.8,0.458,0.682,2.8,close_strength_bucket,0.35-0.60_mixed_close
2026_q1_removed_winner_dirty_weak,dirty_skipped,4,4,0,100.0,394.22,,2.0,2.502,0.787,100.0,100.0,75.0,54.43,1.755,8.0,0.825,0.32,5.25,close_strength_bucket,0.60+_strong_close
2026_q1_removed_winner_dirty_weak,dirty_skipped,10,10,0,100.0,961.3,,2.0,2.165,0.554,100.0,100.0,40.0,50.71,1.413,9.0,0.156,0.389,3.2,close_strength_bucket,<0.35_weak_close
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,191.07,,2.0,2.093,0.817,100.0,100.0,50.0,47.73,1.71,7.5,0.535,0.41,4.0,close_strength_bucket,0.35-0.60_mixed_close
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,8,8,0,100.0,734.87,,2.0,2.177,0.453,100.0,87.5,50.0,54.63,1.55,8.0,0.703,0.43,5.12,close_strength_bucket,0.60+_strong_close
2025-02_other_dirty_weak,dirty_skipped,7,2,5,28.57,-49.72,0.787,-0.143,1.119,0.899,28.57,28.57,28.57,48.84,1.749,7.0,0.266,0.321,4.57,close_distance_bucket,0.20-0.40_normal
2025-02_other_dirty_weak,dirty_skipped,4,1,3,25.0,-46.66,0.672,-0.25,3.323,0.835,50.0,25.0,75.0,54.32,1.62,8.0,0.225,0.492,4.25,close_distance_bucket,0.40-0.80_extended
2025-02_other_dirty_weak,dirty_skipped,5,3,2,60.0,180.2,2.88,0.8,3.019,0.522,60.0,60.0,20.0,50.66,1.998,8.4,0.34,0.924,3.0,close_distance_bucket,0.80+_far
2025-02_other_dirty_weak,dirty_skipped,11,2,9,18.18,-222.39,0.469,-0.455,1.132,1.132,27.27,18.18,72.73,52.95,1.563,8.45,0.402,0.082,2.91,close_distance_bucket,<0.20_shallow_break
2025-02_other_dirty_weak,weak_routed_to_retest,4,0,4,0.0,-193.24,0.0,-1.0,0.265,1.049,0.0,0.0,100.0,53.64,1.715,9.75,0.785,0.278,5.75,close_distance_bucket,0.20-0.40_normal
2025-02_other_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-46.15,0.0,-1.0,0.364,1.13,0.0,0.0,100.0,48.08,1.74,6.0,0.96,0.47,6.0,close_distance_bucket,0.40-0.80_extended
2025-02_other_dirty_weak,weak_routed_to_retest,5,5,0,100.0,472.06,,2.0,5.372,0.198,100.0,100.0,0.0,44.57,1.89,7.0,0.764,1.15,4.4,close_distance_bucket,0.80+_far
2025-02_other_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-46.82,0.0,-1.0,0.0,2.175,0.0,0.0,100.0,51.43,1.33,10.0,0.94,0.13,4.0,close_distance_bucket,<0.20_shallow_break
2025-08_other_dirty_weak,dirty_skipped,4,2,2,50.0,91.65,2.019,0.5,1.556,0.905,75.0,50.0,75.0,47.92,1.905,7.0,0.328,0.3,3.25,close_distance_bucket,0.20-0.40_normal
2025-08_other_dirty_weak,dirty_skipped,2,1,1,50.0,51.7,2.141,0.5,1.231,0.623,50.0,50.0,100.0,48.39,1.71,9.5,0.405,0.49,3.5,close_distance_bucket,0.40-0.80_extended
2025-08_other_dirty_weak,dirty_skipped,2,0,2,0.0,-93.25,0.0,-1.0,0.105,1.94,0.0,0.0,100.0,43.55,2.12,9.0,0.865,0.955,3.5,close_distance_bucket,0.80+_far
2025-08_other_dirty_weak,dirty_skipped,6,5,1,83.33,412.29,10.146,1.5,1.776,0.75,83.33,83.33,33.33,53.63,1.815,8.5,0.463,0.07,3.17,close_distance_bucket,<0.20_shallow_break
2025-08_other_dirty_weak,weak_routed_to_retest,2,1,1,50.0,46.8,2.042,0.5,1.389,0.611,50.0,50.0,50.0,46.35,1.885,11.0,0.77,0.27,5.0,close_distance_bucket,0.20-0.40_normal
2025-08_other_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-49.02,0.0,-1.0,0.085,3.287,0.0,0.0,100.0,46.92,1.69,9.0,0.53,0.92,3.0,close_distance_bucket,0.80+_far
2025-08_other_dirty_weak,weak_routed_to_retest,2,1,1,50.0,53.48,2.175,0.5,1.399,0.928,50.0,50.0,100.0,49.42,1.555,8.0,0.75,0.135,3.0,close_distance_bucket,<0.20_shallow_break
2025_10_removed_loser_dirty_weak,dirty_skipped,4,0,4,0.0,-194.1,0.0,-1.0,0.365,1.093,0.0,0.0,100.0,40.94,1.917,6.25,0.482,0.258,3.75,close_distance_bucket,0.20-0.40_normal
2025_10_removed_loser_dirty_weak,dirty_skipped,1,0,1,0.0,-47.54,0.0,-1.0,0.907,1.543,0.0,0.0,0.0,46.41,2.11,4.0,0.15,0.43,5.0,close_distance_bucket,0.40-0.80_extended
2025_10_removed_loser_dirty_weak,dirty_skipped,4,0,4,0.0,-184.44,0.0,-1.0,1.016,1.202,50.0,0.0,75.0,48.54,1.7,7.5,0.213,0.08,3.0,close_distance_bucket,<0.20_shallow_break
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-92.74,0.0,-1.0,0.037,1.061,0.0,0.0,100.0,45.13,1.78,3.0,0.81,0.335,6.0,close_distance_bucket,0.20-0.40_normal
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-49.36,0.0,-1.0,1.412,1.932,100.0,0.0,100.0,41.78,1.62,7.0,0.7,0.49,6.0,close_distance_bucket,0.40-0.80_extended
2025_10_removed_winner_dirty_weak,dirty_skipped,1,1,0,100.0,96.64,,2.0,2.05,0.925,100.0,100.0,100.0,38.36,1.3,14.0,0.1,0.43,4.0,close_distance_bucket,0.40-0.80_extended
2025_10_removed_winner_dirty_weak,dirty_skipped,1,1,0,100.0,99.61,,2.0,2.234,0.614,100.0,100.0,0.0,60.28,2.08,8.0,0.27,1.66,1.0,close_distance_bucket,0.80+_far
2025_10_removed_winner_dirty_weak,dirty_skipped,5,5,0,100.0,442.15,,2.0,2.107,0.297,100.0,100.0,40.0,58.99,1.75,9.6,0.646,0.074,3.0,close_distance_bucket,<0.20_shallow_break
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,92.76,,2.0,2.226,0.696,100.0,100.0,100.0,41.78,1.0,8.0,0.47,0.3,4.0,close_distance_bucket,0.20-0.40_normal
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,100.3,,2.0,2.118,0.094,100.0,100.0,0.0,61.68,1.11,6.0,0.74,0.46,6.0,close_distance_bucket,0.40-0.80_extended
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,200.5,,2.0,2.082,0.483,100.0,100.0,50.0,43.06,1.255,13.0,0.575,0.165,3.0,close_distance_bucket,<0.20_shallow_break
2026_q1_avoided_loser_dirty_weak,dirty_skipped,11,0,11,0.0,-499.0,0.0,-1.0,0.8,1.13,36.36,0.0,81.82,50.62,1.819,7.45,0.387,0.287,4.73,close_distance_bucket,0.20-0.40_normal
2026_q1_avoided_loser_dirty_weak,dirty_skipped,11,0,11,0.0,-523.21,0.0,-1.0,0.729,1.141,36.36,0.0,63.64,48.32,1.819,8.36,0.189,0.595,3.45,close_distance_bucket,0.40-0.80_extended
2026_q1_avoided_loser_dirty_weak,dirty_skipped,8,0,8,0.0,-345.43,0.0,-1.0,1.179,1.091,75.0,0.0,37.5,48.52,2.096,5.5,0.47,1.409,3.5,close_distance_bucket,0.80+_far
2026_q1_avoided_loser_dirty_weak,dirty_skipped,27,0,27,0.0,-1257.34,0.0,-1.0,0.813,1.289,25.93,0.0,74.07,50.43,1.592,9.15,0.508,0.082,3.41,close_distance_bucket,<0.20_shallow_break
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,7,0,7,0.0,-333.39,0.0,-1.0,0.811,1.273,28.57,0.0,57.14,50.73,1.484,9.29,0.734,0.333,5.0,close_distance_bucket,0.20-0.40_normal
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,7,0,7,0.0,-310.37,0.0,-1.0,0.596,1.235,28.57,0.0,71.43,49.02,1.819,8.57,0.861,0.583,5.57,close_distance_bucket,0.40-0.80_extended
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-48.18,0.0,-1.0,0.0,1.169,0.0,0.0,100.0,38.35,1.55,9.0,0.75,0.84,3.0,close_distance_bucket,0.80+_far
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,10,0,10,0.0,-456.04,0.0,-1.0,1.026,1.453,50.0,0.0,80.0,53.76,1.535,7.8,0.827,0.136,4.4,close_distance_bucket,<0.20_shallow_break
2026_q1_removed_winner_dirty_weak,dirty_skipped,4,4,0,100.0,385.07,,2.0,2.09,0.522,100.0,100.0,50.0,52.23,1.98,5.25,0.457,0.262,4.75,close_distance_bucket,0.20-0.40_normal
2026_q1_removed_winner_dirty_weak,dirty_skipped,4,4,0,100.0,395.66,,2.0,2.101,0.554,100.0,100.0,50.0,46.23,1.627,9.25,0.42,0.578,3.25,close_distance_bucket,0.40-0.80_extended
2026_q1_removed_winner_dirty_weak,dirty_skipped,4,4,0,100.0,393.79,,2.0,2.03,0.723,100.0,100.0,0.0,52.95,1.8,10.5,0.372,1.15,3.5,close_distance_bucket,0.80+_far
2026_q1_removed_winner_dirty_weak,dirty_skipped,7,7,0,100.0,668.92,,2.0,2.466,0.569,100.0,100.0,71.43,50.54,1.337,10.14,0.307,0.089,3.0,close_distance_bucket,<0.20_shallow_break
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,94.6,,2.0,2.0,0.823,100.0,0.0,100.0,60.15,1.18,11.0,0.78,0.23,5.0,close_distance_bucket,0.20-0.40_normal
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,3,3,0,100.0,294.66,,2.0,2.133,0.641,100.0,100.0,33.33,54.9,1.837,5.67,0.633,0.503,6.0,close_distance_bucket,0.40-0.80_extended
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,195.16,,2.0,2.282,0.473,100.0,100.0,100.0,59.92,1.645,8.5,0.685,0.9,4.0,close_distance_bucket,0.80+_far
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,4,4,0,100.0,341.52,,2.0,2.159,0.391,100.0,100.0,25.0,46.96,1.46,8.5,0.66,0.18,4.5,close_distance_bucket,<0.20_shallow_break
2025-02_other_dirty_weak,dirty_skipped,8,3,5,37.5,44.61,1.19,0.125,3.247,0.985,37.5,37.5,37.5,50.36,1.657,7.38,0.418,0.33,5.0,body_atr_bucket,0.25-0.60_normal
2025-02_other_dirty_weak,dirty_skipped,4,2,2,50.0,91.15,1.973,0.5,1.609,0.69,75.0,50.0,25.0,50.06,1.865,8.75,0.133,0.47,4.25,body_atr_bucket,0.60-1.00_large
2025-02_other_dirty_weak,dirty_skipped,4,1,3,25.0,-53.96,0.628,-0.25,0.738,0.878,25.0,25.0,75.0,55.2,1.977,8.75,0.278,0.655,2.75,body_atr_bucket,1.00+_overextended
2025-02_other_dirty_weak,dirty_skipped,11,2,9,18.18,-220.37,0.472,-0.455,1.21,0.958,27.27,18.18,63.64,51.9,1.57,7.91,0.355,0.236,2.55,body_atr_bucket,<0.25_small_body
2025-02_other_dirty_weak,weak_routed_to_retest,4,2,2,50.0,96.76,2.001,0.5,3.251,0.538,50.0,50.0,50.0,49.14,1.822,8.0,0.718,0.685,5.75,body_atr_bucket,0.25-0.60_normal
2025-02_other_dirty_weak,weak_routed_to_retest,1,1,0,100.0,90.47,,2.0,2.057,0.476,100.0,100.0,0.0,39.6,1.93,9.0,0.95,1.08,4.0,body_atr_bucket,0.60-1.00_large
2025-02_other_dirty_weak,weak_routed_to_retest,2,1,1,50.0,47.65,1.97,0.5,5.391,0.539,50.0,50.0,50.0,50.34,1.645,6.5,0.98,0.865,5.5,body_atr_bucket,1.00+_overextended
2025-02_other_dirty_weak,weak_routed_to_retest,4,1,3,25.0,-49.03,0.651,-0.25,0.61,1.196,25.0,25.0,75.0,50.02,1.717,9.0,0.77,0.477,4.25,body_atr_bucket,<0.25_small_body
2025-08_other_dirty_weak,dirty_skipped,4,1,3,25.0,-42.47,0.685,-0.25,0.997,0.918,50.0,25.0,50.0,53.16,1.837,12.75,0.487,0.208,3.5,body_atr_bucket,0.25-0.60_normal
2025-08_other_dirty_weak,dirty_skipped,1,0,1,0.0,-48.67,0.0,-1.0,0.089,2.879,0.0,0.0,100.0,46.92,2.04,9.0,0.98,1.11,4.0,body_atr_bucket,0.60-1.00_large
2025-08_other_dirty_weak,dirty_skipped,3,1,2,33.33,1.44,1.016,0.0,0.956,0.961,33.33,33.33,100.0,43.48,1.923,6.33,0.29,0.43,3.67,body_atr_bucket,1.00+_overextended
2025-08_other_dirty_weak,dirty_skipped,6,6,0,100.0,552.09,,2.0,2.101,0.636,100.0,100.0,50.0,51.23,1.835,6.17,0.472,0.213,2.83,body_atr_bucket,<0.25_small_body
2025-08_other_dirty_weak,weak_routed_to_retest,2,2,0,100.0,190.72,,2.0,2.2,0.333,100.0,100.0,50.0,56.4,1.465,10.0,0.815,0.215,5.5,body_atr_bucket,0.25-0.60_normal
2025-08_other_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-44.92,0.0,-1.0,0.523,1.0,0.0,0.0,100.0,40.18,1.96,9.0,0.86,0.22,4.0,body_atr_bucket,1.00+_overextended
2025-08_other_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-94.54,0.0,-1.0,0.369,2.349,0.0,0.0,100.0,42.74,1.84,9.0,0.54,0.54,2.0,body_atr_bucket,<0.25_small_body
2025_10_removed_loser_dirty_weak,dirty_skipped,1,0,1,0.0,-48.9,0.0,-1.0,0.067,1.043,0.0,0.0,100.0,39.82,2.15,6.0,0.12,0.25,4.0,body_atr_bucket,0.25-0.60_normal
2025_10_removed_loser_dirty_weak,dirty_skipped,3,0,3,0.0,-141.95,0.0,-1.0,0.477,1.357,0.0,0.0,66.67,46.19,2.14,6.67,0.25,0.227,3.67,body_atr_bucket,0.60-1.00_large
2025_10_removed_loser_dirty_weak,dirty_skipped,1,0,1,0.0,-43.08,0.0,-1.0,1.667,1.174,100.0,0.0,100.0,45.97,0.76,5.0,0.0,0.04,4.0,body_atr_bucket,1.00+_overextended
2025_10_removed_loser_dirty_weak,dirty_skipped,4,0,4,0.0,-192.15,0.0,-1.0,0.817,1.109,25.0,0.0,75.0,44.98,1.812,7.0,0.515,0.203,3.25,body_atr_bucket,<0.25_small_body
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-49.36,0.0,-1.0,1.412,1.932,100.0,0.0,100.0,41.78,1.62,7.0,0.7,0.49,6.0,body_atr_bucket,0.60-1.00_large
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-47.32,0.0,-1.0,0.07,1.112,0.0,0.0,100.0,46.41,1.9,3.0,0.84,0.37,6.0,body_atr_bucket,1.00+_overextended
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-45.42,0.0,-1.0,0.004,1.01,0.0,0.0,100.0,43.85,1.66,3.0,0.78,0.3,6.0,body_atr_bucket,<0.25_small_body
2025_10_removed_winner_dirty_weak,dirty_skipped,1,1,0,100.0,96.64,,2.0,2.05,0.925,100.0,100.0,100.0,38.36,1.3,14.0,0.1,0.43,4.0,body_atr_bucket,0.25-0.60_normal
2025_10_removed_winner_dirty_weak,dirty_skipped,2,2,0,100.0,157.43,,2.0,2.166,0.497,100.0,100.0,50.0,60.84,2.05,10.5,0.945,0.11,3.0,body_atr_bucket,0.60-1.00_large
2025_10_removed_winner_dirty_weak,dirty_skipped,4,4,0,100.0,384.33,,2.0,2.109,0.276,100.0,100.0,25.0,58.38,1.683,8.75,0.402,0.452,2.5,body_atr_bucket,<0.25_small_body
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,100.3,,2.0,2.118,0.094,100.0,100.0,0.0,61.68,1.11,6.0,0.74,0.46,6.0,body_atr_bucket,0.25-0.60_normal
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,3,3,0,100.0,293.26,,2.0,2.13,0.554,100.0,100.0,66.67,42.63,1.17,11.33,0.54,0.21,3.33,body_atr_bucket,<0.25_small_body
2026_q1_avoided_loser_dirty_weak,dirty_skipped,22,0,22,0.0,-1004.92,0.0,-1.0,0.885,1.215,40.91,0.0,68.18,49.89,1.754,7.41,0.475,0.372,4.41,body_atr_bucket,0.25-0.60_normal
2026_q1_avoided_loser_dirty_weak,dirty_skipped,11,0,11,0.0,-519.08,0.0,-1.0,0.562,1.117,27.27,0.0,72.73,46.56,1.764,8.55,0.445,0.505,4.27,body_atr_bucket,0.60-1.00_large
