period,run,scenario,entry_selection_mode,trade_index,open_time,close_time,symbol,direction,session,month,fx_bucket,net_profit,final_result_R,label,neckline_break_label,fib_zone,h4_trend_state,h1_counter_trend_state,h4_pullback_depth_bucket,neckline_source_type,neckline_touch_count,neckline_age_bars,neckline_range_atr,entry_close_distance_from_neckline_atr,breakout_body_atr,breakout_body_ratio,breakout_wick_ratio,breakout_close_strength,immediate_retest_within_4_bars,false_break_return_inside_neckline,false_break_return_bars,max_favorable_r,max_adverse_r,reached_0_5R,reached_1R,reached_1_5R,reached_2R,reached_3R,mfe_bucket,time_to_0_5R,time_to_1R,time_to_2R,time_to_SL,did_price_reverse_after_1R,did_price_reverse_after_1_5R,sl_atr,sl_atr_bucket,spread_atr,spread_atr_bucket,quality_score,failure_type,winning_type,setup_failure_layer,true_clean_candidate
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,7,2026.01.29 01:05:00,2026.01.29 09:03:55,EURUSD,LONG,server_00_07,2026-01,FX,98.55,2.017,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,50-58,double_bottom,27,6,1.119,0.475,0.079,0.381,0.619,0.857,1,0,,2.149,0.304,1,1,1,1,0,2R+,15.0,30.0,475.0,,0,0,1.79,1.5-2.0,0.1976,0.10-0.20,68.77,,retest_then_go,n/a_win,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,8,2026.01.30 01:50:00,2026.01.30 03:07:19,XAUUSD,LONG,server_00_07,2026-01,XAUUSD,-70.76,-1.007,neckline_break_initial,neckline_break_initial,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,58-62_deep_zone,double_bottom,9,4,1.39,0.461,0.128,0.793,0.207,0.846,0,0,,0.11,2.009,0,0,0,0,0,<0.5R,,,,75.0,0,0,1.9,1.5-2.0,0.0057,<0.10,97.97,no_follow_through,,M15_neckline_quality_problem,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,9,2026.02.03 13:50:00,2026.02.03 14:00:55,XAUUSD,SHORT,server_08_15,2026-02,XAUUSD,-36.92,-1.013,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,42-50,double_top,29,4,0.499,0.374,0.14,0.33,0.67,0.999,1,1,1,0.433,1.593,0,0,0,0,0,<0.5R,,,,10.0,0,0,0.92,<1.0,0.0101,<0.10,71.27,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,10,2026.02.12 18:50:00,2026.02.13 03:05:06,USDJPY,SHORT,server_16_23,2026-02,FX,-53.13,-1.011,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,38-42_shallow_zone,double_top,29,5,0.942,0.415,0.004,0.013,0.987,0.592,0,0,,0.549,1.466,1,0,0,0,0,0.5-1R,30.0,,,495.0,0,0,1.45,1.0-1.5,0.0872,<0.10,70.12,late_breakout,,entry_timing_problem,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,11,2026.02.13 16:50:00,2026.02.13 17:10:40,GBPJPY,SHORT,server_16_23,2026-02,FX,-48.41,-1.014,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,50-58,double_top,32,3,1.529,0.371,0.467,0.405,0.595,0.591,1,1,0,0.694,1.541,1,0,0,0,0,0.5-1R,0.0,,,20.0,0,0,1.34,1.0-1.5,0.1806,0.10-0.20,71.89,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,12,2026.02.13 17:20:00,2026.02.16 09:17:13,EURJPY,SHORT,server_16_23,2026-02,FX,-50.4,-1.02,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,50-58,double_top,28,9,1.057,0.437,0.29,0.646,0.354,0.646,0,0,,1.717,1.113,1,1,1,0,0,1.5-2R,20.0,25.0,,3835.0,1,1,1.67,1.5-2.0,0.1707,0.10-0.20,63.76,target_too_far,,SL_TP_design_problem,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,13,2026.02.18 12:50:00,2026.02.18 14:07:13,XAUUSD,SHORT,server_08_15,2026-02,XAUUSD,-42.56,-1.01,neckline_break_initial,neckline_break_initial,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,42-50,double_top,10,6,1.353,0.016,0.105,0.479,0.521,0.417,1,1,1,0.617,1.261,1,0,0,0,0,0.5-1R,55.0,,,75.0,0,0,1.42,1.0-1.5,0.027,<0.10,106.22,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,14,2026.02.23 17:35:00,2026.02.23 17:52:41,EURUSD,LONG,server_16_23,2026-02,FX,-47.79,-1.0,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,42-50,double_bottom,11,3,1.178,0.247,0.479,0.603,0.397,0.0,1,1,0,0.333,1.099,0,0,0,0,0,<0.5R,,,,15.0,0,0,1.11,1.0-1.5,0.1784,0.10-0.20,72.47,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,15,2026.02.26 09:35:00,2026.02.26 16:46:26,USDJPY,LONG,server_08_15,2026-02,FX,-47.63,-1.014,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,58-62_deep_zone,double_bottom,20,3,1.198,0.397,0.429,0.73,0.27,0.027,1,1,3,0.586,1.32,1,0,0,0,0,0.5-1R,390.0,,,430.0,0,0,1.77,1.5-2.0,0.167,0.10-0.20,69.51,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,16,2026.02.27 12:35:00,2026.02.27 13:55:08,XAUUSD,SHORT,server_08_15,2026-02,XAUUSD,-46.2,-1.011,neckline_break_initial,neckline_break_initial,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,50-58,double_top,19,3,1.22,0.395,0.271,0.386,0.614,0.99,1,1,0,0.208,1.408,0,0,0,0,0,<0.5R,,,,80.0,0,0,1.66,1.5-2.0,0.0291,<0.10,103.9,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,17,2026.03.02 21:20:00,2026.03.03 08:14:13,XAUUSD,LONG,server_16_23,2026-03,XAUUSD,-38.35,-1.01,neckline_break_initial,neckline_break_initial,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,42-50,double_bottom,9,5,1.353,0.215,0.226,0.395,0.605,0.51,0,0,,1.459,1.245,1,1,0,0,0,1-1.5R,50.0,340.0,,650.0,1,0,1.62,1.5-2.0,0.0091,<0.10,104.35,target_too_far,,SL_TP_design_problem,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,18,2026.03.04 14:35:00,2026.03.06 18:43:56,GBPUSD,SHORT,server_08_15,2026-03,FX,-47.82,-1.003,clean_nested_nwave_entry,clean_nested_nwave_entry,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,58-62_deep_zone,double_top,18,5,1.871,0.141,0.224,0.613,0.387,0.048,0,1,6,1.978,1.127,1,1,1,0,0,1.5-2R,20.0,950.0,,3130.0,1,1,2.12,2.0+,0.1117,0.10-0.20,122.22,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,19,2026.03.11 17:35:00,2026.03.11 18:14:56,EURUSD,LONG,server_16_23,2026-03,FX,-46.2,-1.008,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,50-58,double_bottom,23,3,1.178,0.178,0.381,0.402,0.598,0.232,1,1,0,0.382,1.076,0,0,0,0,0,<0.5R,,,,35.0,0,0,1.11,1.0-1.5,0.11,0.10-0.20,76.05,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,20,2026.03.18 20:50:00,2026.03.18 21:39:53,GBPUSD,LONG,server_16_23,2026-03,FX,-45.8,-1.004,neckline_break_initial,neckline_break_initial,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,38-42_shallow_zone,double_bottom,16,8,1.769,0.176,0.074,0.113,0.887,0.014,1,1,4,0.496,1.232,0,0,0,0,0,<0.5R,,,,45.0,0,0,2.12,2.0+,0.1672,0.10-0.20,95.09,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,21,2026.03.20 09:05:00,2026.03.20 11:19:23,XAUUSD,SHORT,server_08_15,2026-03,XAUUSD,-30.59,-1.043,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,42-50,double_top,5,3,0.952,1.139,0.478,0.482,0.518,0.45,0,0,,1.146,1.274,1,1,0,0,0,1-1.5R,20.0,35.0,,130.0,1,0,2.14,2.0+,0.0204,<0.10,61.93,target_too_far,,SL_TP_design_problem,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,22,2026.03.20 11:50:00,2026.03.20 13:56:26,XAUUSD,SHORT,server_08_15,2026-03,XAUUSD,57.29,2.004,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,42-50,double_top,11,14,0.773,0.872,0.684,0.708,0.292,0.763,0,0,,2.053,0.162,1,1,1,1,0,2R+,40.0,55.0,125.0,,0,0,1.7,1.5-2.0,0.0142,<0.10,47.13,,strong_body_breakout,n/a_win,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,23,2026.03.24 11:20:00,2026.03.24 12:30:01,GBPUSD,LONG,server_08_15,2026-03,FX,-47.36,-1.035,chasing_after_break,chasing_after_break,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,38-42_shallow_zone,simplified_pattern,34,13,0.684,1.331,0.564,0.63,0.37,0.017,0,1,6,0.0,1.133,0,0,0,0,0,<0.5R,,,,70.0,0,0,2.15,2.0+,0.1352,0.10-0.20,6.06,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,24,2026.03.24 12:50:00,2026.03.24 16:07:17,GBPUSD,LONG,server_08_15,2026-03,FX,-46.41,-1.0,chasing_after_break,chasing_after_break,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,38-42_shallow_zone,simplified_pattern,45,19,0.595,0.065,0.078,0.235,0.765,0.588,1,1,8,1.622,2.546,1,1,1,0,0,1.5-2R,5.0,30.0,,195.0,1,1,0.78,<1.0,0.1175,0.10-0.20,10.31,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,BEST_ONLY,25,2026.03.26 14:05:00,2026.03.26 19:21:27,XAUUSD,LONG,server_08_15,2026-03,XAUUSD,-34.93,-1.073,clean_nested_nwave_entry,clean_nested_nwave_entry,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,58-62_deep_zone,double_bottom,23,6,1.417,0.336,0.12,0.259,0.741,0.677,1,1,8,1.019,1.812,1,1,0,0,0,1-1.5R,195.0,210.0,,315.0,1,0,1.8,1.5-2.0,0.0144,<0.10,118.67,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,1,2026.01.14 20:05:00,2026.01.16 04:40:12,USDJPY,LONG,server_16_23,2026-01,FX,-43.419999999999995,-1.004,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,38-42_shallow_zone,double_bottom,23,4,1.339,0.711,0.413,0.676,0.324,0.676,0,0,,1.914,1.5,1,1,1,0,0,1.5-2R,100.0,545.0,,1955.0,1,1,2.2,2.0+,0.1487,0.10-0.20,66.48,target_too_far,,SL_TP_design_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,2,2026.01.16 15:35:00,2026.01.16 17:39:05,GBPUSD,SHORT,server_08_15,2026-01,FX,99.94,2.039,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,38-42_shallow_zone,double_top,27,7,0.961,0.519,0.325,0.61,0.39,0.976,1,1,2,2.69,0.566,1,1,1,1,0,2R+,100.0,105.0,120.0,,0,0,1.67,1.5-2.0,0.1937,0.10-0.20,64.78,,retest_then_go,n/a_win,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,3,2026.01.16 18:05:00,2026.01.19 01:43:29,GBPUSD,SHORT,server_16_23,2026-01,FX,-48.94,-1.005,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,42-50,double_top,24,4,0.851,1.178,0.545,0.743,0.257,0.257,0,0,,1.864,1.077,1,1,1,0,0,1.5-2R,3235.0,3235.0,,3335.0,1,1,2.17,2.0+,0.1481,0.10-0.20,65.61,target_too_far,,SL_TP_design_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,4,2026.01.21 16:05:00,2026.01.21 21:31:09,GBPUSD,LONG,server_16_23,2026-01,FX,-47.96,-1.0,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,58-62_deep_zone,double_bottom,7,3,1.495,0.515,1.059,0.823,0.177,0.062,1,1,2,1.22,1.032,1,1,0,0,0,1-1.5R,25.0,35.0,,325.0,1,0,2.16,2.0+,0.1483,0.10-0.20,68.92,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,5,2026.01.28 13:05:00,2026.01.28 13:08:17,GBPUSD,LONG,server_08_15,2026-01,FX,-49.28,-1.0,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,38-42_shallow_zone,double_bottom,17,3,1.298,0.831,1.016,0.984,0.016,0.0,0,1,0,0.0,1.013,0,0,0,0,0,<0.5R,,,,0.0,0,0,0.62,<1.0,0.1538,0.10-0.20,64.01,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,6,2026.01.28 20:05:00,2026.01.28 20:38:13,GBPUSD,LONG,server_16_23,2026-01,FX,-48.0,-1.0,clean_nested_nwave_entry,clean_nested_nwave_entry,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,38-42_shallow_zone,double_bottom,47,3,0.824,0.101,0.085,0.348,0.652,0.457,1,1,0,0.146,1.177,0,0,0,0,0,<0.5R,,,,30.0,0,0,1.02,1.0-1.5,0.0959,<0.10,122.13,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,7,2026.01.29 01:05:00,2026.01.29 09:03:55,EURUSD,LONG,server_00_07,2026-01,FX,98.55,2.017,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,50-58,double_bottom,27,6,1.119,0.475,0.079,0.381,0.619,0.857,1,0,,2.149,0.304,1,1,1,1,0,2R+,15.0,30.0,475.0,,0,0,1.79,1.5-2.0,0.1976,0.10-0.20,68.77,,retest_then_go,n/a_win,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,8,2026.01.29 03:05:00,2026.01.29 09:41:04,USDJPY,SHORT,server_00_07,2026-01,FX,-50.76,-1.006,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,42-50,double_top,19,8,0.699,0.392,1.203,0.873,0.127,0.02,1,0,,2.068,0.892,1,1,1,1,0,2R+,0.0,80.0,170.0,,0,0,1.23,1.0-1.5,0.1397,0.10-0.20,67.83,late_breakout,,entry_timing_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,9,2026.01.30 01:50:00,2026.01.30 03:07:19,XAUUSD,LONG,server_00_07,2026-01,XAUUSD,-70.76,-1.007,neckline_break_initial,neckline_break_initial,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,58-62_deep_zone,double_bottom,9,4,1.39,0.461,0.128,0.793,0.207,0.846,0,0,,0.11,2.009,0,0,0,0,0,<0.5R,,,,75.0,0,0,1.9,1.5-2.0,0.0057,<0.10,97.97,no_follow_through,,M15_neckline_quality_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,10,2026.02.03 13:50:00,2026.02.03 14:00:55,XAUUSD,SHORT,server_08_15,2026-02,XAUUSD,-36.92,-1.013,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,42-50,double_top,29,4,0.499,0.374,0.14,0.33,0.67,0.999,1,1,1,0.433,1.593,0,0,0,0,0,<0.5R,,,,10.0,0,0,0.92,<1.0,0.0101,<0.10,71.27,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,11,2026.02.12 18:50:00,2026.02.13 03:05:06,USDJPY,SHORT,server_16_23,2026-02,FX,-50.72,-1.011,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,38-42_shallow_zone,double_top,29,5,0.942,0.415,0.004,0.013,0.987,0.592,0,0,,0.549,1.466,1,0,0,0,0,0.5-1R,30.0,,,495.0,0,0,1.45,1.0-1.5,0.0872,<0.10,70.12,late_breakout,,entry_timing_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,12,2026.02.13 16:50:00,2026.02.13 17:10:40,GBPJPY,SHORT,server_16_23,2026-02,FX,-48.41,-1.014,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,50-58,double_top,32,3,1.529,0.371,0.467,0.405,0.595,0.591,1,1,0,0.694,1.541,1,0,0,0,0,0.5-1R,0.0,,,20.0,0,0,1.34,1.0-1.5,0.1806,0.10-0.20,71.89,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,13,2026.02.13 16:50:00,2026.02.16 09:17:13,EURJPY,SHORT,server_16_23,2026-02,FX,-50.96,-1.018,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,50-58,double_top,29,7,1.177,0.778,0.19,0.252,0.748,0.748,1,0,,1.348,1.097,1,1,0,0,0,1-1.5R,15.0,335.0,,3865.0,1,0,2.15,2.0+,0.1903,0.10-0.20,63.65,target_too_far,,SL_TP_design_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,14,2026.02.12 19:20:00,2026.02.17 13:56:10,EURUSD,SHORT,server_16_23,2026-02,FX,96.63,2.005,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,50-58,double_top,51,5,1.222,0.657,0.525,0.559,0.441,0.43,0,0,,2.293,0.678,1,1,1,1,0,2R+,55.0,825.0,6630.0,,0,0,2.07,2.0+,0.1921,0.10-0.20,69.61,,clean_break_and_go,n/a_win,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,15,2026.02.18 12:50:00,2026.02.18 14:07:13,XAUUSD,SHORT,server_08_15,2026-02,XAUUSD,-42.56,-1.01,neckline_break_initial,neckline_break_initial,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,42-50,double_top,10,6,1.353,0.016,0.105,0.479,0.521,0.417,1,1,1,0.617,1.261,1,0,0,0,0,0.5-1R,55.0,,,75.0,0,0,1.42,1.0-1.5,0.027,<0.10,106.22,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,16,2026.02.23 17:35:00,2026.02.23 17:52:41,EURUSD,LONG,server_16_23,2026-02,FX,-47.79,-1.0,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,42-50,double_bottom,11,3,1.178,0.247,0.479,0.603,0.397,0.0,1,1,0,0.333,1.099,0,0,0,0,0,<0.5R,,,,15.0,0,0,1.11,1.0-1.5,0.1784,0.10-0.20,72.47,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,17,2026.02.26 09:35:00,2026.02.26 16:46:26,USDJPY,LONG,server_08_15,2026-02,FX,-47.63,-1.014,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,58-62_deep_zone,double_bottom,20,3,1.198,0.397,0.429,0.73,0.27,0.027,1,1,3,0.586,1.32,1,0,0,0,0,0.5-1R,390.0,,,430.0,0,0,1.77,1.5-2.0,0.167,0.10-0.20,69.51,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,18,2026.02.27 12:35:00,2026.02.27 13:55:08,XAUUSD,SHORT,server_08_15,2026-02,XAUUSD,-46.2,-1.011,neckline_break_initial,neckline_break_initial,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,50-58,double_top,19,3,1.22,0.395,0.271,0.386,0.614,0.99,1,1,0,0.208,1.408,0,0,0,0,0,<0.5R,,,,80.0,0,0,1.66,1.5-2.0,0.0291,<0.10,103.9,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,19,2026.03.02 21:20:00,2026.03.03 08:14:13,XAUUSD,LONG,server_16_23,2026-03,XAUUSD,-38.35,-1.01,neckline_break_initial,neckline_break_initial,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,42-50,double_bottom,9,5,1.353,0.215,0.226,0.395,0.605,0.51,0,0,,1.459,1.245,1,1,0,0,0,1-1.5R,50.0,340.0,,650.0,1,0,1.62,1.5-2.0,0.0091,<0.10,104.35,target_too_far,,SL_TP_design_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,20,2026.03.04 14:35:00,2026.03.06 18:43:56,GBPUSD,SHORT,server_08_15,2026-03,FX,-47.82,-1.003,clean_nested_nwave_entry,clean_nested_nwave_entry,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,58-62_deep_zone,double_top,18,5,1.871,0.141,0.224,0.613,0.387,0.048,0,1,6,1.978,1.127,1,1,1,0,0,1.5-2R,20.0,950.0,,3130.0,1,1,2.12,2.0+,0.1117,0.10-0.20,122.22,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,21,2026.03.11 17:35:00,2026.03.11 18:14:56,EURUSD,LONG,server_16_23,2026-03,FX,-47.52,-1.008,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,50-58,double_bottom,23,3,1.178,0.178,0.381,0.402,0.598,0.232,1,1,0,0.382,1.076,0,0,0,0,0,<0.5R,,,,35.0,0,0,1.11,1.0-1.5,0.11,0.10-0.20,76.05,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,22,2026.03.18 20:50:00,2026.03.18 21:39:53,GBPUSD,LONG,server_16_23,2026-03,FX,-45.8,-1.004,neckline_break_initial,neckline_break_initial,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,38-42_shallow_zone,double_bottom,16,8,1.769,0.176,0.074,0.113,0.887,0.014,1,1,4,0.496,1.232,0,0,0,0,0,<0.5R,,,,45.0,0,0,2.12,2.0+,0.1672,0.10-0.20,95.09,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,23,2026.03.20 09:05:00,2026.03.20 11:19:23,XAUUSD,SHORT,server_08_15,2026-03,XAUUSD,-30.59,-1.043,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,42-50,double_top,5,3,0.952,1.139,0.478,0.482,0.518,0.45,0,0,,1.146,1.274,1,1,0,0,0,1-1.5R,20.0,35.0,,130.0,1,0,2.14,2.0+,0.0204,<0.10,61.93,target_too_far,,SL_TP_design_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,24,2026.03.20 11:50:00,2026.03.20 13:56:26,XAUUSD,SHORT,server_08_15,2026-03,XAUUSD,57.29,2.004,neckline_break_late,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,42-50,double_top,11,14,0.773,0.872,0.684,0.708,0.292,0.763,0,0,,2.053,0.162,1,1,1,1,0,2R+,40.0,55.0,125.0,,0,0,1.7,1.5-2.0,0.0142,<0.10,47.13,,strong_body_breakout,n/a_win,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,25,2026.03.24 11:20:00,2026.03.24 12:30:01,GBPUSD,LONG,server_08_15,2026-03,FX,-47.36,-1.035,chasing_after_break,chasing_after_break,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,38-42_shallow_zone,simplified_pattern,34,13,0.684,1.331,0.564,0.63,0.37,0.017,0,1,6,0.0,1.133,0,0,0,0,0,<0.5R,,,,70.0,0,0,2.15,2.0+,0.1352,0.10-0.20,6.06,false_breakout,,M15_neckline_quality_problem,0
2026-Q1,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,ALL_SCORE_PASSING,26,2026.03.24 12:50:00,2026.03.24 16:07:17,GBPUSD,LONG,server_08_15,2026-03,FX,-46.41,-1.0,chasing_after_break,chasing_after_break,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,38-42_shallow_zone,simplified_pattern,45,19,0.595,0.065,0.078,0.235,0.765,0.588,1,1,8,1.622,2.546,1,1,1,0,0,1.5-2R,5.0,30.0,,195.0,1,1,0.78,<1.0,0.1175,0.10-0.20,10.31,false_breakout,,M15_neckline_quality_problem,0
