period,month,run,scenario,trade_index,open_time,close_time,symbol,fx_vs_xauusd,direction,net_profit,result_R,close_comment,session,label,neckline_break_label,breakout_quality_label,context_quality_label,context_quality_score,context_quality_reason,sl_atr,tp_atr,breakout_close_distance_from_neckline_atr,breakout_body_ratio,breakout_body_atr,breakout_close_position_directional,breakout_directional_wick_ratio
2026-Q1,2026-01,B,retest_all_r12,1,2026-01-16 18:35:00,2026-01-19 00:08:48,GBPUSD,FX,SHORT,60.43,1.239,tp 1.33577,server_16_23,retest_confirmation_entry,retest_confirmed,unclassified,not_evaluated,0.0,,2.06,2.48,1.27,0.83,1.91,0.88,0.12
2026-Q1,2026-01,B,retest_all_r12,2,2026-01-21 16:05:00,2026-01-21 17:03:25,GBPUSD,FX,LONG,60.26,1.202,tp 1.34581,server_16_23,retest_confirmation_entry,retest_confirmed,unclassified,not_evaluated,0.0,,2.16,2.59,0.09,0.8,0.93,0.89,0.11
2026-Q1,2026-01,B,retest_all_r12,3,2026-01-21 17:20:00,2026-01-21 19:36:57,GBPUSD,FX,LONG,-49.92,-1.0,sl 1.34204,server_16_23,retest_confirmation_entry,retest_confirmed,unclassified,not_evaluated,0.0,,1.64,1.97,0.58,0.78,1.29,0.78,0.22
2026-Q1,2026-01,B,retest_all_r12,4,2026-01-28 20:05:00,2026-01-28 20:38:13,GBPUSD,FX,LONG,-49.92,-1.0,sl 1.37696,server_16_23,retest_then_go_after_return_inside,retest_confirmed,unclassified,not_evaluated,0.0,,1.02,1.23,0.11,0.48,0.83,0.97,0.03
2026-Q1,2026-01,B,retest_all_r12,5,2026-01-29 01:05:00,2026-01-29 01:59:59,EURUSD,FX,LONG,58.86,1.204,tp 1.19786,server_00_07,retest_confirmation_entry,retest_confirmed,unclassified,not_evaluated,0.0,,1.79,2.14,0.18,0.19,0.13,0.99,0.01
2026-Q1,2026-01,B,retest_all_r12,6,2026-01-29 05:20:00,2026-01-29 09:41:02,USDJPY,FX,SHORT,-49.91,-1.003,sl 153.404,server_00_07,retest_confirmation_entry,retest_confirmed,unclassified,not_evaluated,0.0,,1.99,2.39,0.51,0.87,1.26,0.98,0.02
2026-Q1,2026-02,B,retest_all_r12,7,2026-02-12 19:05:00,2026-02-13 03:05:06,USDJPY,FX,SHORT,-51.27,-1.011,sl 153.076,server_16_23,retest_confirmation_entry,retest_confirmed,unclassified,not_evaluated,0.0,,1.5,1.79,0.13,0.4,0.57,0.76,0.24
2026-Q1,2026-02,B,retest_all_r12,8,2026-02-13 16:50:00,2026-02-13 17:10:40,GBPJPY,FX,SHORT,-50.27,-1.014,sl 208.811,server_16_23,retest_confirmation_entry,retest_confirmed,unclassified,not_evaluated,0.0,,1.34,1.6,0.05,0.54,0.77,0.73,0.27
2026-Q1,2026-02,B,retest_all_r12,9,2026-02-13 17:35:00,2026-02-16 01:03:47,EURJPY,FX,SHORT,57.75,1.239,tp 181.219,server_16_23,retest_confirmation_entry,retest_confirmed,unclassified,not_evaluated,0.0,,1.76,2.11,0.23,0.55,0.6,0.69,0.31
2026-Q1,2026-02,B,retest_all_r12,10,2026-02-12 19:20:00,2026-02-17 02:41:43,EURUSD,FX,SHORT,61.29,1.2,tp 1.18459,server_16_23,retest_confirmation_entry,retest_confirmed,unclassified,not_evaluated,0.0,,2.07,2.49,0.85,0.75,1.65,0.95,0.05
2026-Q1,2026-02,B,retest_all_r12,11,2026-02-18 13:35:00,2026-02-18 14:10:33,XAUUSD,XAUUSD,SHORT,-47.76,-1.003,sl 4924.86,server_08_15,retest_confirmation_entry,retest_confirmed,unclassified,not_evaluated,0.0,,1.75,2.1,0.61,0.78,1.37,0.78,0.22
2026-Q1,2026-02,B,retest_all_r12,12,2026-02-26 09:35:00,2026-02-26 16:46:26,USDJPY,FX,LONG,-49.07,-1.014,sl 155.891,server_08_15,retest_confirmation_entry,retest_confirmed,unclassified,not_evaluated,0.0,,1.77,2.12,0.53,0.92,1.24,0.92,0.08
2026-Q1,2026-02,B,retest_all_r12,13,2026-02-27 13:20:00,2026-02-27 13:55:08,XAUUSD,XAUUSD,SHORT,-44.95,-1.018,sl 5182.97,server_08_15,retest_then_go_after_return_inside,retest_confirmed,unclassified,not_evaluated,0.0,,1.41,1.69,0.14,0.12,0.17,0.88,0.12
2026-Q1,2026-03,B,retest_all_r12,14,2026-03-02 21:35:00,2026-03-03 08:14:13,XAUUSD,XAUUSD,LONG,-43.53,-1.01,sl 5288.54,server_16_23,retest_confirmation_entry,retest_confirmed,unclassified,not_evaluated,0.0,,1.98,2.38,0.47,0.78,0.7,0.86,0.14
2026-Q1,2026-03,B,retest_all_r12,15,2026-03-04 15:05:00,2026-03-05 06:01:40,GBPUSD,FX,SHORT,58.02,1.202,tp 1.33388,server_08_15,retest_confirmation_entry,retest_confirmed,unclassified,not_evaluated,0.0,,1.44,1.73,0.41,0.95,1.44,0.98,0.02
2026-Q1,2026-03,B,retest_all_r12,16,2026-03-16 17:50:00,2026-03-16 18:39:27,GBPUSD,FX,SHORT,-48.3,-1.01,sl 1.33149,server_16_23,retest_then_go_after_return_inside,retest_confirmed,unclassified,not_evaluated,0.0,,2.1,2.52,0.01,0.7,0.93,0.93,0.07
2026-Q1,2026-03,B,retest_all_r12,17,2026-03-20 09:05:00,2026-03-20 11:19:23,XAUUSD,XAUUSD,SHORT,-30.59,-1.043,sl 4724.23,server_08_15,retest_confirmation_entry,retest_confirmed,unclassified,not_evaluated,0.0,,2.14,2.57,0.08,0.56,0.75,0.59,0.41
2026-Q1,2026-03,B,retest_all_r12,18,2026-03-26 14:05:00,2026-03-26 19:21:27,XAUUSD,XAUUSD,LONG,-34.93,-1.073,sl 4413.62,server_08_15,retest_then_go_after_return_inside,retest_confirmed,unclassified,not_evaluated,0.0,,1.8,2.16,0.09,0.71,0.93,0.73,0.27
2026-Q1,2026-01,C,breakout_router_all_r12,1,2026-01-29 03:50:00,2026-01-29 09:41:04,USDJPY,FX,SHORT,-49.9,-1.004,sl 153.433,server_00_07,strong_breakout,router_strong_instant,strong_breakout,clean_context,8.0,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.51,1.81,0.99,0.82,0.7,0.82,0.18
2026-Q1,2026-02,C,breakout_router_all_r12,2,2026-02-12 19:05:00,2026-02-13 03:05:06,USDJPY,FX,SHORT,-51.27,-1.011,sl 153.076,server_16_23,strong_breakout,router_strong_instant,strong_breakout,clean_context,6.0,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.5,1.79,0.78,0.6,0.36,0.92,0.08
2026-Q1,2026-02,C,breakout_router_all_r12,3,2026-02-18 13:50:00,2026-02-18 14:10:33,XAUUSD,XAUUSD,SHORT,-45.16,-1.003,sl 4924.86,server_08_15,strong_breakout,router_strong_instant,strong_breakout,clean_context,8.0,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.65,1.99,0.72,0.73,0.59,0.94,0.06
2026-Q1,2026-02,C,breakout_router_all_r12,4,2026-02-26 12:05:00,2026-02-26 16:46:26,USDJPY,FX,LONG,-48.66,-1.022,sl 155.892,server_08_15,weak_breakout_retest_confirmed,router_weak_retest_confirmed,weak_breakout,clean_context,7.0,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_neutral|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.66,1.99,0.16,0.3,0.32,0.87,0.13
2026-Q1,2026-03,C,breakout_router_all_r12,5,2026-03-02 21:20:00,2026-03-03 03:07:08,XAUUSD,XAUUSD,LONG,43.84,1.201,tp 5370.21,server_16_23,strong_breakout,router_strong_instant,strong_breakout,clean_context,8.0,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.62,1.94,0.43,0.78,0.65,0.86,0.14
2026-Q1,2026-03,C,breakout_router_all_r12,6,2026-03-04 15:05:00,2026-03-05 06:01:40,GBPUSD,FX,SHORT,58.02,1.202,tp 1.33388,server_08_15,strong_breakout,router_strong_instant,strong_breakout,clean_context,6.0,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.44,1.73,1.23,0.82,0.97,0.82,0.18
2026-Q1,2026-01,D,context_router_all_r12,1,2026-01-21 16:20:00,2026-01-21 16:37:28,GBPUSD,FX,LONG,58.9,1.203,tp 1.34446,server_16_23,weak_breakout_clean_context,context_router_weak_clean_instant,weak_breakout,clean_context,6.0,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.46,1.75,0.87,0.27,0.46,0.64,0.08
2026-Q1,2026-01,D,context_router_all_r12,2,2026-01-29 03:35:00,2026-01-29 05:43:31,USDJPY,FX,SHORT,60.01,1.203,tp 152.967,server_00_07,weak_breakout_clean_context,context_router_weak_clean_instant,weak_breakout,clean_context,7.0,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_neutral|wick_ok|right_side_room_ok,1.32,1.58,0.3,0.13,0.12,0.56,0.32
2026-Q1,2026-01,D,context_router_all_r12,3,2026-01-29 05:50:00,2026-01-29 06:20:13,USDJPY,FX,SHORT,-50.95,-1.028,sl 153.194,server_00_07,weak_breakout_clean_context,context_router_weak_clean_instant,weak_breakout,clean_context,6.0,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.33,1.59,0.34,0.42,0.38,0.82,0.18
2026-Q1,2026-02,D,context_router_all_r12,4,2026-02-03 13:50:00,2026-02-03 14:00:55,XAUUSD,XAUUSD,SHORT,-36.92,-1.013,sl 4924.98,server_08_15,weak_breakout_clean_context,context_router_weak_clean_instant,weak_breakout,clean_context,7.0,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_neutral|body_atr_usable|wick_ok|right_side_room_ok,0.92,1.11,0.24,0.4,0.42,0.47,0.13
2026-Q1,2026-02,D,context_router_all_r12,5,2026-02-12 19:05:00,2026-02-13 03:05:06,USDJPY,FX,SHORT,-51.27,-1.011,sl 153.076,server_16_23,strong_breakout_clean_context,context_router_strong_instant,strong_breakout,clean_context,6.0,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.5,1.79,0.78,0.6,0.36,0.92,0.08
2026-Q1,2026-02,D,context_router_all_r12,6,2026-02-18 13:35:00,2026-02-18 14:10:33,XAUUSD,XAUUSD,SHORT,-47.76,-1.003,sl 4924.86,server_08_15,weak_breakout_clean_context,context_router_weak_clean_instant,weak_breakout,clean_context,6.0,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_neutral|entry_distance_usable|directional_close_ok|body_atr_neutral|wick_ok|right_side_room_ok,1.75,2.1,0.13,0.14,0.06,0.75,0.25
2026-Q1,2026-02,D,context_router_all_r12,7,2026-02-26 10:35:00,2026-02-26 16:05:57,USDJPY,FX,LONG,57.46,1.197,tp 156.214,server_08_15,weak_breakout_clean_context,context_router_weak_clean_instant,weak_breakout,clean_context,6.0,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.18,1.41,0.14,0.3,0.28,0.87,0.13
2026-Q1,2026-02,D,context_router_all_r12,8,2026-02-27 12:35:00,2026-02-27 13:55:08,XAUUSD,XAUUSD,SHORT,-46.2,-1.011,sl 5183.00,server_08_15,weak_breakout_clean_context,context_router_weak_clean_instant,weak_breakout,clean_context,6.0,h4_mid_pullback|neckline_touch_neutral|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_neutral|wick_ok|right_side_room_ok,1.66,2.0,0.13,0.12,0.15,0.88,0.12
2026-Q1,2026-03,D,context_router_all_r12,9,2026-03-02 21:20:00,2026-03-03 03:07:08,XAUUSD,XAUUSD,LONG,43.84,1.201,tp 5370.21,server_16_23,strong_breakout_clean_context,context_router_strong_instant,strong_breakout,clean_context,8.0,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.62,1.94,0.43,0.78,0.65,0.86,0.14
2026-Q1,2026-03,D,context_router_all_r12,10,2026-03-04 15:05:00,2026-03-05 06:01:40,GBPUSD,FX,SHORT,58.02,1.202,tp 1.33388,server_08_15,strong_breakout_clean_context,context_router_strong_instant,strong_breakout,clean_context,6.0,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.44,1.73,1.23,0.82,0.97,0.82,0.18
2026-Q1,2026-03,D,context_router_all_r12,11,2026-03-20 11:50:00,2026-03-20 12:58:19,XAUUSD,XAUUSD,SHORT,34.31,1.2,tp 4661.49,server_08_15,weak_breakout_clean_context,context_router_weak_clean_instant,weak_breakout,clean_context,7.0,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_neutral|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.7,2.03,0.19,0.66,0.91,0.66,0.34
2026-Q1,2026-03,D,context_router_all_r12,12,2026-03-24 11:50:00,2026-03-24 12:30:01,GBPUSD,FX,LONG,-52.44,-1.041,sl 1.33830,server_08_15,weak_breakout_clean_context,context_router_weak_clean_instant,weak_breakout,clean_context,5.0,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_neutral|wick_ok|right_side_room_ok,1.55,1.86,0.84,0.21,0.11,0.75,0.25
2026-Q1,2026-03,D,context_router_all_r12,13,2026-03-26 14:05:00,2026-03-26 19:21:27,XAUUSD,XAUUSD,LONG,-34.93,-1.073,sl 4413.62,server_08_15,weak_breakout_clean_context,context_router_weak_clean_instant,weak_breakout,clean_context,5.0,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_neutral|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.8,2.16,0.16,0.65,0.8,0.8,0.2
2026-Q1,2026-01,E,context_router_v2_all_r12,1,2026-01-21 16:20:00,2026-01-21 16:37:28,GBPUSD,FX,LONG,58.9,1.203,tp 1.34446,server_16_23,weak_breakout_clean_context,context_router_weak_clean_instant,weak_breakout,clean_context,6.0,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.46,1.75,0.87,0.27,0.46,0.64,0.08
2026-Q1,2026-01,E,context_router_v2_all_r12,2,2026-01-29 03:50:00,2026-01-29 09:41:04,USDJPY,FX,SHORT,-49.9,-1.004,sl 153.433,server_00_07,strong_breakout_clean_context,context_router_strong_instant,strong_breakout,clean_context,8.0,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.51,1.81,0.99,0.82,0.7,0.82,0.18
2026-Q1,2026-02,E,context_router_v2_all_r12,3,2026-02-03 13:50:00,2026-02-03 14:00:55,XAUUSD,XAUUSD,SHORT,-36.92,-1.013,sl 4924.98,server_08_15,weak_breakout_clean_context,context_router_weak_clean_instant,weak_breakout,clean_context,7.0,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_neutral|body_atr_usable|wick_ok|right_side_room_ok,0.92,1.11,0.24,0.4,0.42,0.47,0.13
2026-Q1,2026-02,E,context_router_v2_all_r12,4,2026-02-12 19:05:00,2026-02-13 03:05:06,USDJPY,FX,SHORT,-51.27,-1.011,sl 153.076,server_16_23,strong_breakout_clean_context,context_router_strong_instant,strong_breakout,clean_context,6.0,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.5,1.79,0.78,0.6,0.36,0.92,0.08
2026-Q1,2026-02,E,context_router_v2_all_r12,5,2026-02-18 13:50:00,2026-02-18 14:10:33,XAUUSD,XAUUSD,SHORT,-45.16,-1.003,sl 4924.86,server_08_15,strong_breakout_clean_context,context_router_strong_instant,strong_breakout,clean_context,8.0,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.65,1.99,0.72,0.73,0.59,0.94,0.06
2026-Q1,2026-02,E,context_router_v2_all_r12,6,2026-02-26 10:35:00,2026-02-26 16:05:57,USDJPY,FX,LONG,57.46,1.197,tp 156.214,server_08_15,weak_breakout_clean_context,context_router_weak_clean_instant,weak_breakout,clean_context,6.0,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.18,1.41,0.14,0.3,0.28,0.87,0.13
2026-Q1,2026-03,E,context_router_v2_all_r12,7,2026-03-02 21:20:00,2026-03-03 03:07:08,XAUUSD,XAUUSD,LONG,43.84,1.201,tp 5370.21,server_16_23,strong_breakout_clean_context,context_router_strong_instant,strong_breakout,clean_context,8.0,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.62,1.94,0.43,0.78,0.65,0.86,0.14
2026-Q1,2026-03,E,context_router_v2_all_r12,8,2026-03-04 15:05:00,2026-03-05 06:01:40,GBPUSD,FX,SHORT,58.02,1.202,tp 1.33388,server_08_15,strong_breakout_clean_context,context_router_strong_instant,strong_breakout,clean_context,6.0,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.44,1.73,1.23,0.82,0.97,0.82,0.18
2026-Q1,2026-03,E,context_router_v2_all_r12,9,2026-03-20 11:50:00,2026-03-20 12:58:19,XAUUSD,XAUUSD,SHORT,34.31,1.2,tp 4661.49,server_08_15,weak_breakout_clean_context,context_router_weak_clean_instant,weak_breakout,clean_context,7.0,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_neutral|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.7,2.03,0.19,0.66,0.91,0.66,0.34
2026-Q1,2026-03,E,context_router_v2_all_r12,10,2026-03-26 14:05:00,2026-03-26 19:21:27,XAUUSD,XAUUSD,LONG,-34.93,-1.073,sl 4413.62,server_08_15,weak_breakout_clean_context,context_router_weak_clean_instant,weak_breakout,clean_context,5.0,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_neutral|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,1.8,2.16,0.16,0.65,0.8,0.8,0.2
