trade_band_group,rank,combination_id,enabled_conditions,condition_count,trades,trade_band,win_rate,PF,avg_R,net,maxDD,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,LONG trades,SHORT trades,LONG net,SHORT net,LONG avg_R,SHORT avg_R,LONG PF,SHORT PF,symbols_count,symbol_distribution,max_symbol_share_pct,months_count,month_distribution,max_month_share_pct,sessions_count,session_distribution,cond_h4_ma_bias,cond_h4_fib_382_618,cond_h1_counter_nwave,cond_h1_counter_wave_atr,cond_true_bos_level,cond_m15_close_bos,cond_room_to_2r,cond_round_or_major_obstacle_clear
300-700_main,1,17,cond_h4_fib_382_618;cond_h1_counter_wave_atr,2,491,300-700_main,29.33,0.911,-0.137,-562.82,1148.44,1.315,1.339,67.21,49.08,28.11,242,249,-378.9,-183.92,-0.082,-0.191,0.878,0.943,6,AUDJPY:38;EURJPY:53;EURUSD:82;GBPJPY:50;GBPUSD:61;USDJPY:207,42.16,12,2025-01:67;2025-02:30;2025-03:53;2025-04:65;2025-05:74;2025-06:50;2025-07:29;2025-08:19;2025-09:31;2025-10:18;2025-11:26;2025-12:29,15.07,3,server_00_07:106;server_08_15:169;server_16_23:216,false,true,false,true,false,false,false,false
300-700_main,2,63,cond_h4_fib_382_618;cond_h1_counter_wave_atr;cond_true_bos_level,3,491,300-700_main,29.33,0.911,-0.137,-562.82,1148.44,1.315,1.339,67.21,49.08,28.11,242,249,-378.9,-183.92,-0.082,-0.191,0.878,0.943,6,AUDJPY:38;EURJPY:53;EURUSD:82;GBPJPY:50;GBPUSD:61;USDJPY:207,42.16,12,2025-01:67;2025-02:30;2025-03:53;2025-04:65;2025-05:74;2025-06:50;2025-07:29;2025-08:19;2025-09:31;2025-10:18;2025-11:26;2025-12:29,15.07,3,server_00_07:106;server_08_15:169;server_16_23:216,false,true,false,true,true,false,false,false
300-700_main,3,2,cond_h4_fib_382_618,1,560,300-700_main,29.64,0.895,-0.145,-734.82,1297.56,1.333,1.334,68.21,48.75,27.68,273,287,-379.63,-355.19,-0.071,-0.214,0.886,0.904,6,AUDJPY:45;EURJPY:60;EURUSD:88;GBPJPY:56;GBPUSD:71;USDJPY:240,42.86,12,2025-01:71;2025-02:32;2025-03:61;2025-04:72;2025-05:82;2025-06:63;2025-07:34;2025-08:22;2025-09:32;2025-10:23;2025-11:35;2025-12:33,14.64,3,server_00_07:131;server_08_15:190;server_16_23:239,false,true,false,false,false,false,false,false
300-700_main,4,18,cond_h4_fib_382_618;cond_true_bos_level,2,560,300-700_main,29.64,0.895,-0.145,-734.82,1297.56,1.333,1.334,68.21,48.75,27.68,273,287,-379.63,-355.19,-0.071,-0.214,0.886,0.904,6,AUDJPY:45;EURJPY:60;EURUSD:88;GBPJPY:56;GBPUSD:71;USDJPY:240,42.86,12,2025-01:71;2025-02:32;2025-03:61;2025-04:72;2025-05:82;2025-06:63;2025-07:34;2025-08:22;2025-09:32;2025-10:23;2025-11:35;2025-12:33,14.64,3,server_00_07:131;server_08_15:190;server_16_23:239,false,true,false,false,true,false,false,false
300-700_main,5,65,cond_h4_fib_382_618;cond_h1_counter_wave_atr;cond_room_to_2r,3,375,300-700_main,28.27,0.867,-0.182,-650.74,1078.6,1.352,1.391,69.07,49.6,28.0,193,182,-549.39,-101.35,-0.12,-0.247,0.784,0.957,6,AUDJPY:30;EURJPY:41;EURUSD:64;GBPJPY:37;GBPUSD:46;USDJPY:157,41.87,12,2025-01:52;2025-02:16;2025-03:44;2025-04:56;2025-05:59;2025-06:35;2025-07:22;2025-08:13;2025-09:27;2025-10:12;2025-11:18;2025-12:21,15.73,3,server_00_07:85;server_08_15:131;server_16_23:159,false,true,false,true,false,false,true,false
300-700_main,6,139,cond_h4_fib_382_618;cond_h1_counter_wave_atr;cond_true_bos_level;cond_room_to_2r,4,375,300-700_main,28.27,0.867,-0.182,-650.74,1078.6,1.352,1.391,69.07,49.6,28.0,193,182,-549.39,-101.35,-0.12,-0.247,0.784,0.957,6,AUDJPY:30;EURJPY:41;EURUSD:64;GBPJPY:37;GBPUSD:46;USDJPY:157,41.87,12,2025-01:52;2025-02:16;2025-03:44;2025-04:56;2025-05:59;2025-06:35;2025-07:22;2025-08:13;2025-09:27;2025-10:12;2025-11:18;2025-12:21,15.73,3,server_00_07:85;server_08_15:131;server_16_23:159,false,true,false,true,true,false,true,false
300-700_main,7,20,cond_h4_fib_382_618;cond_room_to_2r,2,418,300-700_main,28.23,0.843,-0.174,-849.98,1224.46,1.369,1.377,70.57,49.52,27.99,207,211,-644.53,-205.45,-0.098,-0.248,0.761,0.924,6,AUDJPY:35;EURJPY:47;EURUSD:69;GBPJPY:38;GBPUSD:54;USDJPY:175,41.87,12,2025-01:54;2025-02:17;2025-03:51;2025-04:60;2025-05:63;2025-06:41;2025-07:25;2025-08:15;2025-09:28;2025-10:16;2025-11:24;2025-12:24,15.07,3,server_00_07:101;server_08_15:144;server_16_23:173,false,true,false,false,false,false,true,false
300-700_main,8,68,cond_h4_fib_382_618;cond_true_bos_level;cond_room_to_2r,3,418,300-700_main,28.23,0.843,-0.174,-849.98,1224.46,1.369,1.377,70.57,49.52,27.99,207,211,-644.53,-205.45,-0.098,-0.248,0.761,0.924,6,AUDJPY:35;EURJPY:47;EURUSD:69;GBPJPY:38;GBPUSD:54;USDJPY:175,41.87,12,2025-01:54;2025-02:17;2025-03:51;2025-04:60;2025-05:63;2025-06:41;2025-07:25;2025-08:15;2025-09:28;2025-10:16;2025-11:24;2025-12:24,15.07,3,server_00_07:101;server_08_15:144;server_16_23:173,false,true,false,false,true,false,true,false
300-700_main,9,9,cond_h4_ma_bias;cond_h4_fib_382_618,2,300,300-700_main,27.33,0.814,-0.139,-728.85,915.99,1.295,1.325,66.33,47.33,26.33,173,127,-446.13,-282.72,-0.133,-0.147,0.754,0.866,6,AUDJPY:21;EURJPY:30;EURUSD:50;GBPJPY:27;GBPUSD:42;USDJPY:130,43.33,12,2025-01:44;2025-02:21;2025-03:18;2025-04:44;2025-05:43;2025-06:40;2025-07:21;2025-08:9;2025-09:20;2025-10:5;2025-11:16;2025-12:19,14.67,3,server_00_07:69;server_08_15:110;server_16_23:121,true,true,false,false,false,false,false,false
300-700_main,10,39,cond_h4_ma_bias;cond_h4_fib_382_618;cond_true_bos_level,3,300,300-700_main,27.33,0.814,-0.139,-728.85,915.99,1.295,1.325,66.33,47.33,26.33,173,127,-446.13,-282.72,-0.133,-0.147,0.754,0.866,6,AUDJPY:21;EURJPY:30;EURUSD:50;GBPJPY:27;GBPUSD:42;USDJPY:130,43.33,12,2025-01:44;2025-02:21;2025-03:18;2025-04:44;2025-05:43;2025-06:40;2025-07:21;2025-08:9;2025-09:20;2025-10:5;2025-11:16;2025-12:19,14.67,3,server_00_07:69;server_08_15:110;server_16_23:121,true,true,false,false,true,false,false,false
300-700_main,11,43,cond_h4_ma_bias;cond_h1_counter_nwave;cond_h1_counter_wave_atr,3,380,300-700_main,28.16,0.796,-0.231,-1095.06,1236.18,1.239,1.313,67.89,47.63,25.26,200,180,-80.95,-1014.11,-0.264,-0.193,0.96,0.699,6,AUDJPY:26;EURJPY:48;EURUSD:76;GBPJPY:46;GBPUSD:50;USDJPY:134,35.26,12,2025-01:53;2025-02:30;2025-03:51;2025-04:55;2025-05:41;2025-06:24;2025-07:21;2025-08:18;2025-09:14;2025-10:22;2025-11:35;2025-12:16,14.47,3,server_00_07:70;server_08_15:118;server_16_23:192,true,false,true,true,false,false,false,false
300-700_main,12,108,cond_h4_ma_bias;cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_true_bos_level,4,380,300-700_main,28.16,0.796,-0.231,-1095.06,1236.18,1.239,1.313,67.89,47.63,25.26,200,180,-80.95,-1014.11,-0.264,-0.193,0.96,0.699,6,AUDJPY:26;EURJPY:48;EURUSD:76;GBPJPY:46;GBPUSD:50;USDJPY:134,35.26,12,2025-01:53;2025-02:30;2025-03:51;2025-04:55;2025-05:41;2025-06:24;2025-07:21;2025-08:18;2025-09:14;2025-10:22;2025-11:35;2025-12:16,14.47,3,server_00_07:70;server_08_15:118;server_16_23:192,true,false,true,true,true,false,false,false
300-700_main,13,10,cond_h4_ma_bias;cond_h1_counter_nwave,2,384,300-700_main,27.86,0.791,-0.239,-1126.1,1267.22,1.229,1.316,67.45,47.14,25.0,204,180,-111.99,-1014.11,-0.279,-0.193,0.945,0.699,6,AUDJPY:26;EURJPY:48;EURUSD:76;GBPJPY:46;GBPUSD:51;USDJPY:137,35.68,12,2025-01:53;2025-02:30;2025-03:51;2025-04:55;2025-05:41;2025-06:27;2025-07:22;2025-08:18;2025-09:14;2025-10:22;2025-11:35;2025-12:16,14.32,3,server_00_07:70;server_08_15:122;server_16_23:192,true,false,true,false,false,false,false,false
300-700_main,14,44,cond_h4_ma_bias;cond_h1_counter_nwave;cond_true_bos_level,3,384,300-700_main,27.86,0.791,-0.239,-1126.1,1267.22,1.229,1.316,67.45,47.14,25.0,204,180,-111.99,-1014.11,-0.279,-0.193,0.945,0.699,6,AUDJPY:26;EURJPY:48;EURUSD:76;GBPJPY:46;GBPUSD:51;USDJPY:137,35.68,12,2025-01:53;2025-02:30;2025-03:51;2025-04:55;2025-05:41;2025-06:27;2025-07:22;2025-08:18;2025-09:14;2025-10:22;2025-11:35;2025-12:16,14.32,3,server_00_07:70;server_08_15:122;server_16_23:192,true,false,true,false,true,false,false,false
300-700_main,15,15,cond_h4_ma_bias;cond_round_or_major_obstacle_clear,2,641,300-700_main,26.99,0.732,-0.292,-2368.44,2667.26,1.348,1.497,68.95,50.7,27.15,344,297,-762.31,-1606.13,-0.22,-0.375,0.799,0.682,6,AUDJPY:33;EURJPY:70;EURUSD:116;GBPJPY:53;GBPUSD:115;USDJPY:254,39.63,12,2025-01:74;2025-02:60;2025-03:80;2025-04:71;2025-05:74;2025-06:56;2025-07:43;2025-08:44;2025-09:33;2025-10:37;2025-11:33;2025-12:36,12.48,3,server_00_07:137;server_08_15:218;server_16_23:286,true,false,false,false,false,false,false,true
300-700_main,16,54,cond_h4_ma_bias;cond_true_bos_level;cond_round_or_major_obstacle_clear,3,641,300-700_main,26.99,0.732,-0.292,-2368.44,2667.26,1.348,1.497,68.95,50.7,27.15,344,297,-762.31,-1606.13,-0.22,-0.375,0.799,0.682,6,AUDJPY:33;EURJPY:70;EURUSD:116;GBPJPY:53;GBPUSD:115;USDJPY:254,39.63,12,2025-01:74;2025-02:60;2025-03:80;2025-04:71;2025-05:74;2025-06:56;2025-07:43;2025-08:44;2025-09:33;2025-10:37;2025-11:33;2025-12:36,12.48,3,server_00_07:137;server_08_15:218;server_16_23:286,true,false,false,false,true,false,false,true
300-700_main,17,57,cond_h4_ma_bias;cond_room_to_2r;cond_round_or_major_obstacle_clear,3,641,300-700_main,26.99,0.732,-0.292,-2368.44,2667.26,1.348,1.497,68.95,50.7,27.15,344,297,-762.31,-1606.13,-0.22,-0.375,0.799,0.682,6,AUDJPY:33;EURJPY:70;EURUSD:116;GBPJPY:53;GBPUSD:115;USDJPY:254,39.63,12,2025-01:74;2025-02:60;2025-03:80;2025-04:71;2025-05:74;2025-06:56;2025-07:43;2025-08:44;2025-09:33;2025-10:37;2025-11:33;2025-12:36,12.48,3,server_00_07:137;server_08_15:218;server_16_23:286,true,false,false,false,false,false,true,true
300-700_main,18,126,cond_h4_ma_bias;cond_true_bos_level;cond_room_to_2r;cond_round_or_major_obstacle_clear,4,641,300-700_main,26.99,0.732,-0.292,-2368.44,2667.26,1.348,1.497,68.95,50.7,27.15,344,297,-762.31,-1606.13,-0.22,-0.375,0.799,0.682,6,AUDJPY:33;EURJPY:70;EURUSD:116;GBPJPY:53;GBPUSD:115;USDJPY:254,39.63,12,2025-01:74;2025-02:60;2025-03:80;2025-04:71;2025-05:74;2025-06:56;2025-07:43;2025-08:44;2025-09:33;2025-10:37;2025-11:33;2025-12:36,12.48,3,server_00_07:137;server_08_15:218;server_16_23:286,true,false,false,false,true,false,true,true
300-700_main,19,110,cond_h4_ma_bias;cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_room_to_2r,4,302,300-700_main,26.16,0.719,-0.297,-1298.25,1487.68,1.26,1.37,68.87,49.01,25.17,157,145,-327.97,-970.28,-0.327,-0.264,0.813,0.662,6,AUDJPY:21;EURJPY:38;EURUSD:58;GBPJPY:36;GBPUSD:37;USDJPY:112,37.09,12,2025-01:44;2025-02:24;2025-03:47;2025-04:47;2025-05:34;2025-06:11;2025-07:17;2025-08:15;2025-09:10;2025-10:17;2025-11:25;2025-12:11,15.56,3,server_00_07:57;server_08_15:99;server_16_23:146,true,false,true,true,false,false,true,false
300-700_main,20,184,cond_h4_ma_bias;cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_true_bos_level;cond_room_to_2r,5,302,300-700_main,26.16,0.719,-0.297,-1298.25,1487.68,1.26,1.37,68.87,49.01,25.17,157,145,-327.97,-970.28,-0.327,-0.264,0.813,0.662,6,AUDJPY:21;EURJPY:38;EURUSD:58;GBPJPY:36;GBPUSD:37;USDJPY:112,37.09,12,2025-01:44;2025-02:24;2025-03:47;2025-04:47;2025-05:34;2025-06:11;2025-07:17;2025-08:15;2025-09:10;2025-10:17;2025-11:25;2025-12:11,15.56,3,server_00_07:57;server_08_15:99;server_16_23:146,true,false,true,true,true,false,true,false
700-1500_large_reference,1,1,cond_h4_ma_bias,1,1431,700-1500_large_reference,29.35,0.903,-0.184,-1804.76,2299.39,1.296,1.365,67.44,48.99,26.48,769,662,-1206.41,-598.35,-0.136,-0.239,0.857,0.941,6,AUDJPY:85;EURJPY:186;EURUSD:215;GBPJPY:184;GBPUSD:236;USDJPY:525,36.69,12,2025-01:159;2025-02:132;2025-03:176;2025-04:209;2025-05:150;2025-06:112;2025-07:84;2025-08:77;2025-09:78;2025-10:97;2025-11:86;2025-12:71,14.61,3,server_00_07:271;server_08_15:486;server_16_23:674,true,false,false,false,false,false,false,false
700-1500_large_reference,2,12,cond_h4_ma_bias;cond_true_bos_level,2,1431,700-1500_large_reference,29.35,0.903,-0.184,-1804.76,2299.39,1.296,1.365,67.44,48.99,26.48,769,662,-1206.41,-598.35,-0.136,-0.239,0.857,0.941,6,AUDJPY:85;EURJPY:186;EURUSD:215;GBPJPY:184;GBPUSD:236;USDJPY:525,36.69,12,2025-01:159;2025-02:132;2025-03:176;2025-04:209;2025-05:150;2025-06:112;2025-07:84;2025-08:77;2025-09:78;2025-10:97;2025-11:86;2025-12:71,14.61,3,server_00_07:271;server_08_15:486;server_16_23:674,true,false,false,false,true,false,false,false
700-1500_large_reference,3,11,cond_h4_ma_bias;cond_h1_counter_wave_atr,2,1226,700-1500_large_reference,28.96,0.876,-0.172,-1958.25,2249.04,1.31,1.364,68.27,50.08,27.08,659,567,-1163.69,-794.56,-0.154,-0.194,0.838,0.908,6,AUDJPY:78;EURJPY:161;EURUSD:197;GBPJPY:150;GBPUSD:192;USDJPY:448,36.54,12,2025-01:127;2025-02:113;2025-03:145;2025-04:191;2025-05:129;2025-06:101;2025-07:69;2025-08:68;2025-09:63;2025-10:85;2025-11:77;2025-12:58,15.58,3,server_00_07:223;server_08_15:430;server_16_23:573,true,false,false,true,false,false,false,false
700-1500_large_reference,4,48,cond_h4_ma_bias;cond_h1_counter_wave_atr;cond_true_bos_level,3,1226,700-1500_large_reference,28.96,0.876,-0.172,-1958.25,2249.04,1.31,1.364,68.27,50.08,27.08,659,567,-1163.69,-794.56,-0.154,-0.194,0.838,0.908,6,AUDJPY:78;EURJPY:161;EURUSD:197;GBPJPY:150;GBPUSD:192;USDJPY:448,36.54,12,2025-01:127;2025-02:113;2025-03:145;2025-04:191;2025-05:129;2025-06:101;2025-07:69;2025-08:68;2025-09:63;2025-10:85;2025-11:77;2025-12:58,15.58,3,server_00_07:223;server_08_15:430;server_16_23:573,true,false,false,true,true,false,false,false
700-1500_large_reference,5,14,cond_h4_ma_bias;cond_room_to_2r,2,1052,700-1500_large_reference,27.95,0.84,-0.241,-2286.72,2740.81,1.332,1.432,67.87,49.62,27.38,557,495,-1230.27,-1056.45,-0.185,-0.303,0.806,0.867,6,AUDJPY:60;EURJPY:141;EURUSD:155;GBPJPY:131;GBPUSD:165;USDJPY:400,38.02,12,2025-01:120;2025-02:102;2025-03:132;2025-04:149;2025-05:120;2025-06:74;2025-07:60;2025-08:62;2025-09:56;2025-10:74;2025-11:54;2025-12:49,14.16,3,server_00_07:209;server_08_15:357;server_16_23:486,true,false,false,false,false,false,true,false
700-1500_large_reference,6,53,cond_h4_ma_bias;cond_true_bos_level;cond_room_to_2r,3,1052,700-1500_large_reference,27.95,0.84,-0.241,-2286.72,2740.81,1.332,1.432,67.87,49.62,27.38,557,495,-1230.27,-1056.45,-0.185,-0.303,0.806,0.867,6,AUDJPY:60;EURJPY:141;EURUSD:155;GBPJPY:131;GBPUSD:165;USDJPY:400,38.02,12,2025-01:120;2025-02:102;2025-03:132;2025-04:149;2025-05:120;2025-06:74;2025-07:60;2025-08:62;2025-09:56;2025-10:74;2025-11:54;2025-12:49,14.16,3,server_00_07:209;server_08_15:357;server_16_23:486,true,false,false,false,true,false,true,false
700-1500_large_reference,7,50,cond_h4_ma_bias;cond_h1_counter_wave_atr;cond_room_to_2r,3,933,700-1500_large_reference,27.65,0.831,-0.228,-2103.44,2448.49,1.35,1.433,68.49,50.8,27.97,501,432,-986.84,-1116.6,-0.197,-0.263,0.823,0.838,6,AUDJPY:57;EURJPY:125;EURUSD:146;GBPJPY:112;GBPUSD:135;USDJPY:358,38.37,12,2025-01:95;2025-02:91;2025-03:116;2025-04:143;2025-05:108;2025-06:69;2025-07:50;2025-08:57;2025-09:48;2025-10:67;2025-11:49;2025-12:40,15.33,3,server_00_07:178;server_08_15:328;server_16_23:427,true,false,false,true,false,false,true,false
700-1500_large_reference,8,119,cond_h4_ma_bias;cond_h1_counter_wave_atr;cond_true_bos_level;cond_room_to_2r,4,933,700-1500_large_reference,27.65,0.831,-0.228,-2103.44,2448.49,1.35,1.433,68.49,50.8,27.97,501,432,-986.84,-1116.6,-0.197,-0.263,0.823,0.838,6,AUDJPY:57;EURJPY:125;EURUSD:146;GBPJPY:112;GBPUSD:135;USDJPY:358,38.37,12,2025-01:95;2025-02:91;2025-03:116;2025-04:143;2025-05:108;2025-06:69;2025-07:50;2025-08:57;2025-09:48;2025-10:67;2025-11:49;2025-12:40,15.33,3,server_00_07:178;server_08_15:328;server_16_23:427,true,false,false,true,true,false,true,false
700-1500_large_reference,9,22,cond_h1_counter_nwave;cond_h1_counter_wave_atr,2,1327,700-1500_large_reference,27.05,0.706,-0.102,-5501.45,5603.27,1.301,1.266,69.33,49.51,27.66,631,696,-1886.54,-3614.91,-0.04,-0.159,0.781,0.643,6,AUDJPY:87;EURJPY:162;EURUSD:211;GBPJPY:163;GBPUSD:205;USDJPY:499,37.6,12,2025-01:144;2025-02:127;2025-03:175;2025-04:187;2025-05:128;2025-06:121;2025-07:88;2025-08:79;2025-09:57;2025-10:85;2025-11:80;2025-12:56,14.09,3,server_00_07:267;server_08_15:451;server_16_23:609,false,false,true,true,false,false,false,false
700-1500_large_reference,10,73,cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_true_bos_level,3,1327,700-1500_large_reference,27.05,0.706,-0.102,-5501.45,5603.27,1.301,1.266,69.33,49.51,27.66,631,696,-1886.54,-3614.91,-0.04,-0.159,0.781,0.643,6,AUDJPY:87;EURJPY:162;EURUSD:211;GBPJPY:163;GBPUSD:205;USDJPY:499,37.6,12,2025-01:144;2025-02:127;2025-03:175;2025-04:187;2025-05:128;2025-06:121;2025-07:88;2025-08:79;2025-09:57;2025-10:85;2025-11:80;2025-12:56,14.09,3,server_00_07:267;server_08_15:451;server_16_23:609,false,false,true,true,true,false,false,false
700-1500_large_reference,11,3,cond_h1_counter_nwave,1,1345,700-1500_large_reference,26.91,0.706,-0.109,-5551.83,5752.68,1.295,1.266,69.14,49.22,27.43,638,707,-1974.1,-3577.73,-0.05,-0.163,0.773,0.65,6,AUDJPY:87;EURJPY:163;EURUSD:216;GBPJPY:164;GBPUSD:211;USDJPY:504,37.47,12,2025-01:145;2025-02:128;2025-03:176;2025-04:189;2025-05:128;2025-06:124;2025-07:91;2025-08:80;2025-09:63;2025-10:85;2025-11:80;2025-12:56,14.05,3,server_00_07:267;server_08_15:457;server_16_23:621,false,false,true,false,false,false,false,false
700-1500_large_reference,12,23,cond_h1_counter_nwave;cond_true_bos_level,2,1345,700-1500_large_reference,26.91,0.706,-0.109,-5551.83,5752.68,1.295,1.266,69.14,49.22,27.43,638,707,-1974.1,-3577.73,-0.05,-0.163,0.773,0.65,6,AUDJPY:87;EURJPY:163;EURUSD:216;GBPJPY:164;GBPUSD:211;USDJPY:504,37.47,12,2025-01:145;2025-02:128;2025-03:176;2025-04:189;2025-05:128;2025-06:124;2025-07:91;2025-08:80;2025-09:63;2025-10:85;2025-11:80;2025-12:56,14.05,3,server_00_07:267;server_08_15:457;server_16_23:621,false,false,true,false,true,false,false,false
700-1500_large_reference,13,75,cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_room_to_2r,3,1157,700-1500_large_reference,26.36,0.681,-0.112,-5377.4,5628.71,1.33,1.29,70.7,50.65,28.18,549,608,-1981.44,-3395.96,-0.051,-0.166,0.747,0.623,6,AUDJPY:77;EURJPY:138;EURUSD:182;GBPJPY:144;GBPUSD:171;USDJPY:445,38.46,12,2025-01:123;2025-02:118;2025-03:161;2025-04:161;2025-05:115;2025-06:101;2025-07:80;2025-08:66;2025-09:47;2025-10:72;2025-11:63;2025-12:50,13.92,3,server_00_07:247;server_08_15:397;server_16_23:513,false,false,true,true,false,false,true,false
700-1500_large_reference,14,149,cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_true_bos_level;cond_room_to_2r,4,1157,700-1500_large_reference,26.36,0.681,-0.112,-5377.4,5628.71,1.33,1.29,70.7,50.65,28.18,549,608,-1981.44,-3395.96,-0.051,-0.166,0.747,0.623,6,AUDJPY:77;EURJPY:138;EURUSD:182;GBPJPY:144;GBPUSD:171;USDJPY:445,38.46,12,2025-01:123;2025-02:118;2025-03:161;2025-04:161;2025-05:115;2025-06:101;2025-07:80;2025-08:66;2025-09:47;2025-10:72;2025-11:63;2025-12:50,13.92,3,server_00_07:247;server_08_15:397;server_16_23:513,false,false,true,true,true,false,true,false
700-1500_large_reference,15,25,cond_h1_counter_nwave;cond_room_to_2r,2,1174,700-1500_large_reference,26.24,0.681,-0.119,-5420.14,5770.48,1.324,1.29,70.53,50.34,27.94,555,619,-2061.36,-3358.78,-0.062,-0.17,0.74,0.631,6,AUDJPY:77;EURJPY:139;EURUSD:187;GBPJPY:145;GBPUSD:177;USDJPY:449,38.25,12,2025-01:124;2025-02:119;2025-03:162;2025-04:163;2025-05:115;2025-06:103;2025-07:83;2025-08:67;2025-09:53;2025-10:72;2025-11:63;2025-12:50,13.88,3,server_00_07:247;server_08_15:402;server_16_23:525,false,false,true,false,false,false,true,false
700-1500_large_reference,16,78,cond_h1_counter_nwave;cond_true_bos_level;cond_room_to_2r,3,1174,700-1500_large_reference,26.24,0.681,-0.119,-5420.14,5770.48,1.324,1.29,70.53,50.34,27.94,555,619,-2061.36,-3358.78,-0.062,-0.17,0.74,0.631,6,AUDJPY:77;EURJPY:139;EURUSD:187;GBPJPY:145;GBPUSD:177;USDJPY:449,38.25,12,2025-01:124;2025-02:119;2025-03:162;2025-04:163;2025-05:115;2025-06:103;2025-07:83;2025-08:67;2025-09:53;2025-10:72;2025-11:63;2025-12:50,13.88,3,server_00_07:247;server_08_15:402;server_16_23:525,false,false,true,false,true,false,true,false
700-1500_large_reference,17,76,cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_round_or_major_obstacle_clear,3,710,700-1500_large_reference,27.61,0.676,-0.113,-3247.78,3494.16,1.355,1.328,70.7,50.56,29.72,313,397,-824.55,-2423.23,-0.047,-0.165,0.8,0.588,6,AUDJPY:38;EURJPY:62;EURUSD:126;GBPJPY:65;GBPUSD:125;USDJPY:294,41.41,12,2025-01:80;2025-02:70;2025-03:92;2025-04:74;2025-05:69;2025-06:59;2025-07:57;2025-08:48;2025-09:31;2025-10:49;2025-11:44;2025-12:37,12.96,3,server_00_07:166;server_08_15:239;server_16_23:305,false,false,true,true,false,false,false,true
700-1500_large_reference,18,150,cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_true_bos_level;cond_round_or_major_obstacle_clear,4,710,700-1500_large_reference,27.61,0.676,-0.113,-3247.78,3494.16,1.355,1.328,70.7,50.56,29.72,313,397,-824.55,-2423.23,-0.047,-0.165,0.8,0.588,6,AUDJPY:38;EURJPY:62;EURUSD:126;GBPJPY:65;GBPUSD:125;USDJPY:294,41.41,12,2025-01:80;2025-02:70;2025-03:92;2025-04:74;2025-05:69;2025-06:59;2025-07:57;2025-08:48;2025-09:31;2025-10:49;2025-11:44;2025-12:37,12.96,3,server_00_07:166;server_08_15:239;server_16_23:305,false,false,true,true,true,false,false,true
700-1500_large_reference,19,153,cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_room_to_2r;cond_round_or_major_obstacle_clear,4,710,700-1500_large_reference,27.61,0.676,-0.113,-3247.78,3494.16,1.355,1.328,70.7,50.56,29.72,313,397,-824.55,-2423.23,-0.047,-0.165,0.8,0.588,6,AUDJPY:38;EURJPY:62;EURUSD:126;GBPJPY:65;GBPUSD:125;USDJPY:294,41.41,12,2025-01:80;2025-02:70;2025-03:92;2025-04:74;2025-05:69;2025-06:59;2025-07:57;2025-08:48;2025-09:31;2025-10:49;2025-11:44;2025-12:37,12.96,3,server_00_07:166;server_08_15:239;server_16_23:305,false,false,true,true,false,false,true,true
700-1500_large_reference,20,215,cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_true_bos_level;cond_room_to_2r;cond_round_or_major_obstacle_clear,5,710,700-1500_large_reference,27.61,0.676,-0.113,-3247.78,3494.16,1.355,1.328,70.7,50.56,29.72,313,397,-824.55,-2423.23,-0.047,-0.165,0.8,0.588,6,AUDJPY:38;EURJPY:62;EURUSD:126;GBPJPY:65;GBPUSD:125;USDJPY:294,41.41,12,2025-01:80;2025-02:70;2025-03:92;2025-04:74;2025-05:69;2025-06:59;2025-07:57;2025-08:48;2025-09:31;2025-10:49;2025-11:44;2025-12:37,12.96,3,server_00_07:166;server_08_15:239;server_16_23:305,false,false,true,true,true,false,true,true
