variant,train_trades,train_tpd,train_pf,train_net,test_trades,test_tpd,test_pf,test_net,all_trades,all_tpd,all_pf,all_net,score
L22-24_d1.2_mx2.0_r28_atr0.0_none,760,4.287225290868492,1.164715728988763,11794.59142857165,508,5.883933239493263,1.614519423456995,22293.719999999907,1268,4.539323049385325,1.3159717774747755,34088.311428571564,1.7226343367372359
L22-24_d1.2_mx2.0_r28_atr0.0002_none,760,4.287225290868492,1.164715728988763,11794.59142857165,508,5.883933239493263,1.614519423456995,22293.719999999907,1268,4.539323049385325,1.3159717774747755,34088.311428571564,1.7226343367372359
L19-24_d1.0_mx3.0_r40_atr0.0002_bull,873,4.910720912517823,1.0871170023852068,7275.882857143197,591,6.8452845364970845,1.5210305738636802,22336.45714285704,1464,5.240984971845517,1.234296566105657,29612.340000000237,1.7220305272525098
L19-24_d1.0_mx3.0_r40_atr0.0_bull,873,4.910720912517823,1.0871170023852068,7275.882857143197,591,6.8452845364970845,1.5210305738636802,22336.45714285704,1464,5.240984971845517,1.234296566105657,29612.340000000237,1.7220305272525098
L22-24_d1.0_mx2.0_r30_atr0.0004_none,789,4.4508167822305795,1.1616358221764949,12061.855714285928,527,6.104001608686909,1.5678805963887372,22275.8457142856,1316,4.711158622232719,1.3016049183639067,34337.70142857153,1.720742626787446
L19-24_d1.0_mx0.0_r40_atr0.0002_bull,886,4.983847340768374,1.0742290393651637,6426.311428571719,593,6.868449627991152,1.5199813920399663,22353.627142857033,1479,5.294683588360328,1.2221302074351714,28779.938571428753,1.7197559450760287
L19-24_d1.0_mx0.0_r40_atr0.0_bull,886,4.983847340768374,1.0742290393651637,6426.311428571719,593,6.868449627991152,1.5199813920399663,22353.627142857033,1479,5.294683588360328,1.2221302074351714,28779.938571428753,1.7197559450760287
L22-24_d1.0_mx2.0_r30_atr0.0002_none,790,4.4564578681396165,1.1623460527395424,12114.855714285932,528,6.115584154433943,1.562292656379259,22135.542857142744,1318,4.718318437768027,1.300467813228474,34250.398571428675,1.7196111090252033
L22-24_d1.0_mx2.0_r30_atr0.0_none,790,4.4564578681396165,1.1623460527395424,12114.855714285932,528,6.115584154433943,1.562292656379259,22135.542857142744,1318,4.718318437768027,1.300467813228474,34250.398571428675,1.7196111090252033
L21-24_d1.2_mx3.0_r32_atr0.0004_none,930,5.226554267650158,1.1004258460513778,9697.932857143074,612,7.088517997184797,1.4358892063823716,22952.181428571315,1542,5.520217777722532,1.2187992102041512,32650.114285714386,1.7190754495310485
L19-24_d1.0_mx3.0_r40_atr0.0004_bull,868,4.8825953631906875,1.08649307874173,7221.492857143216,587,6.7989543535089485,1.5229803864724434,22369.227142857068,1455,5.2087658019366305,1.2343545791168642,29590.72000000028,1.718983752226788
L22-24_d0.8_mx2.0_r28_atr0.0004_none,769,4.33799506404983,1.1722999911647805,12447.521428571623,518,5.999758696963603,1.5760536238438478,21702.53142857133,1287,4.607341296970752,1.3106871738512675,34150.05285714295,1.7184874647325064
L21-24_d1.2_mx3.0_r32_atr0.0002_none,935,5.254654021777309,1.0997606291837192,9653.574285714498,620,7.181178363161069,1.427813167085942,22682.559999999896,1555,5.566756578702035,1.215880554854747,32336.134285714394,1.7181368234667316
L19-24_d1.0_mx0.0_r40_atr0.0004_bull,881,4.955721791441239,1.0736232165763326,6371.921428571737,588,6.8105368992559825,1.5261761244642111,22505.917142857055,1469,5.258884510683788,1.2233047403955497,28877.83857142879,1.7179338585915684
L21-24_d1.2_mx3.0_r32_atr0.0_none,935,5.254654021777309,1.0997606291837192,9653.574285714498,624,7.227508546149205,1.4246991499544448,22571.79999999988,1559,5.581076209772651,1.2149574719812166,32225.37428571438,1.7174350861388261
L22-24_d0.8_mx2.0_r28_atr0.0_none,770,4.343636149958867,1.1695223870703804,12275.944285714477,518,5.999758696963603,1.5760536238438478,21702.53142857133,1288,4.610921204738406,1.3086444341091206,33978.47571428581,1.7174191842390143
L22-24_d0.8_mx2.0_r28_atr0.0002_none,770,4.343636149958867,1.1695223870703804,12275.944285714477,518,5.999758696963603,1.5760536238438478,21702.53142857133,1288,4.610921204738406,1.3086444341091206,33978.47571428581,1.7174191842390143
L22-24_d0.8_mx2.0_r32_atr0.0004_none,834,4.704665648137266,1.105030643408332,8610.668571428734,552,6.393565252362759,1.5630946459167268,22821.279999999817,1386,4.961752165968502,1.2565647964709992,31431.948571428544,1.716573824211711
L22-24_d0.6_mx2.0_r30_atr0.0004_none,802,4.524150899048067,1.1546015312538795,11715.777142857354,536,6.208244520410215,1.5454843010565271,21858.118571428437,1338,4.789916593121108,1.289801120160559,33573.89571428579,1.7165587916493468
L19-24_d0.8_mx2.0_r38_atr0.0_bull,854,4.817487366318016,1.0721070822999,5848.894285714536,581,6.729459079026745,1.5507385489351777,22598.75857142845,1435,5.13716764658355,1.2328957985125495,28447.652857142984,1.716470229858472
L19-24_d0.8_mx2.0_r38_atr0.0002_bull,854,4.817487366318016,1.0721070822999,5848.894285714536,581,6.729459079026745,1.5507385489351777,22598.75857142845,1435,5.13716764658355,1.2328957985125495,28447.652857142984,1.716470229858472
L19-24_d0.8_mx2.0_r38_atr0.0004_bull,848,4.783640850863791,1.0759411305127198,6132.375714285974,579,6.706293987532677,1.549169101549857,22534.358571428464,1427,5.108528384442318,1.2353875608141598,28666.73428571444,1.7149052739143205
L22-24_d0.6_mx2.0_r30_atr0.0002_none,804,4.535433070866142,1.1526910728545208,11597.200000000215,537,6.219827066157249,1.5400918944885933,21717.815714285578,1341,4.80065631642407,1.2867944655636454,33315.015714285786,1.7145169884504832
L22-24_d0.6_mx2.0_r30_atr0.0_none,804,4.535433070866142,1.1526910728545208,11597.200000000215,537,6.219827066157249,1.5400918944885933,21717.815714285578,1341,4.80065631642407,1.2867944655636454,33315.015714285786,1.7145169884504832
L19-24_d0.6_mx2.0_r38_atr0.0_bull,891,5.026207544952403,1.0720310081283364,6052.655714285985,603,6.984275085461492,1.4917088866738883,21280.095714285642,1494,5.348382204875138,1.2147006832205482,27332.751428571628,1.7144988669323107
L19-24_d0.6_mx2.0_r38_atr0.0002_bull,891,5.026207544952403,1.0720310081283364,6052.655714285985,603,6.984275085461492,1.4917088866738883,21280.095714285642,1494,5.348382204875138,1.2147006832205482,27332.751428571628,1.7144988669323107
L22-24_d0.6_mx2.0_r32_atr0.0002_none,851,4.800564108590904,1.0803950388365524,6807.362857143004,563,6.520973255580133,1.56036864059938,22877.078571428392,1414,5.0619895834628155,1.2365313577192971,29684.44142857139,1.7136992636100796
L22-24_d0.6_mx2.0_r32_atr0.0_none,851,4.800564108590904,1.0803950388365524,6807.362857143004,563,6.520973255580133,1.56036864059938,22877.078571428392,1414,5.0619895834628155,1.2365313577192971,29684.44142857139,1.7136992636100796
L19-24_d0.6_mx2.0_r38_atr0.0004_bull,883,4.981078857680103,1.0785954007783902,6558.314285714558,601,6.961109993967424,1.4902208269993948,21215.69571428566,1484,5.312583127198598,1.2191730501366673,27774.010000000213,1.7136892803869281
L22-24_d1.2_mx2.0_r30_atr0.0004_none,783,4.416970266776354,1.1467547773457416,10944.845714285933,517,5.988176151216569,1.5854396804184117,22319.799999999894,1300,4.653880097950254,1.2951505483466457,33264.64571428583,1.7136077663445803
L22-24_d1.2_mx2.0_r32_atr0.0004_none,808,4.5579974145022915,1.1169976690190209,9197.481428571618,530,6.138749245928011,1.5862003613519877,22685.43142857126,1338,4.789916593121108,1.2717796490736355,31882.91285714288,1.7129743039823333
L22-24_d1.2_mx2.0_r30_atr0.0_none,784,4.422611352685392,1.1474654317854995,10997.845714285933,518,5.999758696963603,1.5796265135973926,22179.49714285704,1302,4.6610399134855625,1.294009920724142,33177.34285714297,1.712396863057733
L22-24_d1.2_mx2.0_r30_atr0.0002_none,784,4.422611352685392,1.1474654317854995,10997.845714285933,518,5.999758696963603,1.5796265135973926,22179.49714285704,1302,4.6610399134855625,1.294009920724142,33177.34285714297,1.712396863057733
L22-24_d0.8_mx2.0_r30_atr0.0004_none,797,4.495945469502879,1.151299229347269,11465.527142857358,534,6.185079428916147,1.5412969868293134,21690.328571428447,1331,4.764857238747529,1.2861927078004656,33155.855714285804,1.7106722537243686
L22-24_d1.0_mx2.0_r32_atr0.0002_none,827,4.665178046774003,1.0998236667277594,8164.651428571585,544,6.300904886386487,1.5696349875371225,22794.18571428554,1371,4.908053549453691,1.2541647845779889,30958.837142857123,1.7104481158812688
L22-24_d1.0_mx2.0_r32_atr0.0_none,827,4.665178046774003,1.0998236667277594,8164.651428571585,544,6.300904886386487,1.5696349875371225,22794.18571428554,1371,4.908053549453691,1.2541647845779889,30958.837142857123,1.7104481158812688
L22-24_d0.8_mx2.0_r30_atr0.0002_none,799,4.507227641320954,1.1493962309114791,11346.950000000215,535,6.196661974663181,1.5359191903746792,21550.02571428559,1334,4.775596962050492,1.283195741210266,32896.97571428581,1.7086401126537523
L22-24_d0.8_mx2.0_r30_atr0.0_none,799,4.507227641320954,1.1493962309114791,11346.950000000215,535,6.196661974663181,1.5359191903746792,21550.02571428559,1334,4.775596962050492,1.283195741210266,32896.97571428581,1.7086401126537523
L19-24_d1.2_mx0.0_r40_atr0.0002_bull,860,4.837594484267271,1.0784669660520918,6677.442857143075,576,6.671546350291575,1.527333996740813,22293.174285714224,1436,5.140747554351204,1.227445255264878,28970.6171428573,1.7084235152413059
L19-24_d1.2_mx0.0_r40_atr0.0_bull,860,4.837594484267271,1.0784669660520918,6677.442857143075,576,6.671546350291575,1.527333996740813,22293.174285714224,1436,5.140747554351204,1.227445255264878,28970.6171428573,1.7084235152413059
L19-24_d1.2_mx3.0_r40_atr0.0002_bull,846,4.758842946151292,1.0868583111017287,7126.134285714563,574,6.648381258797507,1.528421795812314,22276.004285714233,1420,5.0834690300687395,1.2367342313918248,29402.1385714288,1.7082503710494932
L19-24_d1.2_mx3.0_r40_atr0.0_bull,846,4.758842946151292,1.0868583111017287,7126.134285714563,574,6.648381258797507,1.528421795812314,22276.004285714233,1420,5.0834690300687395,1.2367342313918248,29402.1385714288,1.7082503710494932
L19-24_d1.2_mx0.0_r38_atr0.0002_bull,847,4.764468056016719,1.0910972578785705,7554.501428571617,572,6.625216167303439,1.5255286508444659,22166.344285714218,1419,5.079889122301085,1.2375634032960343,29720.84571428583,1.7082178403039179
L19-24_d1.2_mx0.0_r38_atr0.0_bull,847,4.764468056016719,1.0910972578785705,7554.501428571617,572,6.625216167303439,1.5255286508444659,22166.344285714218,1419,5.079889122301085,1.2375634032960343,29720.84571428583,1.7082178403039179
L19-24_d1.0_mx0.0_r38_atr0.0002_bull,869,4.888220473056115,1.0758522934165295,6426.380000000273,585,6.7757892620148805,1.5114943506460246,21905.197142857032,1454,5.205185894168977,1.2221245236855676,28331.577142857306,1.7081239579778964
L19-24_d1.0_mx0.0_r38_atr0.0_bull,869,4.888220473056115,1.0758522934165295,6426.380000000273,585,6.7757892620148805,1.5114943506460246,21905.197142857032,1454,5.205185894168977,1.2221245236855676,28331.577142857306,1.7081239579778964
L19-24_d1.2_mx0.0_r40_atr0.0004_bull,859,4.831969374401844,1.0780546217014664,6642.352857143077,571,6.613633621556405,1.5336717798440795,22445.464285714243,1430,5.11926810774528,1.228754539665727,29087.81714285733,1.707993962662645
L19-24_d1.2_mx0.0_r38_atr0.0004_bull,846,4.758842946151292,1.0906741190640261,7519.411428571619,567,6.567303438568269,1.5318716272563697,22318.634285714244,1413,5.058409675695161,1.238914009344429,29838.045714285865,1.7077945916504176
L19-24_d1.0_mx2.0_r40_atr0.0_bull,842,4.749794335409566,1.0721682216306267,5819.925714286021,571,6.613633621556405,1.5497462570672371,22388.48857142847,1413,5.058409675695161,1.2324185799785987,28208.414285714487,1.7073930092767577
L19-24_d1.0_mx2.0_r40_atr0.0002_bull,842,4.749794335409566,1.0721682216306267,5819.925714286021,571,6.613633621556405,1.5497462570672371,22388.48857142847,1413,5.058409675695161,1.2324185799785987,28208.414285714487,1.7073930092767577
L19-24_d1.0_mx3.0_r38_atr0.0002_bull,856,4.815094044805563,1.081945580809954,6730.59571428605,583,6.7526241705208125,1.5125237945473067,21888.027142857045,1439,5.151487277654166,1.2292400128780656,28618.62285714309,1.7070033215166123
L19-24_d1.0_mx3.0_r38_atr0.0_bull,856,4.815094044805563,1.081945580809954,6730.59571428605,583,6.7526241705208125,1.5125237945473067,21888.027142857045,1439,5.151487277654166,1.2292400128780656,28618.62285714309,1.7070033215166123
L19-24_d1.0_mx0.0_r38_atr0.0004_bull,865,4.865720033594407,1.0752566357387734,6373.930000000281,580,6.717876533279711,1.5176696779216132,22057.48714285706,1445,5.172966724260091,1.223332877248709,28431.41714285734,1.7066173512075042
L19-24_d1.2_mx3.0_r40_atr0.0004_bull,845,4.753217836285866,1.08643060962792,7091.0442857145645,570,6.602051075809371,1.5304217871213488,22308.774285714255,1415,5.06556949123047,1.236900896756009,29399.818571428823,1.7065593652255218
L19-24_d0.8_mx3.0_r35_atr0.0004_bull,837,4.708216957362449,1.108983050117242,8672.961428571636,573,6.636798713050473,1.504853456449151,21432.66999999995,1410,5.047669952392199,1.2466985597875455,30105.631428571585,1.7064397574638221
L19-24_d0.8_mx3.0_r35_atr0.0_bull,842,4.736342506689584,1.1046507686151419,8366.110000000202,574,6.648381258797507,1.5033760466238693,21390.949999999953,1416,5.069149398998123,1.2430375838893297,29757.060000000147,1.7057245910360574
L19-24_d0.8_mx3.0_r35_atr0.0002_bull,842,4.736342506689584,1.1046507686151419,8366.110000000202,574,6.648381258797507,1.5033760466238693,21390.949999999953,1416,5.069149398998123,1.2430375838893297,29757.060000000147,1.7057245910360574
L19-24_d0.8_mx0.0_r35_atr0.0004_bull,851,4.786968495478428,1.0956058105144963,7900.520000000146,574,6.648381258797507,1.508073233498022,21569.359999999942,1425,5.101368568907009,1.235590074798355,29469.880000000085,1.7055209157486106
L19-24_d1.2_mx3.0_r38_atr0.0_bull,833,4.68571651790074,1.0928278392725739,7457.837142857402,570,6.602051075809371,1.5266138054178928,22149.174285714227,1403,5.022610598018621,1.2418870744275672,29607.011428571626,1.7047194422592251
L19-24_d1.2_mx3.0_r38_atr0.0002_bull,833,4.68571651790074,1.0928278392725739,7457.837142857402,570,6.602051075809371,1.5266138054178928,22149.174285714227,1403,5.022610598018621,1.2418870744275672,29607.011428571626,1.7047194422592251
L19-24_d1.0_mx3.0_r38_atr0.0004_bull,852,4.792593605343855,1.0813331101213381,6678.145714286057,579,6.706293987532677,1.5144616847437498,21920.797142857067,1431,5.1228480155129335,1.2293092917898756,28598.942857143124,1.7042705849675692
L19-24_d1.0_mx2.0_r40_atr0.0004_bull,837,4.721588905864379,1.07151716057447,5765.535714286039,569,6.590468530062337,1.548164923926227,22324.08857142848,1406,5.033350321321583,1.2314901255066961,28089.62428571452,1.7038824906072478
L19-24_d0.8_mx0.0_r35_atr0.0002_bull,856,4.815094044805563,1.0914914142116285,7593.668571428707,576,6.671546350291575,1.5023671525811972,21408.119999999937,1432,5.126427923280588,1.2308817110814367,29001.78857142865,1.703683169377914
L19-24_d0.8_mx0.0_r35_atr0.0_bull,856,4.815094044805563,1.0914914142116285,7593.668571428707,576,6.671546350291575,1.5023671525811972,21408.119999999937,1432,5.126427923280588,1.2308817110814367,29001.78857142865,1.703683169377914
L19-24_d1.2_mx3.0_r38_atr0.0004_bull,832,4.680091408035313,1.0923910733821853,7422.747142857402,566,6.555720892821235,1.5286141908111568,22181.944285714253,1398,5.004711059180351,1.2420602849985742,29604.691428571652,1.703026710860295
L21-24_d0.6_mx2.0_r28_atr0.0004_none,797,4.495945469502879,1.2167410101031448,15840.004285714436,560,6.486225618339031,1.412310068476635,18652.321428571384,1357,4.857934840706535,1.2915142979431908,34492.32571428583,1.7022532633550798
L19-24_d1.0_mx3.0_r30_atr0.0004_bull,771,4.336959706244263,1.1279060897036113,9396.574285714545,530,6.138749245928011,1.5708721986768894,22033.919999999995,1301,4.657460005717908,1.280475212715644,31430.49428571454,1.7012371122701884
L19-24_d1.0_mx3.0_r30_atr0.0_bull,772,4.34258481610969,1.1275013750953893,9370.204285714539,531,6.150331791675045,1.5691760532068135,21992.199999999997,1303,4.664619821253217,1.279697652587569,31362.404285714532,1.7011489215069553
L19-24_d1.0_mx3.0_r30_atr0.0002_bull,772,4.34258481610969,1.1275013750953893,9370.204285714539,531,6.150331791675045,1.5691760532068135,21992.199999999997,1303,4.664619821253217,1.279697652587569,31362.404285714532,1.7011489215069553
L21-24_d0.6_mx2.0_r28_atr0.0002_none,802,4.524150899048067,1.2097849267069256,15419.790000000143,562,6.509390709833099,1.4115515385010127,18628.01142857138,1364,4.882994195080113,1.286680332544679,34047.801428571525,1.7011298454013537
L19-24_d1.2_mx0.0_r35_atr0.0004_bull,818,4.601339869919335,1.1123740624407708,8939.808571428708,557,6.451477981097929,1.521429850374919,21753.84999999999,1375,4.922373180524308,1.2530942481878828,30693.6585714287,1.7009296818745583
L21-24_d0.6_mx2.0_r28_atr0.0_none,802,4.524150899048067,1.2097849267069256,15419.790000000143,563,6.520973255580133,1.4082163383792614,18520.811428571382,1365,4.886574102847767,1.2855200000644154,33940.60142857153,1.7002211315458053
L19-24_d1.2_mx0.0_r35_atr0.0_bull,819,4.606964979784761,1.1128151463655036,8974.898571428708,559,6.474643072591997,1.515572391677819,21592.609999999993,1378,4.933112903827269,1.2517193637365414,30567.508571428698,1.7000522687868647
L19-24_d1.2_mx0.0_r35_atr0.0002_bull,819,4.606964979784761,1.1128151463655036,8974.898571428708,559,6.474643072591997,1.515572391677819,21592.609999999993,1378,4.933112903827269,1.2517193637365414,30567.508571428698,1.7000522687868647
L19-24_d1.2_mx3.0_r30_atr0.0004_bull,764,4.297583937186274,1.1186196110501576,8704.604285714526,528,6.115584154433943,1.5865378187773653,22462.239999999998,1292,4.625240835809022,1.27907568051844,31166.844285714527,1.7000249127242881
L19-24_d1.2_mx3.0_r35_atr0.0002_bull,804,4.522588331803356,1.1221784232229568,9346.460000000203,557,6.451477981097929,1.5166368025156287,21575.440000000002,1361,4.8722544717771505,1.2614743575541931,30921.900000000205,1.699992368777468
L19-24_d1.2_mx3.0_r35_atr0.0_bull,804,4.522588331803356,1.1221784232229568,9346.460000000203,557,6.451477981097929,1.5166368025156287,21575.440000000002,1361,4.8722544717771505,1.2614743575541931,30921.900000000205,1.699992368777468
L19-24_d1.2_mx3.0_r30_atr0.0002_bull,764,4.297583937186274,1.1186196110501576,8704.604285714526,529,6.127166700180977,1.584811325774609,22420.519999999997,1293,4.628820743576676,1.2785980330360538,31125.124285714526,1.6998157833599636
L19-24_d1.2_mx3.0_r30_atr0.0_bull,764,4.297583937186274,1.1186196110501576,8704.604285714526,529,6.127166700180977,1.584811325774609,22420.519999999997,1293,4.628820743576676,1.2785980330360538,31125.124285714526,1.6998157833599636
L19-24_d1.2_mx3.0_r35_atr0.0004_bull,803,4.516963221937929,1.1217197211185352,9311.370000000203,556,6.439895435350895,1.5181534534958498,21617.160000000003,1359,4.865094656241843,1.2616227165291007,30928.530000000203,1.699589700389193
L22-24_d0.8_mx2.0_r32_atr0.0_none,843,4.755435421318603,1.0721111659155353,6104.017142857304,554,6.416730343856827,1.552548850017752,22545.988571428385,1397,5.001131151412697,1.2283761845012278,28650.005714285693,1.699516461488667
L22-24_d0.8_mx2.0_r32_atr0.0002_none,843,4.755435421318603,1.0721111659155353,6104.017142857304,554,6.416730343856827,1.552548850017752,22545.988571428385,1397,5.001131151412697,1.2283761845012278,28650.005714285693,1.699516461488667
L21-24_d1.0_mx2.0_r28_atr0.0002_none,791,4.462098954048654,1.2114070186884642,15357.334285714429,554,6.416730343856827,1.4212222889491604,18746.498571428532,1345,4.814975947494687,1.2911163885557522,34103.83285714296,1.6986074522212709
L21-24_d1.0_mx2.0_r28_atr0.0_none,791,4.462098954048654,1.2114070186884642,15357.334285714429,555,6.428312889603861,1.4178071911844987,18639.298571428535,1346,4.81855585526234,1.2899359961377685,33996.63285714297,1.6976667622031598
L21-24_d1.0_mx2.0_r28_atr0.0004_none,789,4.4508167822305795,1.211848428220948,15383.794285714443,552,6.393565252362759,1.4219990285351407,18770.80857142854,1341,4.80065631642407,1.2916761774486354,34154.602857142985,1.697539559049121
L19-24_d1.0_mx3.0_r35_atr0.0002_bull,821,4.618215199515616,1.11703737704969,9087.270000000237,563,6.520973255580133,1.4971144696679466,20918.03999999998,1384,4.954592350433194,1.250622582494323,30005.310000000216,1.6974370105202377
L19-24_d1.0_mx3.0_r35_atr0.0_bull,821,4.618215199515616,1.11703737704969,9087.270000000237,563,6.520973255580133,1.4971144696679466,20918.03999999998,1384,4.954592350433194,1.250622582494323,30005.310000000216,1.6974370105202377
L19-24_d1.0_mx3.0_r35_atr0.0004_bull,818,4.601339869919335,1.1167024831932912,9058.190000000244,562,6.509390709833099,1.4986002873645237,20959.75999999998,1380,4.940272719362578,1.2508708369896806,30017.950000000226,1.6964629632602473
L22-24_d1.2_mx2.0_r32_atr0.0002_none,814,4.591843929956516,1.0862634636090145,6982.291428571614,532,6.161914337422079,1.574996407898513,22410.139999999832,1346,4.81855585526234,1.24510877316511,29392.431428571454,1.695817691892508
L22-24_d1.2_mx2.0_r32_atr0.0_none,814,4.591843929956516,1.0862634636090145,6982.291428571614,532,6.161914337422079,1.574996407898513,22410.139999999832,1346,4.81855585526234,1.24510877316511,29392.431428571454,1.695817691892508
L19-24_d1.0_mx0.0_r35_atr0.0004_bull,832,4.680091408035313,1.102707354666155,8285.74857142876,563,6.520973255580133,1.5018519311466973,21096.449999999968,1395,4.993971335877388,1.2394430914090546,29382.19857142873,1.6952751616598682
L19-24_d1.0_mx0.0_r35_atr0.0002_bull,835,4.696966737631595,1.103034141426442,8314.828571428752,565,6.544138347074201,1.496113363432391,20935.209999999966,1400,5.011870874715658,1.2380022082623647,29250.03857142872,1.6950100558828647
L19-24_d1.0_mx0.0_r35_atr0.0_bull,835,4.696966737631595,1.103034141426442,8314.828571428752,565,6.544138347074201,1.496113363432391,20935.209999999966,1400,5.011870874715658,1.2380022082623647,29250.03857142872,1.6950100558828647
L19-24_d0.8_mx3.0_r30_atr0.0004_bull,781,4.393210804898533,1.114241104545524,8573.685714285968,532,6.161914337422079,1.5625629056116488,21848.789999999964,1313,4.700418898929757,1.2671286208323618,30422.475714285938,1.6949776379482915
L19-24_d0.8_mx2.0_r35_atr0.0004_bull,810,4.569279586320366,1.102106000902189,7800.100000000176,554,6.416730343856827,1.526612841699767,21141.58571428566,1364,4.882994195080113,1.2483443428534147,28941.68571428583,1.694620529189888
L19-24_d0.8_mx3.0_r30_atr0.0_bull,783,4.404461024629388,1.1113099462505358,8375.73857142882,533,6.173496883169113,1.5608861906492508,21807.069999999967,1316,4.711158622232719,1.2644676379175368,30182.808571428788,1.6939472576216965
L19-24_d0.8_mx3.0_r30_atr0.0002_bull,783,4.404461024629388,1.1113099462505358,8375.73857142882,533,6.173496883169113,1.5608861906492508,21807.069999999967,1316,4.711158622232719,1.2644676379175368,30182.808571428788,1.6939472576216965
L19-24_d0.8_mx2.0_r35_atr0.0002_bull,815,4.597485015865554,1.0976262028218122,7493.248571428738,554,6.416730343856827,1.526612841699767,21141.58571428566,1369,4.900893733918383,1.2449497825293572,28634.834285714394,1.6939358322368308
L19-24_d0.8_mx2.0_r35_atr0.0_bull,815,4.597485015865554,1.0976262028218122,7493.248571428738,554,6.416730343856827,1.526612841699767,21141.58571428566,1369,4.900893733918383,1.2449497825293572,28634.834285714394,1.6939358322368308
L20-24_d0.8_mx3.0_r40_atr0.0_bull,863,4.868257139499353,1.0733437238679364,6031.428571428885,591,6.8452845364970845,1.4740149960356785,20473.017142856974,1454,5.205185894168977,1.2113158167971623,26504.44571428586,1.69345240137235
L20-24_d0.8_mx3.0_r40_atr0.0002_bull,863,4.868257139499353,1.0733437238679364,6031.428571428885,591,6.8452845364970845,1.4740149960356785,20473.017142856974,1454,5.205185894168977,1.2113158167971623,26504.44571428586,1.69345240137235
L21-24_d0.6_mx2.0_r32_atr0.0004_none,912,5.125695216907675,1.171558554599792,14830.28857142871,619,7.169595817414035,1.301423423967285,15963.422857142767,1531,5.480838792278338,1.2208945167098866,30793.71142857147,1.692727004038818
L20-24_d0.8_mx0.0_r40_atr0.0002_bull,876,4.9415912563168405,1.0607552616161997,5181.857142857408,592,6.8568670822441184,1.4771798011719217,20609.707142856965,1468,5.255304602916134,1.200741735363699,25791.56428571437,1.6925915533220566
L20-24_d0.8_mx0.0_r40_atr0.0_bull,876,4.9415912563168405,1.0607552616161997,5181.857142857408,592,6.8568670822441184,1.4771798011719217,20609.707142856965,1468,5.255304602916134,1.200741735363699,25791.56428571437,1.6925915533220566
L19-24_d1.0_mx2.0_r38_atr0.0_bull,824,4.6482547890468915,1.0768389120396786,6037.454285714582,561,6.497808164086065,1.532414860284209,21595.66857142847,1385,4.958172258200848,1.2319487470505321,27633.12285714305,1.6923373486454896
L19-24_d1.0_mx2.0_r38_atr0.0002_bull,824,4.6482547890468915,1.0768389120396786,6037.454285714582,561,6.497808164086065,1.532414860284209,21595.66857142847,1385,4.958172258200848,1.2319487470505321,27633.12285714305,1.6923373486454896
L19-24_d1.2_mx2.0_r40_atr0.0_bull,807,4.552356328593254,1.0792365753738278,6181.487142857406,549,6.358817615121657,1.556717018410687,22125.595714285642,1356,4.854354932938881,1.2403875295395854,28307.082857143054,1.6921706793614997
L19-24_d1.2_mx2.0_r40_atr0.0002_bull,807,4.552356328593254,1.0792365753738278,6181.487142857406,549,6.358817615121657,1.556717018410687,22125.595714285642,1356,4.854354932938881,1.2403875295395854,28307.082857143054,1.6921706793614997
L20-24_d0.8_mx3.0_r40_atr0.0004_bull,856,4.828769538136091,1.0771070489833052,6312.970000000332,587,6.7989543535089485,1.4758442758232073,20505.787142857,1443,5.165806908724782,1.2146079448767444,26818.757142857332,1.6919185457559707
L21-24_d0.8_mx2.0_r32_atr0.0004_none,897,5.041391019261167,1.1527058585181855,13194.892857143022,606,7.019022722702594,1.3363073321368346,17322.898571428464,1503,5.380601374784025,1.2212774997769096,30517.79142857148,1.691875902253835
L20-24_d0.8_mx0.0_r40_atr0.0004_bull,869,4.902103654953578,1.06432948706692,5463.398571428854,588,6.8105368992559825,1.4790162171687962,20642.477142856987,1457,5.215925617471939,1.2039173378634538,26105.87571428584,1.6909707053803555
L21-24_d0.8_mx2.0_r28_atr0.0002_none,796,4.490304383593841,1.2043195914978262,14972.677142857274,558,6.463060526844963,1.40264181106805,18224.731428571387,1354,4.847195117403572,1.280043961657351,33197.40857142866,1.690934035238834
L21-24_d0.8_mx2.0_r28_atr0.0004_none,793,4.473381125866729,1.2075830207468692,15170.714285714434,556,6.439895435350895,1.4033955531948776,18249.041428571392,1349,4.8292955785653024,1.282449397735101,33419.75571428583,1.6909025004057723
L20-24_d0.6_mx3.0_r40_atr0.0004_bull,881,4.969796685862028,1.0785087637194164,6578.4357142860335,607,7.030605268449628,1.4305228067115001,19278.482857142757,1488,5.326902758269214,1.201109080644865,25856.918571428792,1.6905528766864233
L20-24_d0.6_mx3.0_r40_atr0.0002_bull,892,5.0318486308614405,1.071479615834791,6034.18714285746,611,7.076935451437763,1.4288603763638417,19245.71285714274,1503,5.380601374784025,1.1955215488337898,25279.900000000194,1.6904028209534836
L20-24_d0.6_mx3.0_r40_atr0.0_bull,892,5.0318486308614405,1.071479615834791,6034.18714285746,611,7.076935451437763,1.4288603763638417,19245.71285714274,1503,5.380601374784025,1.1955215488337898,25279.900000000194,1.6904028209534836
L21-24_d1.2_mx2.0_r28_atr0.0002_none,782,4.411329180867317,1.2011246184482889,14525.434285714486,543,6.289322340639453,1.4329773801364847,18923.008571428516,1325,4.743377792141605,1.288534085324026,33448.442857142996,1.6903971739003432
