"RunName","Window","Magic","DoubleTopBottomToleranceATR","NecklineBreakBufferATR","ADXLowThreshold","ADXHighThreshold","Trades","WinRate","AvgWinR","AvgLossR","ExpectancyR","PF","MaxDD_R","MaxLossR","TotalR","MaxConsecutiveLosses","PositiveMonths","PositiveQuarters","RiskGuardRejects","spread_too_wide","daily_loss_r_blocked","weekly_loss_r_blocked","monthly_loss_r_blocked","total_open_risk_blocked","min_bars_between_entries_blocked","strategy01b_one_position_blocked","live_order_send_failed","live_position_tracking_failed","live_sl_tp_invalid","live_lot_invalid","LiveEntries","AvgPlannedRR","AvgSpreadPoints","AvgMFE_R","AvgMAE_R","MonthlyProfitR","QuarterProfitR","RejectReasonCounts"
"livepath2025_jshort_g030_tol0.20_neck0.07_adx20_32","2025.01.01-2025.12.31","2026053330","0.2","0.07","20","32","111","48.6486","1.500459","-1.037401","0.197234","1.37024","11.314105","-1.597789","21.892949","11","8","4","13","10","13","0","0","0","0","0","0","0","0","0","111","1.49981","17.973","0.935416","-0.765797","2025-01:5.812|2025-03:-0.418|2025-04:1.507|2025-05:5.342|2025-06:1.468|2025-07:2.125|2025-08:6.092|2025-09:-0.702|2025-10:-5.706|2025-11:1.426|2025-12:4.946","2025-Q1:5.394|2025-Q2:8.317|2025-Q3:7.516|2025-Q4:0.666","break_candle_strength_filter_failed=88|daily_loss_r_blocked=13|direction_filter_failed=1790|entry_open_count_filter_failed=67|fibo_filter_failed=75|pattern_adx_bucket_filter_failed=281|rr_too_low=1|spread_too_wide=10|trend_alignment_filter_failed=1223"
"livepath2025_jshort_g031_tol0.25_neck0.03_adx20_32","2025.01.01-2025.12.31","2026053331","0.25","0.03","20","32","125","46.4","1.501348","-1.037671","0.140434","1.252491","11.200366","-1.59758","17.554203","11","9","4","13","10","9","4","0","0","0","0","0","0","0","0","125","1.499514","18.16","0.913655","-0.777979","2025-01:2.512|2025-03:0.108|2025-04:0.501|2025-05:4.875|2025-06:4.006|2025-07:0.122|2025-08:3.462|2025-09:-1.841|2025-10:-4.649|2025-11:4.513|2025-12:3.946","2025-Q1:2.62|2025-Q2:9.382|2025-Q3:1.743|2025-Q4:3.81","break_candle_strength_filter_failed=97|daily_loss_r_blocked=9|direction_filter_failed=1868|entry_open_count_filter_failed=64|fibo_filter_failed=80|pattern_adx_bucket_filter_failed=304|rr_too_low=1|spread_too_wide=10|trend_alignment_filter_failed=1303|weekly_loss_r_blocked=4"
"livepath2025_jshort_g032_tol0.25_neck0.05_adx20_32","2025.01.01-2025.12.31","2026053332","0.25","0.05","20","32","128","46.875","1.501635","-1.038649","0.152109","1.275668","12.118529","-1.597789","19.469935","11","9","4","13","10","9","4","0","0","0","0","0","0","0","0","128","1.499592","18.242","0.912068","-0.774852","2025-01:2.512|2025-03:1.621|2025-04:0.501|2025-05:4.875|2025-06:5.513|2025-07:1.122|2025-08:3.461|2025-09:-1.81|2025-10:-5.65|2025-11:3.378|2025-12:3.946","2025-Q1:4.133|2025-Q2:10.89|2025-Q3:2.773|2025-Q4:1.674","break_candle_strength_filter_failed=97|daily_loss_r_blocked=9|direction_filter_failed=1861|entry_open_count_filter_failed=63|fibo_filter_failed=83|pattern_adx_bucket_filter_failed=303|rr_too_low=1|spread_too_wide=10|trend_alignment_filter_failed=1288|weekly_loss_r_blocked=4"
"livepath2025_jshort_g033_tol0.25_neck0.07_adx20_32","2025.01.01-2025.12.31","2026053333","0.25","0.07","20","32","126","48.4127","1.499192","-1.040342","0.189115","1.352376","11.200707","-1.597789","23.82845","11","9","4","11","10","10","1","0","0","0","0","0","0","0","0","126","1.499595","18.19","0.931765","-0.772183","2025-01:3.512|2025-03:1.621|2025-04:0.501|2025-05:5.847|2025-06:5.513|2025-07:1.122|2025-08:4.889|2025-09:-0.849|2025-10:-5.65|2025-11:3.377|2025-12:3.946","2025-Q1:5.133|2025-Q2:11.862|2025-Q3:5.161|2025-Q4:1.673","break_candle_strength_filter_failed=98|daily_loss_r_blocked=10|direction_filter_failed=1861|entry_open_count_filter_failed=65|fibo_filter_failed=83|pattern_adx_bucket_filter_failed=305|rr_too_low=1|spread_too_wide=10|trend_alignment_filter_failed=1280|weekly_loss_r_blocked=1"
"livepath2025_jshort_g034_tol0.30_neck0.03_adx20_32","2025.01.01-2025.12.31","2026053334","0.3","0.03","20","32","104","38.4615","1.504345","-1.048219","-0.066463","0.896965","15.580507","-1.73797","-6.912186","10","6","2","72","13","16","20","0","0","0","0","0","0","0","0","104","1.499608","18.192","0.830828","-0.818185","2025-01:1.504|2025-03:1.102|2025-04:0.501|2025-05:2.865|2025-06:1.276|2025-07:-6.096|2025-08:1.44|2025-09:-2.857|2025-10:-4.648|2025-11:-2","2025-Q1:2.606|2025-Q2:4.642|2025-Q3:-7.512|2025-Q4:-6.648","break_candle_strength_filter_failed=99|daily_loss_r_blocked=16|direction_filter_failed=1987|entry_open_count_filter_failed=41|fibo_filter_failed=85|max_drawdown_r_blocked=36|pattern_adx_bucket_filter_failed=342|rr_too_low=1|spread_too_wide=13|trend_alignment_filter_failed=1333|weekly_loss_r_blocked=20"
"livepath2025_jshort_g035_tol0.30_neck0.05_adx20_32","2025.01.01-2025.12.31","2026053335","0.3","0.05","20","32","105","39.0476","1.504545","-1.048218","-0.051424","0.919513","15.580442","-1.73797","-5.399564","10","6","2","71","13","16","20","0","0","0","0","0","0","0","0","105","1.499663","18.21","0.833904","-0.812955","2025-01:1.504|2025-03:2.615|2025-04:0.501|2025-05:2.865|2025-06:1.276|2025-07:-5.096|2025-08:1.44|2025-09:-2.857|2025-10:-5.648|2025-11:-2","2025-Q1:4.119|2025-Q2:4.642|2025-Q3:-6.512|2025-Q4:-7.648","break_candle_strength_filter_failed=99|daily_loss_r_blocked=16|direction_filter_failed=1969|entry_open_count_filter_failed=42|fibo_filter_failed=87|max_drawdown_r_blocked=35|pattern_adx_bucket_filter_failed=341|rr_too_low=1|spread_too_wide=13|trend_alignment_filter_failed=1316|weekly_loss_r_blocked=20"
"livepath2025_jshort_g036_tol0.30_neck0.07_adx20_32","2025.01.01-2025.12.31","2026053336","0.3","0.07","20","32","105","40","1.502063","-1.049963","-0.029152","0.953725","15.214285","-1.73797","-3.061007","11","6","2","67","13","16","18","0","0","0","0","0","0","0","0","105","1.499664","18.229","0.85008","-0.811082","2025-01:2.504|2025-03:2.615|2025-04:0.501|2025-05:3.837|2025-06:1.276|2025-07:-5.095|2025-08:2.868|2025-09:-2.856|2025-10:-5.648|2025-11:-3.061","2025-Q1:5.119|2025-Q2:5.614|2025-Q3:-5.084|2025-Q4:-8.71","break_candle_strength_filter_failed=100|daily_loss_r_blocked=16|direction_filter_failed=1967|entry_open_count_filter_failed=42|fibo_filter_failed=87|max_drawdown_r_blocked=33|pattern_adx_bucket_filter_failed=341|rr_too_low=1|spread_too_wide=13|trend_alignment_filter_failed=1305|weekly_loss_r_blocked=18"
"livepath2025_jshort_g037_tol0.20_neck0.03_adx22_32","2025.01.01-2025.12.31","2026053337","0.2","0.03","22","32","93","45.1613","1.499247","-1.035027","0.109484","1.192891","14.013814","-1.59758","10.182007","9","6","3","8","10","4","1","3","0","0","0","0","0","0","0","93","1.499733","18.011","0.884277","-0.780743","2025-01:4.301|2025-03:-3.339|2025-05:5.373|2025-06:3.476|2025-07:-0.395|2025-08:4.665|2025-09:-3.172|2025-10:-6.116|2025-11:1.952|2025-12:3.438","2025-Q1:0.962|2025-Q2:8.849|2025-Q3:1.098|2025-Q4:-0.727","break_candle_strength_filter_failed=71|daily_loss_r_blocked=4|direction_filter_failed=1789|entry_open_count_filter_failed=48|fibo_filter_failed=73|monthly_loss_r_blocked=3|pattern_adx_bucket_filter_failed=344|rr_too_low=1|spread_too_wide=10|trend_alignment_filter_failed=1244|weekly_loss_r_blocked=1"
"livepath2025_jshort_g038_tol0.20_neck0.05_adx22_32","2025.01.01-2025.12.31","2026053338","0.2","0.05","22","32","93","46.2366","1.499553","-1.036305","0.136188","1.244436","14.042877","-1.59758","12.665492","8","7","3","10","10","5","1","4","0","0","0","0","0","0","0","93","1.499828","17.925","0.890209","-0.773195","2025-01:4.301|2025-03:-1.826|2025-05:5.373|2025-06:3.476|2025-07:0.605|2025-08:4.665|2025-09:-3.172|2025-10:-6.146|2025-11:1.951|2025-12:3.438","2025-Q1:2.475|2025-Q2:8.848|2025-Q3:2.098|2025-Q4:-0.756","break_candle_strength_filter_failed=70|daily_loss_r_blocked=5|direction_filter_failed=1786|entry_open_count_filter_failed=49|fibo_filter_failed=75|monthly_loss_r_blocked=4|pattern_adx_bucket_filter_failed=339|rr_too_low=1|spread_too_wide=10|trend_alignment_filter_failed=1231|weekly_loss_r_blocked=1"
"livepath2025_jshort_g039_tol0.20_neck0.07_adx22_32","2025.01.01-2025.12.31","2026053339","0.2","0.07","22","32","92","48.913","1.496489","-1.038505","0.201438","1.379684","11.574514","-1.597789","18.53226","8","7","3","9","10","5","0","4","0","0","0","0","0","0","0","92","1.499895","17.88","0.923358","-0.76277","2025-01:5.301|2025-03:-1.826|2025-05:6.344|2025-06:3.476|2025-07:0.605|2025-08:6.093|2025-09:-0.703|2025-10:-6.146|2025-11:1.951|2025-12:3.437","2025-Q1:3.475|2025-Q2:9.82|2025-Q3:5.994|2025-Q4:-0.758","break_candle_strength_filter_failed=71|daily_loss_r_blocked=5|direction_filter_failed=1790|entry_open_count_filter_failed=50|fibo_filter_failed=75|monthly_loss_r_blocked=4|pattern_adx_bucket_filter_failed=338|rr_too_low=1|spread_too_wide=10|trend_alignment_filter_failed=1223"
"livepath2025_jshort_g040_tol0.25_neck0.03_adx22_32","2025.01.01-2025.12.31","2026053340","0.25","0.03","22","32","86","40.6977","1.494186","-1.043173","-0.010527","0.982983","15.11508","-1.59758","-0.905343","10","4","2","32","10","3","1","5","0","0","0","0","0","0","0","86","1.499623","18.14","0.856471","-0.805555","2025-01:2.023|2025-03:-0.319|2025-04:-1.006|2025-05:5.373|2025-06:3.476|2025-07:-0.397|2025-08:3.462|2025-09:-3.354|2025-10:-6.102|2025-11:-4.062","2025-Q1:1.704|2025-Q2:7.843|2025-Q3:-0.289|2025-Q4:-10.164","break_candle_strength_filter_failed=76|daily_loss_r_blocked=3|direction_filter_failed=1868|entry_open_count_filter_failed=40|fibo_filter_failed=80|max_drawdown_r_blocked=23|monthly_loss_r_blocked=5|pattern_adx_bucket_filter_failed=370|rr_too_low=1|spread_too_wide=10|trend_alignment_filter_failed=1303|weekly_loss_r_blocked=1"
"livepath2025_jshort_g041_tol0.25_neck0.05_adx22_32","2025.01.01-2025.12.31","2026053341","0.25","0.05","22","32","87","42.5287","1.495018","-1.043409","0.036152","1.060287","15.084062","-1.59758","3.145198","9","6","3","33","10","3","1","6","0","0","0","0","0","0","0","87","1.499789","18.23","0.863359","-0.793975","2025-01:2.023|2025-03:1.194|2025-04:-1.006|2025-05:5.373|2025-06:4.983|2025-07:0.602|2025-08:3.462|2025-09:-3.322|2025-10:-6.103|2025-11:-4.062","2025-Q1:3.217|2025-Q2:9.35|2025-Q3:0.742|2025-Q4:-10.164","break_candle_strength_filter_failed=76|daily_loss_r_blocked=3|direction_filter_failed=1861|entry_open_count_filter_failed=41|fibo_filter_failed=83|max_drawdown_r_blocked=23|monthly_loss_r_blocked=6|pattern_adx_bucket_filter_failed=368|rr_too_low=1|spread_too_wide=10|trend_alignment_filter_failed=1288|weekly_loss_r_blocked=1"
"livepath2025_jshort_g042_tol0.25_neck0.07_adx22_32","2025.01.01-2025.12.31","2026053342","0.25","0.07","22","32","100","48","1.494366","-1.042324","0.175287","1.323403","12.615738","-1.597789","17.5287","9","8","3","10","10","4","0","6","0","0","0","0","0","0","0","100","1.499824","18.13","0.917655","-0.770284","2025-01:3.023|2025-03:1.194|2025-04:-1.006|2025-05:6.344|2025-06:4.983|2025-07:0.602|2025-08:4.89|2025-09:-0.853|2025-10:-6.103|2025-11:1.018|2025-12:3.437","2025-Q1:4.217|2025-Q2:10.322|2025-Q3:4.638|2025-Q4:-1.649","break_candle_strength_filter_failed=77|daily_loss_r_blocked=4|direction_filter_failed=1861|entry_open_count_filter_failed=48|fibo_filter_failed=83|monthly_loss_r_blocked=6|pattern_adx_bucket_filter_failed=370|rr_too_low=1|spread_too_wide=10|trend_alignment_filter_failed=1280"
"livepath2025_jshort_g043_tol0.30_neck0.03_adx22_32","2025.01.01-2025.12.31","2026053343","0.3","0.03","22","32","81","37.037","1.50087","-1.042965","-0.100804","0.846495","15.683138","-1.597761","-8.16509","6","5","2","53","13","7","10","0","0","0","0","0","0","0","0","81","1.499724","18.049","0.810899","-0.823056","2025-01:1.014|2025-03:0.676|2025-04:-1.006|2025-05:4.365|2025-06:1.414|2025-07:-6.598|2025-08:1.44|2025-09:-4.369|2025-10:-5.102","2025-Q1:1.69|2025-Q2:4.773|2025-Q3:-9.527|2025-Q4:-5.102","break_candle_strength_filter_failed=77|daily_loss_r_blocked=7|direction_filter_failed=1987|entry_open_count_filter_failed=38|fibo_filter_failed=85|max_drawdown_r_blocked=36|pattern_adx_bucket_filter_failed=410|rr_too_low=1|spread_too_wide=13|trend_alignment_filter_failed=1333|weekly_loss_r_blocked=10"
"livepath2025_jshort_g044_tol0.30_neck0.05_adx22_32","2025.01.01-2025.12.31","2026053344","0.3","0.05","22","32","82","37.8049","1.501244","-1.04297","-0.081133","0.874925","15.683672","-1.597761","-6.65293","6","5","2","53","13","7","10","7","0","0","0","0","0","0","0","82","1.499793","18.073","0.81508","-0.8163","2025-01:1.014|2025-03:2.189|2025-04:-1.006|2025-05:4.365|2025-06:1.414|2025-07:-5.598|2025-08:1.44|2025-09:-4.369|2025-10:-6.102","2025-Q1:3.203|2025-Q2:4.773|2025-Q3:-8.527|2025-Q4:-6.102","break_candle_strength_filter_failed=77|daily_loss_r_blocked=7|direction_filter_failed=1969|entry_open_count_filter_failed=39|fibo_filter_failed=87|max_drawdown_r_blocked=29|monthly_loss_r_blocked=7|pattern_adx_bucket_filter_failed=408|rr_too_low=1|spread_too_wide=13|trend_alignment_filter_failed=1316|weekly_loss_r_blocked=10"
"livepath2025_jshort_g045_tol0.30_neck0.07_adx22_32","2025.01.01-2025.12.31","2026053345","0.3","0.07","22","32","82","39.0244","1.498051","-1.043832","-0.051878","0.918493","15.255944","-1.597761","-4.253997","6","5","2","50","13","8","7","7","0","0","0","0","0","0","0","82","1.499941","18.11","0.850216","-0.81315","2025-01:2.014|2025-03:2.189|2025-04:-1.006|2025-05:5.337|2025-06:1.413|2025-07:-5.597|2025-08:2.868|2025-09:-4.369|2025-10:-6.102|2025-11:-1","2025-Q1:4.203|2025-Q2:5.744|2025-Q3:-7.099|2025-Q4:-7.102","break_candle_strength_filter_failed=78|daily_loss_r_blocked=8|direction_filter_failed=1967|entry_open_count_filter_failed=39|fibo_filter_failed=87|max_drawdown_r_blocked=28|monthly_loss_r_blocked=7|pattern_adx_bucket_filter_failed=407|rr_too_low=1|spread_too_wide=13|trend_alignment_filter_failed=1305|weekly_loss_r_blocked=7"
