"scenario_mode","entry_time","exit_time","strategy","symbol","direction","base_currency","quote_currency","server_time","server_hour","utc_hour","session_label","session_window_name","allowed_session","session_volatility_rank","dow_regime_h4","dow_regime_h1","h4_structure","h1_structure","fractal_alignment","wave_stage","setup_type","wave_tf","fib_zone","divergence_type","m15_confirmation_type","failure_type","wave_size_atr","retracement_ratio","extension_ratio","wave_rule_validity","wave3_break_confirmed","pivot_confirmation_delay_bars","entry_delay_from_pivot","pivot_time","pivot_confirmed_time","room_to_1r","room_to_2r","entry","exit","stop_loss","take_profit","risk_price","result_r","profit","commission","swap","net_profit","volume","reward_r","holding_bars","atr","spread_points","spread_atr","atr_session_percentile","average_m15_range_atr","average_h1_range_atr","average_true_range","realized_volatility","breakout_followthrough_rate","average_spread_atr","score","exit_reason","position_id"
"baseline_all_sessions","2025.02.24 19:00:00","2025.02.25 01:12:45","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","SHORT","USD","JPY","2025.02.24 19:00:00","19","17","new_york","new_york_utc_13_22","true","5","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_50_618","none","candle_reversal","wave3_unconfirmed_too_early","7.2874","0.5442","0.1604","valid_wave2","false","3","3","2025.02.24 15:00:00","2025.02.24 18:00:00","2.1199","2.1199","149.56300000","149.91700000","149.90500000","149.08400000","0.34200000","-1.0351","-21.25","0.00","-1.06","-22.31","0.090","1.400","24","0.25921429","18.00","0.069441","0.2000","0.8186","0.7486","0.11325000","0.535308","0.8889","0.101205","1.4560","DEAL_REASON_SL","521"
"baseline_all_sessions","2025.02.25 04:00:00","2025.02.25 04:45:52","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","SHORT","USD","JPY","2025.02.25 04:00:00","4","2","tokyo","tokyo_utc_00_08","true","3","trend_down","range","LH_LL","compression_range","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","ma_reclaim","other","2.6399","0.8878","0.3703","valid_wave2","false","3","6","2025.02.24 21:00:00","2025.02.25 00:00:00","13.2418","13.2418","150.04300000","149.91600000","150.13400000","149.91600000","0.09100000","1.3956","30.50","0.00","0.00","30.50","0.360","1.400","3","0.25985714","22.00","0.084662","0.6000","1.0019","1.1733","0.15428125","0.643374","0.7941","0.189655","1.1500","DEAL_REASON_TP","526"
"baseline_all_sessions","2025.02.25 05:00:00","2025.02.25 05:16:37","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","SHORT","USD","JPY","2025.02.25 05:00:00","5","3","tokyo","tokyo_utc_00_08","true","3","trend_down","range","LH_LL","compression_range","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","micro_bos","wave3_unconfirmed_too_early","2.6399","0.8878","0.0437","valid_wave2","false","3","7","2025.02.24 21:00:00","2025.02.25 00:00:00","10.7802","10.7802","149.81900000","149.91000000","149.91000000","149.69200000","0.09100000","-1.0000","-21.85","0.00","0.00","-21.85","0.360","1.400","1","0.25985714","21.00","0.080814","0.6000","0.9906","1.1724","0.15070588","0.645495","0.7895","0.183865","1.1500","DEAL_REASON_SL","528"
"baseline_all_sessions","2025.02.25 05:45:00","2025.02.25 08:47:02","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","SHORT","USD","JPY","2025.02.25 05:45:00","5","3","tokyo","tokyo_utc_00_08","true","3","trend_down","range","LH_LL","compression_range","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","micro_bos","wave3_unconfirmed_too_early","2.6399","0.8878","0.0437","valid_wave2","false","3","7","2025.02.24 21:00:00","2025.02.25 00:00:00","4.7895","4.7895","149.65700000","149.82800000","149.82800000","149.41800000","0.17100000","-1.0000","-21.68","0.00","0.00","-21.68","0.190","1.400","12","0.25985714","16.00","0.061572","0.6000","0.9929","1.1724","0.14926761","0.672169","0.7949","0.142403","1.1500","DEAL_REASON_SL","530"
"baseline_all_sessions","2025.02.25 08:45:00","2025.02.25 09:32:49","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","AUDJPY","SHORT","AUD","JPY","2025.02.25 08:45:00","8","6","tokyo","tokyo_utc_00_08","true","3","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","candle_reversal","other","3.5268","0.8188","0.2262","valid_wave2","false","3","4","2025.02.25 03:00:00","2025.02.25 06:00:00","2.2269","2.2269","95.11700000","94.81400000","95.33300000","94.81400000","0.21600000","1.4028","30.33","0.00","0.00","30.33","0.150","1.400","3","0.21435714","29.00","0.135288","0.6000","0.9740","1.1875","0.10350602","0.643062","0.9459","0.330350","1.1113","DEAL_REASON_TP","531"
"baseline_all_sessions","2025.02.25 11:15:01","2025.02.25 14:00:11","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURUSD","LONG","EUR","USD","2025.02.25 11:15:01","11","9","london","london_utc_07_16","true","1","trend_up","range","HH_HL","compression_range","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","ma_reclaim","other","2.7983","0.7903","0.3161","valid_wave2","false","3","8","2025.02.25 02:00:00","2025.02.25 05:00:00","3.8483","3.8483","1.04716000","1.04918000","1.04571000","1.04918000","0.00145000","1.3931","30.30","0.00","0.00","30.30","0.150","1.400","11","0.00117571","18.00","0.153098","1.0000","1.2288","1.2967","0.00080649","0.948179","0.9231","0.229717","1.1500","DEAL_REASON_TP","534"
"baseline_all_sessions","2025.02.25 11:30:00","2025.02.25 14:01:23","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPUSD","LONG","GBP","USD","2025.02.25 11:30:00","11","9","london","london_utc_07_16","true","2","range","range","expanding_transition","mixed","fractal_aligned","possible_abc_completion","abc_completion_reentry","H4","abc_50_786","bearish_macd","ma_reclaim","other","3.6680","0.5782","0.2389","valid_abc","false","3","3","2025.02.24 16:00:00","2025.02.25 04:00:00","3.1287","3.1287","1.26265000","1.26557000","1.26063000","1.26548000","0.00202000","1.4455","32.12","0.00","0.00","32.12","0.110","1.400","10","0.00315429","20.00","0.063406","0.8000","1.2149","1.3834","0.00094569","0.808931","0.7917","0.214724","1.4500","DEAL_REASON_TP","535"
"baseline_all_sessions","2025.02.26 01:30:00","2025.02.26 04:05:34","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURJPY","SHORT","EUR","JPY","2025.02.26 01:30:00","1","23","other","other","true","2","trend_down","range","LH_LL","compression_range","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","ma_reclaim","wave3_unconfirmed_too_early","3.0004","0.6661","0.1402","valid_wave2","false","3","4","2025.02.25 20:00:00","2025.02.25 23:00:00","2.0928","2.0928","156.68000000","156.98400000","156.97100000","156.27300000","0.29100000","-1.0447","-22.32","0.00","0.00","-22.32","0.110","1.400","10","0.38028571","32.00","0.084147","0.8000","1.1137","0.9546","0.12086364","0.735513","1.0000","0.348910","1.1046","DEAL_REASON_SL","538"
"baseline_all_sessions","2025.02.26 01:30:00","2025.02.26 04:57:53","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPJPY","SHORT","GBP","JPY","2025.02.26 01:30:00","1","23","other","other","true","2","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_50_618","none","ma_reclaim","wave3_unconfirmed_too_early","3.1756","0.6084","0.1640","valid_wave2","false","3","4","2025.02.25 20:00:00","2025.02.25 23:00:00","1.2723","1.2723","188.72500000","189.19100000","189.18400000","188.08200000","0.45900000","-1.0153","-21.77","0.00","0.00","-21.77","0.070","1.400","13","0.50100000","38.00","0.075848","0.8000","1.1551","1.0449","0.17222727","0.870520","0.8333","0.291507","1.4136","DEAL_REASON_SL","539"
"baseline_all_sessions","2025.02.26 05:45:00","2025.02.26 06:15:24","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURJPY","SHORT","EUR","JPY","2025.02.26 05:45:00","5","3","tokyo","tokyo_utc_00_08","true","4","trend_down","range","LH_LL","compression_range","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","ma_reclaim","wave3_unconfirmed_too_early","3.0004","0.6661","0.0938","valid_wave2","false","3","8","2025.02.25 20:00:00","2025.02.25 23:00:00","6.2030","6.2030","156.89600000","157.03400000","157.02900000","156.71000000","0.13300000","-1.0376","-23.03","0.00","0.00","-23.03","0.250","1.400","2","0.38028571","30.00","0.078888","0.4000","1.0410","1.0831","0.14322535","0.725999","0.8387","0.168539","1.1500","DEAL_REASON_SL","543"
"baseline_all_sessions","2025.02.26 05:45:00","2025.02.26 08:51:33","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPJPY","SHORT","GBP","JPY","2025.02.26 05:45:00","5","3","tokyo","tokyo_utc_00_08","true","4","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_50_618","none","ma_reclaim","wave3_unconfirmed_too_early","3.1756","0.6084","0.0163","valid_wave2","false","3","8","2025.02.25 20:00:00","2025.02.25 23:00:00","4.0631","4.0631","188.97800000","189.18500000","189.18400000","188.68900000","0.20600000","-1.0049","-22.11","0.00","0.00","-22.11","0.160","1.400","12","0.50100000","38.00","0.075848","0.4000","1.0004","1.0436","0.17150704","0.692428","0.9000","0.175694","1.5000","DEAL_REASON_SL","544"
"baseline_all_sessions","2025.02.26 02:15:00","2025.02.26 08:51:48","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","AUDJPY","SHORT","AUD","JPY","2025.02.26 02:15:00","2","0","tokyo","tokyo_utc_00_08","true","4","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","ma_reclaim","wave3_unconfirmed_too_early","3.7300","0.6414","0.0171","valid_wave2","false","3","5","2025.02.25 20:00:00","2025.02.25 23:00:00","1.3312","1.3312","94.41300000","94.72200000","94.72100000","93.98100000","0.30800000","-1.0032","-20.62","0.00","0.00","-20.62","0.100","1.400","26","0.28257143","28.00","0.099090","0.4000","1.0120","1.1858","0.09857895","0.725359","0.9286","0.291017","1.0666","DEAL_REASON_SL","540"
"baseline_all_sessions","2025.02.26 06:30:00","2025.02.26 14:30:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURJPY","SHORT","EUR","JPY","2025.02.26 06:30:00","6","4","tokyo","tokyo_utc_00_08","true","4","trend_down","range","LH_LL","compression_range","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","wave3_unconfirmed_too_early","3.5219","0.6206","0.1644","valid_wave2","false","3","3","2025.02.25 12:00:00","2025.02.26 00:00:00","1.5038","1.5038","156.86800000","156.87500000","157.39800000","156.12700000","0.53000000","-0.0132","-0.28","0.00","0.00","-0.28","0.060","1.400","32","0.68400000","30.00","0.043860","0.4000","1.0304","1.0794","0.14263514","0.717732","0.8485","0.185104","1.0752","DEAL_REASON_EXPERT","546"
"baseline_all_sessions","2025.02.26 15:15:00","2025.02.26 16:02:30","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","SHORT","USD","JPY","2025.02.26 15:15:00","15","13","london_newyork_overlap","london_newyork_overlap_utc_13_16","true","1","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","ma_reclaim","wave3_unconfirmed_too_early","5.4245","0.7678","0.0122","valid_wave2","false","3","6","2025.02.26 08:00:00","2025.02.26 11:00:00","3.6083","3.6083","149.42100000","149.66300000","149.66100000","149.08400000","0.24000000","-1.0083","-21.02","0.00","0.00","-21.02","0.130","1.400","3","0.25642857","19.00","0.074095","1.0000","1.3761","1.2658","0.20388000","0.818986","0.9231","0.161408","1.1500","DEAL_REASON_SL","551"
"baseline_all_sessions","2025.02.26 08:45:00","2025.02.26 16:45:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPUSD","LONG","GBP","USD","2025.02.26 08:45:00","8","6","tokyo","tokyo_utc_00_08","true","4","range","trend_up","expanding_transition","HH_HL","fractal_aligned","possible_abc_completion","abc_completion_reentry","H4","abc_50_786","bearish_macd","ma_reclaim","other","3.9239","0.6309","0.3519","valid_abc","false","3","5","2025.02.25 08:00:00","2025.02.25 20:00:00","0.6645","0.6645","1.26464000","1.26623000","1.26005000","1.27107000","0.00459000","0.3464","6.36","0.00","0.00","6.36","0.040","1.400","32","0.00294857","20.00","0.067829","0.4000","0.9753","0.7343","0.00052723","0.580392","0.8485","0.402299","1.3332","DEAL_REASON_EXPERT","547"
"baseline_all_sessions","2025.02.27 07:00:00","2025.02.27 10:23:05","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","SHORT","USD","JPY","2025.02.27 07:00:00","7","5","tokyo","tokyo_utc_00_08","true","3","trend_down","range","LH_LL","expanding_transition","fractal_aligned","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","bullish_rsi","micro_bos","target_blocked","3.5454","0.5512","0.4129","valid_abc","false","3","3","2025.02.27 03:00:00","2025.02.27 06:00:00","1.5299","1.5299","149.09200000","149.44300000","149.44300000","148.60000000","0.35100000","-1.0000","-21.14","0.00","0.00","-21.14","0.090","1.400","13","0.30292857","18.00","0.059420","0.6000","1.0552","1.1557","0.13707895","0.762515","0.8864","0.173196","1.3765","DEAL_REASON_SL","555"
"baseline_all_sessions","2025.02.27 03:00:00","2025.02.27 10:23:10","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPJPY","LONG","GBP","JPY","2025.02.27 03:00:00","3","1","tokyo","tokyo_utc_00_08","true","2","range","range","compression_range","expanding_transition","fractal_aligned","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","none","ma_reclaim","other","2.1439","0.7485","0.1996","valid_abc","false","3","5","2025.02.26 21:00:00","2025.02.27 00:00:00","2.5081","2.5081","188.91500000","189.43700000","188.54300000","189.43600000","0.37200000","1.4032","27.95","0.00","0.00","27.95","0.080","1.400","29","0.39321429","38.00","0.096639","0.8000","1.0840","1.0476","0.17450000","0.744812","0.8889","0.234568","1.2754","DEAL_REASON_TP","554"
"baseline_all_sessions","2025.02.27 10:00:00","2025.02.27 15:46:37","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPUSD","LONG","GBP","USD","2025.02.27 10:00:00","10","8","london","london_utc_07_16","true","1","trend_up","trend_up","HH_HL","HH_HL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","candle_reversal","wave3_unconfirmed_too_early","4.6241","0.8645","0.2132","valid_wave2","false","3","3","2025.02.27 06:00:00","2025.02.27 09:00:00","2.2476","2.2476","1.26678000","1.26468000","1.26468000","1.26972000","0.00210000","-1.0000","-21.00","0.00","0.00","-21.00","0.100","1.400","23","0.00164357","20.00","0.121686","1.0000","1.2214","1.3616","0.00088692","0.809013","0.9500","0.422323","1.1124","DEAL_REASON_SL","556"
"baseline_all_sessions","2025.02.27 13:45:00","2025.02.27 16:44:58","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","AUDJPY","SHORT","AUD","JPY","2025.02.27 13:45:00","13","11","london","london_utc_07_16","true","4","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave4_pullback","wave4_continuation","H4","wave4_shallow","none","ma_reclaim","other","5.7432","0.2925","1.7299","valid_wave4","true","3","6","2025.02.26 08:00:00","2025.02.26 20:00:00","1.5278","1.5278","94.36100000","93.75600000","94.79300000","93.75700000","0.43200000","1.4005","28.34","0.00","0.00","28.34","0.070","1.400","11","0.43164286","28.00","0.064868","0.4000","0.9920","0.9031","0.10241791","0.645038","1.0000","0.277620","1.1264","DEAL_REASON_TP","560"
"baseline_all_sessions","2025.02.27 10:15:00","2025.02.27 18:15:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURJPY","SHORT","EUR","JPY","2025.02.27 10:15:00","10","8","london","london_utc_07_16","true","3","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","other","3.5219","0.6206","0.4226","valid_wave2","false","3","10","2025.02.25 12:00:00","2025.02.26 00:00:00","0.3416","0.3416","156.30900000","156.17300000","157.39800000","154.78500000","1.08900000","0.1249","2.73","0.00","0.00","2.73","0.030","1.400","32","0.68400000","31.00","0.045322","0.6000","1.0255","1.0606","0.15935849","0.690090","0.8571","0.262394","1.0171","DEAL_REASON_EXPERT","557"
"baseline_all_sessions","2025.02.28 04:45:00","2025.02.28 10:28:19","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","LONG","USD","JPY","2025.02.28 04:45:00","4","2","tokyo","tokyo_utc_00_08","true","3","range","trend_up","compression_range","HH_HL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_other","none","ma_reclaim","other","2.2578","0.8649","0.4211","valid_wave2","false","3","6","2025.02.27 00:00:00","2025.02.27 12:00:00","0.8897","0.8897","149.44400000","150.56300000","148.64600000","150.56100000","0.79800000","1.4023","29.73","0.00","0.00","29.73","0.040","1.400","22","0.58685714","21.00","0.035784","0.6000","1.1001","1.1812","0.16023881","0.847162","0.8857","0.085415","1.0445","DEAL_REASON_TP","564"
"baseline_all_sessions","2025.02.28 16:00:00","2025.02.28 16:16:11","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","AUDJPY","SHORT","AUD","JPY","2025.02.28 16:00:00","16","14","london_newyork_overlap","london_newyork_overlap_utc_13_16","true","1","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_50_618","none","ma_reclaim","wave3_unconfirmed_too_early","6.6111","0.5384","0.0515","valid_wave2","false","3","5","2025.02.28 10:00:00","2025.02.28 13:00:00","6.6489","6.6489","93.58800000","93.71900000","93.71900000","93.40500000","0.13100000","-1.0000","-21.75","0.00","0.00","-21.75","0.250","1.400","1","0.27000000","28.00","0.103704","1.0000","1.4375","1.3020","0.17032143","0.876406","0.8462","0.281812","1.5000","DEAL_REASON_SL","567"
"baseline_all_sessions","2025.02.28 16:30:00","2025.02.28 17:29:12","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","AUDJPY","SHORT","AUD","JPY","2025.02.28 16:30:00","16","14","london_newyork_overlap","london_newyork_overlap_utc_13_16","true","1","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_50_618","none","ma_reclaim","wave3_unconfirmed_too_early","6.6111","0.5384","0.0515","valid_wave2","false","3","5","2025.02.28 10:00:00","2025.02.28 13:00:00","4.3871","4.3871","93.53300000","93.72000000","93.71900000","93.27300000","0.18600000","-1.0054","-21.11","0.00","0.00","-21.11","0.170","1.400","3","0.27000000","28.00","0.103704","1.0000","1.4392","1.3020","0.16946667","0.892759","0.8571","0.251766","1.5000","DEAL_REASON_SL","569"
"baseline_all_sessions","2025.02.28 12:00:00","2025.02.28 20:00:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURJPY","SHORT","EUR","JPY","2025.02.28 12:00:00","12","10","london","london_utc_07_16","true","3","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","wave3_unconfirmed_too_early","3.5219","0.6206","0.4624","valid_wave2","false","3","17","2025.02.25 12:00:00","2025.02.26 00:00:00","1.1460","1.1460","156.17900000","156.33500000","157.39800000","154.47300000","1.21900000","-0.1280","-2.07","0.00","0.00","-2.07","0.020","1.400","32","0.68400000","34.00","0.049708","0.6000","1.0928","1.0987","0.16690000","0.694462","0.8438","0.149357","1.0573","DEAL_REASON_EXPERT","566"
"baseline_all_sessions","2025.02.28 18:15:00","2025.02.28 20:24:03","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","AUDJPY","SHORT","AUD","JPY","2025.02.28 18:15:00","18","16","new_york","new_york_utc_13_22","true","5","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_50_618","none","ma_reclaim","other","6.6111","0.5384","0.0034","valid_wave2","false","3","7","2025.02.28 10:00:00","2025.02.28 13:00:00","3.1925","3.1925","93.48000000","93.14600000","93.71900000","93.14600000","0.23900000","1.3975","28.84","0.00","0.00","28.84","0.130","1.400","8","0.27000000","28.00","0.103704","0.2000","0.8532","0.7980","0.11659184","0.545043","0.6552","0.166951","1.5000","DEAL_REASON_TP","571"
"baseline_all_sessions","2025.02.28 23:00:00","2025.03.03 07:00:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","LONG","USD","JPY","2025.02.28 23:00:00","23","21","new_york","new_york_utc_13_22","true","5","trend_up","trend_up","HH_HL","HH_HL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","target_blocked","2.3627","0.7486","0.8915","valid_wave2","true","3","3","2025.02.28 04:00:00","2025.02.28 16:00:00","0.3028","0.3028","150.52000000","150.32500000","149.00100000","152.64700000","1.51900000","-0.1284","-2.59","0.00","0.10","-2.49","0.020","1.400","32","0.60100000","20.00","0.033278","0.2000","0.8083","0.7688","0.13704412","0.521203","0.7941","0.141343","1.2151","DEAL_REASON_EXPERT","574"
"baseline_all_sessions","2025.03.03 11:30:00","2025.03.03 11:51:09","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPJPY","LONG","GBP","JPY","2025.03.03 11:30:00","11","9","london","london_utc_07_16","true","2","range","trend_up","expanding_transition","HH_HL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","ma_reclaim","other","3.0697","0.6750","0.1896","valid_wave2","false","3","5","2025.03.03 05:00:00","2025.03.03 08:00:00","4.5354","4.5354","189.40400000","189.68100000","189.20600000","189.68100000","0.19800000","1.3990","29.48","0.00","0.00","29.48","0.160","1.400","1","0.49321429","38.00","0.077046","0.8000","1.1328","1.1513","0.22112069","0.783644","0.8621","0.158475","1.1500","DEAL_REASON_TP","578"
"baseline_all_sessions","2025.03.03 08:45:00","2025.03.03 11:55:20","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURUSD","SHORT","EUR","USD","2025.03.03 08:45:00","8","6","tokyo","tokyo_utc_00_08","true","3","range","range","expanding_transition","expanding_transition","fractal_aligned","possible_abc_completion","abc_completion_reentry","H1","abc_382_886","bullish_rsi_macd","micro_bos","abc_not_complete","6.0775","0.3910","0.0870","valid_abc","false","3","3","2025.03.03 04:00:00","2025.03.03 07:00:00","2.7079","2.7079","1.04074000","1.04256000","1.04252000","1.03825000","0.00178000","-1.0225","-21.84","0.00","0.00","-21.84","0.120","1.400","12","0.00178857","18.00","0.100639","0.6000","0.9656","0.7867","0.00049217","0.601384","0.8611","0.463235","1.0854","DEAL_REASON_SL","577"
"baseline_all_sessions","2025.03.03 07:15:00","2025.03.03 15:15:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","LONG","USD","JPY","2025.03.03 07:15:00","7","5","tokyo","tokyo_utc_00_08","true","3","trend_up","trend_up","HH_HL","HH_HL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","other","2.3627","0.7486","0.9232","valid_wave2","true","3","5","2025.02.28 04:00:00","2025.02.28 16:00:00","0.4038","0.4038","150.43500000","151.23200000","149.00100000","152.44300000","1.43400000","0.5558","10.54","0.00","0.00","10.54","0.020","1.400","32","0.60100000","17.00","0.028286","0.6000","1.0186","1.1467","0.15040260","0.698005","0.8378","0.141414","1.2202","DEAL_REASON_EXPERT","576"
"baseline_all_sessions","2025.03.03 21:45:00","2025.03.03 22:04:37","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPJPY","LONG","GBP","JPY","2025.03.03 21:45:00","21","19","new_york","new_york_utc_13_22","true","5","transition_up","trend_up","expanding_transition","HH_HL","fractal_aligned","possible_wave4_pullback","wave4_continuation","H1","wave4_shallow","none","ma_reclaim","target_blocked","6.0810","0.4537","2.0892","valid_wave4","true","3","3","2025.03.03 17:00:00","2025.03.03 20:00:00","1.7163","1.7163","191.00900000","190.44600000","190.45200000","191.78900000","0.55700000","-1.0108","-18.76","0.00","0.00","-18.76","0.050","1.400","1","0.52014286","38.00","0.073057","0.2000","0.7832","0.7789","0.20809524","0.506236","0.8276","0.190340","1.1358","DEAL_REASON_SL","583"
"baseline_all_sessions","2025.03.03 19:30:00","2025.03.04 02:44:13","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","LONG","USD","JPY","2025.03.03 19:30:00","19","17","new_york","new_york_utc_13_22","true","5","trend_up","range","HH_HL","expanding_transition","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","target_blocked","2.3627","0.7486","1.3169","valid_wave2","true","3","8","2025.02.28 04:00:00","2025.02.28 16:00:00","0.8605","0.8605","150.23400000","149.00000000","149.00100000","151.96000000","1.23300000","-1.0008","-16.56","0.00","0.10","-16.46","0.020","1.400","28","0.60100000","19.00","0.031614","0.2000","0.7816","0.7941","0.13633333","0.518381","0.7931","0.100719","1.2430","DEAL_REASON_SL","582"
"baseline_all_sessions","2025.03.04 04:15:00","2025.03.04 06:07:20","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPJPY","LONG","GBP","JPY","2025.03.04 04:15:00","4","2","tokyo","tokyo_utc_00_08","true","4","range","trend_up","expanding_transition","HH_HL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","ma_reclaim","wave3_unconfirmed_too_early","4.9006","0.9140","0.0060","valid_wave2","false","3","5","2025.03.03 22:00:00","2025.03.04 01:00:00","7.0323","7.0323","189.34900000","188.96100000","188.97700000","189.87000000","0.37200000","-1.0430","-20.83","0.00","0.00","-20.83","0.080","1.400","7","0.64542857","38.00","0.058876","0.4000","1.0128","0.9914","0.22987692","0.662166","0.9000","0.109804","1.1500","DEAL_REASON_SL","587"
"baseline_all_sessions","2025.03.04 08:15:00","2025.03.04 09:48:50","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURUSD","SHORT","EUR","USD","2025.03.04 08:15:00","8","6","tokyo","tokyo_utc_00_08","true","3","trend_down","range","LH_LL","compression_range","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","candle_reversal","wave3_unconfirmed_too_early","2.1912","0.7919","0.3378","valid_wave2","false","3","4","2025.03.04 03:00:00","2025.03.04 06:00:00","6.1762","6.1762","1.04784000","1.04978000","1.04977000","1.04513000","0.00193000","-1.0052","-21.34","0.00","0.00","-21.34","0.110","1.400","6","0.00168857","18.00","0.106599","0.6000","0.9681","0.7362","0.00054975","0.553871","0.9091","0.324324","1.1500","DEAL_REASON_SL","589"
