task,policy,metric,expected,actual,status
EXTRA_TREES__NET_R__FULL486__g1__m202503,FREQUENCY_300,tp,182,182,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202503,FREQUENCY_300,sl,212,212,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202503,FREQUENCY_300,timeout,9,9,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202503,FREQUENCY_300,total_r,-53.051747684261,-53.051747684263,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202503,FREQUENCY_300,expectancy_r,-0.1316420538071,-0.1316420538071,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202503,FREQUENCY_300,pf,0.76921571916059,0.76921571916058,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202503,FREQUENCY_300,maxdd_r,56.334049654825,56.334049654826,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0,trades,25,25,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0,tp,13,13,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0,sl,12,12,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0,timeout,0,0,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0,total_r,-0.1095230762685,-0.10952307626837,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0,expectancy_r,-0.00438092305074,-0.0043809230507349,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0,pf,0.9914146213524,0.99141462135241,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0,maxdd_r,5.4490615045697,5.44906150457,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0.05,trades,11,11,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0.05,tp,7,7,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0.05,sl,4,4,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0.05,timeout,0,0,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0.05,total_r,2.5824781846319,2.582478184632,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0.05,expectancy_r,0.23477074405745,0.23477074405746,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0.05,pf,1.6095853053807,1.6095853053808,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0.05,maxdd_r,2.1873382420875,2.1873382420869,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0.1,trades,5,5,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0.1,tp,3,3,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0.1,sl,2,2,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0.1,timeout,0,0,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0.1,total_r,0.77299273230435,0.7729927323048,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0.1,expectancy_r,0.15459854646087,0.15459854646096,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0.1,pf,1.3579788835786,1.357978883579,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ABS_0.1,maxdd_r,1.0869565217396,1.0869565217392,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ALL,trades,853,853,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ALL,tp,379,379,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ALL,sl,461,461,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ALL,timeout,13,13,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ALL,total_r,-126.84349794517,-126.84349794516,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ALL,expectancy_r,-0.14870281119012,-0.14870281119011,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ALL,pf,0.74396162882279,0.74396162882281,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,ALL,maxdd_r,129.3462005618,129.34620056179,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_100,trades,97,97,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_100,tp,44,44,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_100,sl,52,52,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_100,timeout,1,1,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_100,total_r,-12.796404306863,-12.796404306862,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_100,expectancy_r,-0.13192169388518,-0.13192169388518,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_100,pf,0.76961389395531,0.76961389395532,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_100,maxdd_r,14.115909216645,14.115909216646,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_100,trades,88,88,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_100,tp,39,39,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_100,sl,48,48,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_100,timeout,1,1,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_100,total_r,-13.43692107809,-13.436921078089,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_100,expectancy_r,-0.1526922849783,-0.15269228497828,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_100,pf,0.73806197660814,0.73806197660816,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_100,maxdd_r,14.756425987873,14.756425987872,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_150,trades,146,146,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_150,tp,72,72,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_150,sl,71,71,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_150,timeout,3,3,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_150,total_r,-4.9906219033301,-4.9906219033263,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_150,expectancy_r,-0.034182341803631,-0.034182341803605,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_150,pf,0.93404382830303,0.93404382830308,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_150,maxdd_r,11.56473982043,11.564739820429,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_150,trades,144,144,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_150,tp,71,71,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_150,sl,70,70,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_150,timeout,3,3,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_150,total_r,-4.8968719033311,-4.8968719033272,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_150,expectancy_r,-0.034006054884244,-0.034006054884216,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_150,pf,0.9343611278014,0.93436112780145,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_150,maxdd_r,11.932762327757,11.932762327753,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_200,trades,193,193,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_200,tp,91,91,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_200,sl,97,97,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_200,timeout,5,5,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_200,total_r,-13.296070292402,-13.296070292397,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_200,expectancy_r,-0.06889155591918,-0.068891555919156,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_200,pf,0.87074439356817,0.87074439356821,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_200,maxdd_r,19.39834561587,19.398345615866,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_200,trades,196,196,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_200,tp,92,92,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_200,sl,98,98,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_200,timeout,6,6,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_200,total_r,-12.832806318513,-12.832806318509,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_200,expectancy_r,-0.065473501625069,-0.065473501625048,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_200,pf,0.87651813993795,0.87651813993798,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_200,maxdd_r,19.895081641982,19.895081641978,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_300,trades,293,293,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_300,tp,135,135,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_300,sl,151,151,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_300,timeout,7,7,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_300,total_r,-28.379323828362,-28.379323828362,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_300,expectancy_r,-0.096857760506356,-0.096857760506354,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_300,pf,0.82388905569114,0.82388905569114,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,PERCENTILE_300,maxdd_r,36.513797118584,36.513797118583,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_300,trades,279,279,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_300,tp,131,131,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_300,sl,142,142,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_300,timeout,6,6,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_300,total_r,-21.634564347869,-21.634564347867,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_300,expectancy_r,-0.077543241390213,-0.077543241390205,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_300,pf,0.8562814641536,0.85628146415361,PASS
EXTRA_TREES__NET_R__FULL486__g1__m202504,FREQUENCY_300,maxdd_r,29.757536775526,29.757536775524,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0,trades,78,78,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0,tp,40,40,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0,sl,33,33,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0,timeout,5,5,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0,total_r,4.2211652106598,4.2211652106593,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0,expectancy_r,0.054117502700767,0.05411750270076,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0,pf,1.118538040175,1.118538040175,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0,maxdd_r,8.006033153012,8.0060331530113,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0.05,trades,26,26,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0.05,tp,16,16,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0.05,sl,10,10,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0.05,timeout,0,0,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0.05,total_r,4.9840520907107,4.9840520907109,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0.05,expectancy_r,0.19169431118118,0.19169431118119,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0.05,pf,1.4715506259358,1.4715506259358,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0.05,maxdd_r,4.372891199249,4.3728911992494,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0.1,trades,7,7,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0.1,tp,5,5,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0.1,sl,2,2,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0.1,timeout,0,0,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0.1,total_r,2.7702306442698,2.7702306442704,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0.1,expectancy_r,0.39574723489568,0.39574723489577,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0.1,pf,2.3246892563396,2.3246892563401,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ABS_0.1,maxdd_r,2.0912305516273,2.091230551627,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ALL,trades,930,930,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ALL,tp,391,391,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ALL,sl,434,434,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ALL,timeout,105,105,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ALL,total_r,-86.406513108668,-86.406513108673,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ALL,expectancy_r,-0.092910229149105,-0.09291022914911,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ALL,pf,0.82154301859219,0.82154301859218,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,ALL,maxdd_r,96.847437712205,96.84743771221,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_100,trades,99,99,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_100,tp,49,49,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_100,sl,42,42,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_100,timeout,8,8,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_100,total_r,2.6734500792324,2.6734500792323,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_100,expectancy_r,0.027004546254873,0.027004546254872,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_100,pf,1.0576467776895,1.0576467776894,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_100,maxdd_r,8.3299667199608,8.3299667199602,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_100,trades,99,99,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_100,tp,49,49,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_100,sl,42,42,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_100,timeout,8,8,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_100,total_r,2.6734500792324,2.6734500792323,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_100,expectancy_r,0.027004546254873,0.027004546254872,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_100,pf,1.0576467776895,1.0576467776894,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_100,maxdd_r,8.3299667199608,8.3299667199602,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_150,trades,156,156,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_150,tp,74,74,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_150,sl,67,67,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_150,timeout,15,15,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_150,total_r,-1.1756958234409,-1.1756958234395,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_150,expectancy_r,-0.0075365116887237,-0.0075365116887147,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_150,pf,0.98443980952868,0.9844398095287,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_150,maxdd_r,13.021140125697,13.021140125696,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_150,trades,164,164,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_150,tp,76,76,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_150,sl,73,73,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_150,timeout,15,15,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_150,total_r,-5.7213197424273,-5.7213197424249,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_150,expectancy_r,-0.03488609599041,-0.034886095990396,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_150,pf,0.93024889230145,0.93024889230148,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_150,maxdd_r,17.35293337665,17.352933376649,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_200,trades,229,229,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_200,tp,105,105,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_200,sl,103,103,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_200,timeout,21,21,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_200,total_r,-8.9449785426724,-8.9449785426754,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_200,expectancy_r,-0.039061041671058,-0.039061041671071,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_200,pf,0.92198608809605,0.92198608809603,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_200,maxdd_r,18.349660908312,18.349660908313,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_200,trades,222,222,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_200,tp,101,101,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_200,sl,101,101,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_200,timeout,20,20,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_200,total_r,-11.16047214695,-11.160472146952,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_200,expectancy_r,-0.050272397058333,-0.050272397058342,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_200,pf,0.90076855342016,0.90076855342014,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_200,maxdd_r,19.377336430796,19.377336430797,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_300,trades,364,364,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_300,tp,150,150,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_300,sl,170,170,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_300,timeout,44,44,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_300,total_r,-35.134277962558,-35.13427796256,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_300,expectancy_r,-0.096522741655379,-0.096522741655384,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_300,pf,0.81401593652498,0.81401593652497,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,PERCENTILE_300,maxdd_r,46.166124743697,46.1661247437,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_300,trades,376,376,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_300,tp,155,155,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_300,sl,174,174,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_300,timeout,47,47,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_300,total_r,-33.430421538365,-33.430421538367,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_300,expectancy_r,-0.088910695580757,-0.088910695580764,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_300,pf,0.8270184787204,0.82701847872039,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202502,FREQUENCY_300,maxdd_r,44.462268319504,44.462268319507,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0,trades,224,224,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0,tp,100,100,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0,sl,93,93,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0,timeout,31,31,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0,total_r,-1.0271582374382,-1.0271582374442,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0,expectancy_r,-0.0045855278457063,-0.004585527845733,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0,pf,0.99001355725681,0.99001355725676,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0,maxdd_r,22.907316983636,22.90731698364,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0.05,trades,32,32,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0.05,tp,14,14,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0.05,sl,11,11,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0.05,timeout,7,7,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0.05,total_r,3.0397612385009,3.0397612385019,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0.05,expectancy_r,0.094992538703153,0.094992538703183,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0.05,pf,1.247683994667,1.2476839946671,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0.05,maxdd_r,2.4134697357206,2.4134697357202,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0.1,trades,5,5,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0.1,tp,3,3,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0.1,sl,2,2,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0.1,timeout,0,0,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0.1,total_r,0.66541131047936,0.66541131048009,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0.1,expectancy_r,0.13308226209587,0.13308226209602,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0.1,pf,1.299167292906,1.2991672929065,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ABS_0.1,maxdd_r,1.2540621699697,1.2540621699687,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ALL,trades,1105,1105,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ALL,tp,449,449,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ALL,sl,506,506,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ALL,timeout,150,150,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ALL,total_r,-119.16745841431,-119.16745841431,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ALL,expectancy_r,-0.10784385376861,-0.10784385376861,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ALL,pf,0.79274112786813,0.79274112786813,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,ALL,maxdd_r,121.2978589009,121.2978589009,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,PERCENTILE_100,trades,253,253,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,PERCENTILE_100,tp,107,107,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,PERCENTILE_100,sl,110,110,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,PERCENTILE_100,timeout,36,36,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,PERCENTILE_100,total_r,-12.12402333121,-12.124023331214,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,PERCENTILE_100,expectancy_r,-0.047921040834822,-0.047921040834839,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,PERCENTILE_100,pf,0.90015007486778,0.90015007486775,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,PERCENTILE_100,maxdd_r,30.719381380581,30.719381380585,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,FREQUENCY_100,trades,258,258,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,FREQUENCY_100,tp,109,109,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,FREQUENCY_100,sl,113,113,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,FREQUENCY_100,timeout,36,36,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,FREQUENCY_100,total_r,-13.324812548984,-13.324812548988,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,FREQUENCY_100,expectancy_r,-0.051646560267379,-0.051646560267396,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,FREQUENCY_100,pf,0.893018922593,0.89301892259297,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,FREQUENCY_100,maxdd_r,29.817040582304,29.817040582308,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,PERCENTILE_150,trades,425,425,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,PERCENTILE_150,tp,175,175,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,PERCENTILE_150,sl,189,189,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,PERCENTILE_150,timeout,61,61,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,PERCENTILE_150,total_r,-31.61009840281,-31.610098402815,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,PERCENTILE_150,expectancy_r,-0.074376702124258,-0.074376702124271,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,PERCENTILE_150,pf,0.85025394766936,0.85025394766933,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,PERCENTILE_150,maxdd_r,46.450699044538,46.450699044543,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,FREQUENCY_150,trades,435,435,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,FREQUENCY_150,tp,179,179,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,FREQUENCY_150,sl,193,193,PASS
EXTRA_TREES__NET_R__FULL486__g2__m202503,FREQUENCY_150,timeout,63,63,PASS
