cohort,entry_clock,direction,exit_horizon_seconds,episodes,gross_mid_mean,spread_only_mean,spread_125x_mean,prob_positive_spread_only,break_even_additional_cost_mean,formal_net_status
ALL,CONFIRMED_PLUS_60S,SHOCK_DIRECTION,900,2729,-4.044155368266758e-05,-0.007186493220960059,-0.008083140344448516,0.337852693294247,0.011041927445950898,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,LONG,5,361,0.000275180055401662,-0.006963850415512466,-0.007862596952908588,0.030470914127423823,8.224376731301939e-05,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,LONG,10,441,0.0005986734693877551,-0.006619115646258504,-0.0075193735827664395,0.05215419501133787,0.00022387755102040816,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,LONG,30,462,0.0009219155844155842,-0.0064872077922077925,-0.007407142857142857,0.09307359307359307,0.0010707359307359306,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,LONG,60,465,0.0011659354838709677,-0.006248193548387097,-0.007169844086021507,0.12688172043010754,0.0017270322580645162,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,LONG,120,465,0.0009761935483870967,-0.0064966236559139785,-0.0074329462365591405,0.15483870967741936,0.00259105376344086,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,LONG,180,465,0.0007482473118279566,-0.006719161290322581,-0.007654131720430109,0.2,0.0036601935483870965,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,LONG,300,465,-0.0009172473118279572,-0.008311354838709678,-0.009227999999999998,0.24516129032258063,0.005574752688172043,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,LONG,600,465,-0.0003373763440860219,-0.007775548387096775,-0.008703209677419355,0.3333333333333333,0.009251827956989245,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,LONG,900,465,-0.0029857956989247313,-0.010400387096774195,-0.011322153225806451,0.3655913978494624,0.010279290322580646,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHORT,5,320,0.001050890625,-0.0060315625000000005,-0.0069144609375,0.021875,0.00011115625000000001,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHORT,10,372,0.0008338978494623657,-0.005958521505376345,-0.006807116935483871,0.04838709677419355,0.00017833333333333332,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHORT,30,398,0.0006882035175879397,-0.006716984924623115,-0.007632346105527639,0.09296482412060302,0.0007911055276381909,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHORT,60,400,0.0009589625000000001,-0.006215299999999999,-0.007077271875,0.13,0.0016415500000000003,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHORT,120,400,0.0015875875,-0.005529575,-0.006377271875,0.23,0.0032809500000000004,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHORT,180,400,0.0011218374999999996,-0.005972999999999999,-0.0068151156250000015,0.2825,0.0039729000000000006,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHORT,300,400,0.0005861999999999999,-0.006478500000000001,-0.00731308125,0.3025,0.006110575,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHORT,600,400,0.0014295875000000001,-0.0056028499999999995,-0.006429365625,0.34,0.009627325,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHORT,900,400,-0.0008243624999999998,-0.00783555,-0.008656753125000001,0.3475,0.0111398,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,LONG,5,739,-0.00027179296346414064,-0.0072530852503382955,-0.008123991880920162,0.018944519621109608,8.047361299052774e-05,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,LONG,10,824,1.204490291262138e-05,-0.006968725728155339,-0.007842868628640776,0.044902912621359224,0.00022194174757281552,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,LONG,30,862,0.00026932134570765667,-0.007101032482598609,-0.008016786542923433,0.07192575406032482,0.0008444547563805103,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,LONG,60,865,0.00027588439306358385,-0.007007109826589595,-0.007901163294797689,0.10751445086705202,0.0013436878612716762,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,LONG,120,865,-0.00011680924855491306,-0.007404947976878613,-0.008300287572254336,0.15953757225433526,0.002366,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,LONG,180,865,-2.3971098265895893e-05,-0.0072988786127167644,-0.008190910404624278,0.1976878612716763,0.0033562774566473987,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,LONG,300,865,-0.0006716011560693638,-0.007893167630057804,-0.008771864161849711,0.2323699421965318,0.005374554913294797,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,LONG,600,865,-0.0007498843930635838,-0.007980219653179191,-0.00886110838150289,0.315606936416185,0.00912113294797688,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,LONG,900,865,-0.0011313121387283237,-0.00833914450867052,-0.009214407514450866,0.34104046242774566,0.01135885549132948,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHORT,5,739,0.00027179296346414064,-0.006709499323410014,-0.00758040595399188,0.028416779431664412,0.0001414614343707713,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHORT,10,824,-1.204490291262138e-05,-0.006992815533980582,-0.007866958434466019,0.038834951456310676,0.0002449635922330097,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHORT,30,862,-0.00026932134570765667,-0.007639675174013921,-0.008555429234338746,0.07540603248259861,0.0007176798143851509,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHORT,60,865,-0.00027588439306358385,-0.007558878612716763,-0.008452932080924855,0.11791907514450867,0.0012603815028901734,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHORT,120,865,0.00011680924855491306,-0.007171329479768786,-0.008066669075144507,0.19421965317919074,0.002527317919075144,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHORT,180,865,2.3971098265895893e-05,-0.0072509364161849705,-0.008142968208092485,0.24508670520231213,0.00339849710982659,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHORT,300,865,0.0006716011560693638,-0.006549965317919075,-0.007428661849710983,0.2832369942196532,0.006237213872832369,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHORT,600,865,0.0007498843930635838,-0.006480450867052023,-0.007361339595375723,0.3236994219653179,0.009664601156069364,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHORT,900,865,0.0011313121387283237,-0.006076520231213873,-0.00695178323699422,0.34566473988439306,0.012311040462427744,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,LONG,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,LONG,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,LONG,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,LONG,60,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,LONG,120,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,LONG,180,865,0.0001495895953757225,-0.007002658959537572,-0.007894690751445086,0.11791907514450867,0.001265849710982659,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,LONG,300,865,-0.0004980404624277456,-0.007596947976878613,-0.00847564450867052,0.19884393063583816,0.0037397572254335263,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,LONG,600,865,-0.0005763236994219651,-0.007683999999999999,-0.0085648887283237,0.3017341040462428,0.007745364161849711,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,LONG,900,865,-0.0009577514450867054,-0.00804292485549133,-0.008918187861271677,0.33179190751445087,0.010045167630057805,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHORT,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHORT,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHORT,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHORT,60,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHORT,120,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHORT,180,865,-0.0001495895953757225,-0.007301838150289018,-0.008193869942196532,0.11907514450867052,0.0010667976878612718,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHORT,300,865,0.0004980404624277456,-0.006600867052023121,-0.007479563583815028,0.21965317919075145,0.004138763005780347,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHORT,600,865,0.0005763236994219651,-0.00653135260115607,-0.007412241329479769,0.28901734104046245,0.008142728323699423,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHORT,900,865,0.0009577514450867054,-0.0061274219653179186,-0.0070026849710982655,0.3063583815028902,0.011015421965317919,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,LONG,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,LONG,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,LONG,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,LONG,60,858,-8.496503496503518e-06,-0.007277738927738928,-0.008175743006993008,0.0675990675990676,0.0006132867132867133,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,LONG,120,865,-0.0003970635838150291,-0.007639722543352601,-0.008535062138728323,0.12947976878612716,0.0016880115606936416,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,LONG,180,865,-0.00030422543352601173,-0.007533653179190751,-0.008425684971098265,0.17803468208092485,0.002660890173410405,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,LONG,300,865,-0.0009518554913294799,-0.008127942196531792,-0.0090066387283237,0.223121387283237,0.004777260115606936,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,LONG,600,865,-0.001030138728323699,-0.00821499421965318,-0.009095882947976879,0.3109826589595376,0.0087274450867052,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,LONG,900,865,-0.0014115664739884392,-0.008573919075144508,-0.009449182080924856,0.33410404624277457,0.01096271676300578,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHORT,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHORT,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHORT,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHORT,60,858,8.496503496503518e-06,-0.007260745920745921,-0.00815875,0.06293706293706294,0.000742051282051282,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHORT,120,865,0.0003970635838150291,-0.006845595375722543,-0.007740934971098266,0.15491329479768787,0.0021954913294797685,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHORT,180,865,0.00030422543352601173,-0.006925202312138728,-0.007817234104046241,0.21502890173410405,0.002739826589595376,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHORT,300,865,0.0009518554913294799,-0.006224231213872833,-0.007102927745664739,0.2658959537572254,0.005795919075144509,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHORT,600,865,0.001030138728323699,-0.006154716763005779,-0.00703560549132948,0.3260115606936416,0.009444751445086705,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHORT,900,865,0.0014115664739884392,-0.00575078612716763,-0.0066260491329479775,0.3398843930635838,0.012119988439306357,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,LONG,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,LONG,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,LONG,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,LONG,60,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,LONG,120,865,-0.0004085260115606936,-0.007545803468208092,-0.008441143063583815,0.10173410404624278,0.001095063583815029,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,LONG,180,865,-0.00031568786127167636,-0.007439734104046243,-0.008331765895953759,0.15838150289017341,0.002234277456647399,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,LONG,300,865,-0.0009633179190751449,-0.008034023121387283,-0.008912719653179193,0.21271676300578035,0.0042909017341040455,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,LONG,600,865,-0.001041601156069364,-0.00812107514450867,-0.00900196387283237,0.31445086705202313,0.008343630057803468,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,LONG,900,865,-0.001423028901734104,-0.00848,-0.009355263005780348,0.32947976878612717,0.010399965317919075,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHORT,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHORT,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHORT,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHORT,60,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHORT,120,865,0.0004085260115606936,-0.006728751445086706,-0.007624091040462429,0.12138728323699421,0.0012899306358381503,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHORT,180,865,0.00031568786127167636,-0.0068083583815028905,-0.0077003901734104055,0.18959537572254334,0.002110878612716763,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHORT,300,865,0.0009633179190751449,-0.006107387283236994,-0.006986083815028902,0.26705202312138726,0.00516728323699422,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHORT,600,865,0.001041601156069364,-0.006037872832369941,-0.006918761560693642,0.3040462427745665,0.00912121387283237,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHORT,900,865,0.001423028901734104,-0.005633942196531792,-0.006509205202312139,0.33179190751445087,0.011742820809248555,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,5,681,0.0006396842878120411,-0.006525770925110132,-0.0074170704845814995,0.02643171806167401,9.582966226138035e-05,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,10,813,0.0007063038130381303,-0.006316851168511686,-0.007193470172201722,0.05043050430504305,0.00020303813038130382,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,30,860,0.0008137558139534885,-0.006593546511627906,-0.007511364825581395,0.09302325581395349,0.0009413255813953489,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,60,865,0.0010702254335260115,-0.006232982658959537,-0.0071270361271676295,0.1283236994219653,0.0016875028901734107,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,120,865,0.0012589190751445087,-0.0060494335260115615,-0.006944773121387283,0.18959537572254334,0.0029100809248554915,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,180,865,0.0009210057803468207,-0.006374115606936416,-0.007266147398843931,0.23815028901734103,0.003804797687861272,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,300,865,-0.00022201156069364186,-0.007463791907514451,-0.008342488439306357,0.27167630057803466,0.005822531791907515,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,600,865,0.0004797167630057802,-0.006770832369942197,-0.0076517210982658965,0.33641618497109826,0.009425468208092487,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,900,865,-0.00198628901734104,-0.009214335260115607,-0.010089598265895955,0.35722543352601155,0.010677213872832372,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHOCK_DIRECTION,5,739,0.0007755818673883626,-0.006205710419485792,-0.0070766170500676595,0.028416779431664412,0.00015499323410013535,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHOCK_DIRECTION,10,824,0.0009100546116504855,-0.006070716019417475,-0.006944858919902913,0.05339805825242718,0.00028986650485436893,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHOCK_DIRECTION,30,862,0.0009878016241299304,-0.006382552204176334,-0.007298306264501161,0.08932714617169374,0.001070522041763341,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHOCK_DIRECTION,60,865,0.0012456416184971097,-0.0060373526011560695,-0.006931406069364162,0.130635838150289,0.0017600578034682082,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHOCK_DIRECTION,120,865,0.001434335260115607,-0.005853803468208092,-0.006749143063583815,0.19537572254335261,0.002973271676300578,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHOCK_DIRECTION,180,865,0.0010964219653179191,-0.006178485549132948,-0.007070517341040463,0.24161849710982658,0.0038790635838150287,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHOCK_DIRECTION,300,865,-4.65953757225432e-05,-0.007268161849710981,-0.008146858381502888,0.27398843930635836,0.005867156069364162,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHOCK_DIRECTION,600,865,0.0006551329479768785,-0.0065752023121387285,-0.007456091040462427,0.3398843930635838,0.009481976878612717,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED,SHOCK_DIRECTION,900,865,-0.0018108728323699423,-0.009018705202312141,-0.009893968208092487,0.3653179190751445,0.010751780346820809,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,60,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,120,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,180,865,-0.00025579768786127173,-0.007408046242774566,-0.00830007803468208,0.10982658959537572,0.0011592485549132949,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,300,865,-0.0013988150289017342,-0.008497722543352602,-0.009376419075144507,0.18728323699421964,0.003530115606936417,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,600,865,-0.0006970867052023117,-0.007804763005780347,-0.008685651734104047,0.30057803468208094,0.007548809248554915,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,900,865,-0.0031630924855491336,-0.010248265895953757,-0.011123528901734103,0.3202312138728324,0.009103826589595377,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHOCK_DIRECTION,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHOCK_DIRECTION,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHOCK_DIRECTION,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHOCK_DIRECTION,60,858,0.00021665501165501165,-0.007052587412587413,-0.007950591491841491,0.0675990675990676,0.0007467016317016317,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHOCK_DIRECTION,120,865,0.00039952601156069374,-0.006843132947976878,-0.007738472543352601,0.14335260115606938,0.002187606936416185,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHOCK_DIRECTION,180,865,6.161271676300572e-05,-0.007167815028901734,-0.00805984682080925,0.18959537572254334,0.002816312138728324,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHOCK_DIRECTION,300,865,-0.0010814046242774566,-0.008257491329479769,-0.009136187861271676,0.24046242774566473,0.004996393063583815,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHOCK_DIRECTION,600,865,-0.0003796763005780346,-0.007564531791907515,-0.008445420520231214,0.31676300578034683,0.008808543352601157,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_30S,SHOCK_DIRECTION,900,865,-0.0028456820809248553,-0.010008034682080924,-0.010883297687861272,0.33641618497109826,0.010128265895953758,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
